quantitative_observation_id,extraction_case_id,mixed_join_key,document_identity_id,text_table_detection_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,contract_period_start,contract_period_end,page_number,compensation_type,occupation_unit_classification_rank,rate_value,salary_value,hourly_rate,annual_salary,pay_band,step,grade,percentage_increase,effective_date,currency_or_unit,bounded_evidence_pointer,confidence,reason_code,qa_status
qobs_baa39a3ee8d436d9cb384ad2,cexrem_01cd5622b306c209234f0dc2,mix_2225c5b2e8924632b6e5d131,doc_60bda3efcefabf400e77ef4f,ttd_a4f70628d682783e5ba29e62,sr_ba76eb5103ccdfdf6a22105a,NSCQ-OH-20260720-0006,OH,Akron,CITY OF AKRON,fire,cba,,,12,percentage_increase,,2.75%,,,,,,,2.75%,01/05/20,percent,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0292_sr_ba76eb5103ccdfdf6a22105a.pdf#page=12,high,WAGES_8_01_2020_INCREASE_EFFECTIVE_01_05,provisional_unverified
qobs_d984c67c80ebdc20ee516048,cexrem_01cd5622b306c209234f0dc2,mix_2225c5b2e8924632b6e5d131,doc_60bda3efcefabf400e77ef4f,ttd_a4f70628d682783e5ba29e62,sr_ba76eb5103ccdfdf6a22105a,NSCQ-OH-20260720-0006,OH,Akron,CITY OF AKRON,fire,cba,,,12,percentage_increase,,3.00%,,,,,,,3.00%,01/03/21,percent,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0292_sr_ba76eb5103ccdfdf6a22105a.pdf#page=12,high,WAGES_8_01_2021_INCREASE_EFFECTIVE_01_03,provisional_unverified
qobs_c7afeb0eba2972d13e1a9c0b,cexrem_f50e3952cec091d145e80e8a,mix_0dfb86a6370ddefb3b5983ae,doc_0e60bc0317c13ef4f071edd7,ttd_67e9ac758bdbd519560cc8a4,sr_45445c846e1325dc2c623bdb,NSCQ-OH-20260720-0449,OH,Amherst,CITY OF AMHERST,police,cba,,,13,hourly_rate,,,,regular hourly rate,,,,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0334_sr_45445c846e1325dc2c623bdb.pdf#page=13,medium,ARBITRATION_WITNESS_COMP_AT_REGULAR_HOUL,provisional_unverified
qobs_354d6dd4076dd9c8509fc4b9,cexrem_3f540ecceec49ea16393ab90,mix_9b99abd3d1418e8f2bbb242a,doc_cdfb4f236954a15c96ac0b16,ttd_9104e712f04a1571f09e9626,sr_9501f16206fb264fa30ed394,NSCQ-OH-20260720-0296,OH,Ashland,CITY OF ASHLAND,non_safety,cba,,,24,hourly_rate,,$1.00,,$1.00,,,,,,"first full pay period in June 2025, 2026, and 2027",per hour (equity added to base wage),tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0386_sr_9501f16206fb264fa30ed394.pdf#page=24,high,WCIGEFQD_R1,provisional_unverified
qobs_1a6c4a0029d98c53ac4c58b2,cexrem_36150fc20760b90d5c819a0e,,doc_3b918cfbd8b3bc0840a81b91,ttd_f3fd8d4ca1b851848568dc86,sr_3aa535bc5d4182a2f3b88cc5,NSCQ-OH-20260720-0169,OH,Avon Lake,CITY OF AVON LAKE,police,cba,,,13,hourly_rate,,"hourly rate computed by dividing the employee's bi-weekly wage by eighty (80) (""",,computed by dividing the employee's bi-weekly wage by eighty (80) hours,,,,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0312_sr_3aa535bc5d4182a2f3b88cc5.pdf#page=13,medium,BASE_HOURLY_RATE_CALCULATION_FROM_BIWEK1,provisional_unverified
qobs_94c44b6eb491075e940ef471,cexrem_779354f6aae6ef321b8b001b,mix_05da0d35c52b73bfc85d9342,doc_3b25188c470656f7e525c3a1,ttd_9b7876a57c397f1ed8c2a1f2,sr_3aa6e9054f7182d752e837fa,NSCQ-OH-20260720-0678,OH,Bellbrook,CITY OF BELLBROOK,police,cba,,,16,percentage_increase,,2.00%,,,,,,,2.00%,"August 1, 2020",,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0360_sr_3aa6e9054f7182d752e837fa.pdf#page=16,high,WAGES_INCREASES_SCHEDULED_EFFECTIVE_DUR_,provisional_unverified
qobs_414762ad8e8ba0034eee0edf,cexrem_779354f6aae6ef321b8b001b,mix_05da0d35c52b73bfc85d9342,doc_3b25188c470656f7e525c3a1,ttd_9b7876a57c397f1ed8c2a1f2,sr_3aa6e9054f7182d752e837fa,NSCQ-OH-20260720-0678,OH,Bellbrook,CITY OF BELLBROOK,police,cba,,,16,percentage_increase,,2.50%,,,,,,,2.50%,"August 1, 2021",,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0360_sr_3aa6e9054f7182d752e837fa.pdf#page=16,high,WAGES_INCREASES_SCHEDULED_EFFECTIVE_DUR_,provisional_unverified
qobs_806bee7b796c6f4e377ceebf,cexrem_779354f6aae6ef321b8b001b,mix_05da0d35c52b73bfc85d9342,doc_3b25188c470656f7e525c3a1,ttd_9b7876a57c397f1ed8c2a1f2,sr_3aa6e9054f7182d752e837fa,NSCQ-OH-20260720-0678,OH,Bellbrook,CITY OF BELLBROOK,police,cba,,,16,percentage_increase,,2.50%,,,,,,,2.50%,"August 1, 2022",,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0360_sr_3aa6e9054f7182d752e837fa.pdf#page=16,high,WAGES_INCREASES_SCHEDULED_EFFECTIVE_DUR_,provisional_unverified
qobs_46fcaa385642623054fc47d2,cexrem_abd03075ec338b1a99b46b0d,,doc_c0982b8411e26726deee573e,ttd_704fbe76938f5e54e5a10714,sr_40c96b3af2e3868295b1ab74,NSCQ-OH-20260720-0319,OH,Brook Park,CITY OF BROOK PARK,non_safety,cba,,,6,rate,,normal rate,,,,,,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0203_sr_40c96b3af2e3868295b1ab74.pdf#page=6,medium,OTHR_BASE_PAY_CONDITION_STEWARD_COMPENS_,provisional_unverified
qobs_8f448a674902b84d0e04ca27,cexrem_abd03075ec338b1a99b46b0d,,doc_c0982b8411e26726deee573e,ttd_704fbe76938f5e54e5a10714,sr_40c96b3af2e3868295b1ab74,NSCQ-OH-20260720-0319,OH,Brook Park,CITY OF BROOK PARK,non_safety,cba,,,7,rate,,rate of pay,,,,,,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0203_sr_40c96b3af2e3868295b1ab74.pdf#page=7,medium,BASE_PAY_AT_EXERCISE_OF_BUMPING_RIGHTS,provisional_unverified
qobs_673f1157a566753eab1824f9,cexrem_cafa624e78038f24b742d906,,doc_bb3cdeb852ce6b05d41ce5c5,ttd_f751d59c12df69ab938d677e,sr_427607f3271b68692ac11411,NSCQ-OH-20260720-0512,OH,Brooklyn,CITY OF BROOKLYN,non_safety,cba,,,31,hourly_rate,,$17.80,,$17.80,,,,,,,per hour,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0049_sr_427607f3271b68692ac11411.pdf#page=31,medium,APPENDIX_A_WAGE_SCHEDULE_BASE_RATE_TOKEN,provisional_unverified
qobs_6767c141cd71d40768c126a7,cexrem_cafa624e78038f24b742d906,,doc_bb3cdeb852ce6b05d41ce5c5,ttd_f751d59c12df69ab938d677e,sr_427607f3271b68692ac11411,NSCQ-OH-20260720-0512,OH,Brooklyn,CITY OF BROOKLYN,non_safety,cba,,,31,hourly_rate,,$17.15,,$17.15,,,,,,,per hour,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0049_sr_427607f3271b68692ac11411.pdf#page=31,medium,APPENDIX_A_WAGE_SCHEDULE_BASE_RATE_TOKEN,provisional_unverified
qobs_0df1d7696c5cc89dbca4cf2c,cexrem_cafa624e78038f24b742d906,,doc_bb3cdeb852ce6b05d41ce5c5,ttd_f751d59c12df69ab938d677e,sr_427607f3271b68692ac11411,NSCQ-OH-20260720-0512,OH,Brooklyn,CITY OF BROOKLYN,non_safety,cba,,,31,hourly_rate,,$16.50,,$16.50,,,,,,,per hour,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0049_sr_427607f3271b68692ac11411.pdf#page=31,medium,APPENDIX_A_WAGE_SCHEDULE_BASE_RATE_TOKEN,provisional_unverified
qobs_36b39fbc5f98ee94b6d9cd7a,cexrem_40e52d6f1e44d525dbe5ccf0,mix_ba30beaf04dce6e5d6452c3d,doc_ae11c7d9d2c280b7051faa6c,ttd_1e3d173c9b013da2f900a536,sr_0ce1c487ca45c9e6462a377d,NSCQ-OH-20260720-0035,OH,Canton,CITY OF CANTON,non_safety,cba,,,31,percentage_increase,,,,,,,,,3%,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0419_sr_0ce1c487ca45c9e6462a377d.pdf#page=31,medium,WPPX_STEP_INCREASE_THRESHOLD_3PCT,provisional_unverified
qobs_9ad0a31aa7f75dd280692c72,cexrem_fab8f482b0c750581cdeee10,mix_5df4fdbf493550c3f599b5a7,doc_280a2ef355928016749060c5,ttd_f3eb15dd7ad80f44c7324f5f,sr_dbcb06f34ca45de921d3e037,NSCQ-OH-20260720-0516,OH,Celina,CITY OF CELINA,police,cba,,,11,hourly_rate,,,,regular hourly rate of pay,,,,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0306_sr_dbcb06f34ca45de921d3e037.pdf#page=11,medium,COMP_FOR_ARBITRATION_ATTENDANCE_BASE_WHO,provisional_unverified
qobs_3d8780020bab57ec6a9638c7,cexrem_daade552635c67dbb4bb7c6b,mix_b31984a0326e322216c83869,doc_356a3f18202c988e73774fa1,ttd_b318a7fecbae07c4d4d57149,sr_304f61dc00d7cd0e98238f7f,NSCQ-OH-20260720-0226,OH,Chillicothe,CITY OF CHILLICOTHE,police,cba,,,29,hourly_rate,,,,present hourly rate,,,,,,,per hour,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0285_sr_304f61dc00d7cd0e98238f7f.pdf#page=29,medium,WAGE_CONTINUATION_PROGRAM_PAID_AT_PREV_H,provisional_unverified
qobs_34fd1389a56e50ecdf96ed8a,cexrem_123b299c89c4b0cf104b3e26,mix_67696cb674984272ab8aaf1f,doc_2f9bf69d04af4d89e650a404,ttd_917ced1afcf1b313c9d64e6a,sr_c02f1099381ba811379539dd,NSCQ-OH-20260720-0065,OH,Cuyahoga Falls,CITY OF CUYAHOGA FALLS,non_safety,cba,,,41,percentage_increase,,,,,,,,,2.0%,"July 1, 2015",%,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0274_sr_c02f1099381ba811379539dd.pdf#page=41,medium,BASE_WAGE_SCHEDULE_REFLECTS_2_0_PERCENT,provisional_unverified
qobs_fac717e02f53d0276d288e83,cexrem_123b299c89c4b0cf104b3e26,mix_67696cb674984272ab8aaf1f,doc_2f9bf69d04af4d89e650a404,ttd_917ced1afcf1b313c9d64e6a,sr_c02f1099381ba811379539dd,NSCQ-OH-20260720-0065,OH,Cuyahoga Falls,CITY OF CUYAHOGA FALLS,non_safety,cba,,,41,percentage_increase,,,,,,,,,2.0%,"January 1, 2016",%,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0274_sr_c02f1099381ba811379539dd.pdf#page=41,medium,BASE_WAGE_SCHEDULE_REFLECTS_2_0_PERCENT,provisional_unverified
qobs_bcdebf53c993814b4b43dabb,cexrem_123b299c89c4b0cf104b3e26,mix_67696cb674984272ab8aaf1f,doc_2f9bf69d04af4d89e650a404,ttd_917ced1afcf1b313c9d64e6a,sr_c02f1099381ba811379539dd,NSCQ-OH-20260720-0065,OH,Cuyahoga Falls,CITY OF CUYAHOGA FALLS,non_safety,cba,,,41,percentage_increase,,,,,,,,,2.0%,"July 1, 2016",%,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0274_sr_c02f1099381ba811379539dd.pdf#page=41,medium,BASE_WAGE_SCHEDULE_REFLECTS_2_0_PERCENT,provisional_unverified
qobs_934d157832923638bbf44419,cexrem_123b299c89c4b0cf104b3e26,mix_67696cb674984272ab8aaf1f,doc_2f9bf69d04af4d89e650a404,ttd_917ced1afcf1b313c9d64e6a,sr_c02f1099381ba811379539dd,NSCQ-OH-20260720-0065,OH,Cuyahoga Falls,CITY OF CUYAHOGA FALLS,non_safety,cba,,,41,percentage_increase,,,,,,,,,2.0%,"July 1, 2017",%,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0274_sr_c02f1099381ba811379539dd.pdf#page=41,medium,BASE_WAGE_SCHEDULE_REFLECTS_2_0_PERCENT,provisional_unverified
qobs_308262da035c8bf6c04043fc,cexrem_c415801ccef193d2f161a905,,doc_d4512a1a4b549f337b590a5a,ttd_d69513226a752d5482619679,sr_bb37c111342c89ff55fb2fd3,NSCQ-OH-20260720-0064,OH,Cuyahoga Falls,CITY OF CUYAHOGA FALLS,police,cba,,,24,hourly_rate,Police Officer,28.4682,,,,,10 Entry Level,,,"July 1, 2021",,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0289_sr_bb37c111342c89ff55fb2fd3.pdf#page=24,high,WAGE_SCALE_RATES_STEP_VALUE_TOKEN,provisional_unverified
qobs_7c96665c7467f9ec9e9296da,cexrem_c415801ccef193d2f161a905,,doc_d4512a1a4b549f337b590a5a,ttd_d69513226a752d5482619679,sr_bb37c111342c89ff55fb2fd3,NSCQ-OH-20260720-0064,OH,Cuyahoga Falls,CITY OF CUYAHOGA FALLS,police,cba,,,24,hourly_rate,Police Officer,31.4012,,,,,20 After 1 Service Year,,,"July 1, 2021",,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0289_sr_bb37c111342c89ff55fb2fd3.pdf#page=24,high,WAGE_SCALE_RATES_STEP_VALUE_TOKEN,provisional_unverified
qobs_4c43ab7e1420c0a12eaec531,cexrem_c415801ccef193d2f161a905,,doc_d4512a1a4b549f337b590a5a,ttd_d69513226a752d5482619679,sr_bb37c111342c89ff55fb2fd3,NSCQ-OH-20260720-0064,OH,Cuyahoga Falls,CITY OF CUYAHOGA FALLS,police,cba,,,24,hourly_rate,Police Officer,32.8675,,,,,30 After 2 Service Years,,,"July 1, 2021",,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0289_sr_bb37c111342c89ff55fb2fd3.pdf#page=24,high,WAGE_SCALE_RATES_STEP_VALUE_TOKEN,provisional_unverified
qobs_f55c40ebf1af290ffa68f3f2,cexrem_c415801ccef193d2f161a905,,doc_d4512a1a4b549f337b590a5a,ttd_d69513226a752d5482619679,sr_bb37c111342c89ff55fb2fd3,NSCQ-OH-20260720-0064,OH,Cuyahoga Falls,CITY OF CUYAHOGA FALLS,police,cba,,,24,hourly_rate,Police Officer,34.3509,,,,,40 After 3 Service Years,,,"July 1, 2021",,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0289_sr_bb37c111342c89ff55fb2fd3.pdf#page=24,high,WAGE_SCALE_RATES_STEP_VALUE_TOKEN,provisional_unverified
qobs_7f8d2ee1c1479995a77d2e1f,cexrem_c415801ccef193d2f161a905,,doc_d4512a1a4b549f337b590a5a,ttd_d69513226a752d5482619679,sr_bb37c111342c89ff55fb2fd3,NSCQ-OH-20260720-0064,OH,Cuyahoga Falls,CITY OF CUYAHOGA FALLS,police,cba,,,24,hourly_rate,Police Officer,36.2552,,,,,50 After 4 Service Years,,,"July 1, 2021",,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0289_sr_bb37c111342c89ff55fb2fd3.pdf#page=24,high,WAGE_SCALE_RATES_STEP_VALUE_TOKEN,provisional_unverified
qobs_3ba867da12d924c1f826fb97,cexrem_7bdedf8819907c4e341175a9,mix_6cad7279db39c5a4ae1193cf,doc_dad15c9ca20a4f91ad63c06a,ttd_81c942fb490428a30188bedc,sr_787ab65f2f8e79706333d085,NSCQ-OH-20260720-0017,OH,Dublin,CITY OF DUBLIN,police,cba,,,39,hourly_rate,OFFICER Training Step,$31.57,,$31.57,,,Training,,,January 2023,$/hour,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0235_sr_787ab65f2f8e79706333d085.pdf#page=39,high,ARTICLE_19_1_WAGES_TABLE_HOURLY_TRAINING,provisional_unverified
qobs_77a46bc7040c0b7195f12361,cexrem_7bdedf8819907c4e341175a9,mix_6cad7279db39c5a4ae1193cf,doc_dad15c9ca20a4f91ad63c06a,ttd_81c942fb490428a30188bedc,sr_787ab65f2f8e79706333d085,NSCQ-OH-20260720-0017,OH,Dublin,CITY OF DUBLIN,police,cba,,,39,hourly_rate,OFFICER Training Step,$32.68,,$32.68,,,Training,,,January 2024,$/hour,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0235_sr_787ab65f2f8e79706333d085.pdf#page=39,high,ARTICLE_19_1_WAGES_TABLE_HOURLY_TRAINING,provisional_unverified
qobs_0e2b91a1972af05fb307f305,cexrem_7bdedf8819907c4e341175a9,mix_6cad7279db39c5a4ae1193cf,doc_dad15c9ca20a4f91ad63c06a,ttd_81c942fb490428a30188bedc,sr_787ab65f2f8e79706333d085,NSCQ-OH-20260720-0017,OH,Dublin,CITY OF DUBLIN,police,cba,,,39,hourly_rate,OFFICER Training Step,$33.82,,$33.82,,,Training,,,January 2025,$/hour,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0235_sr_787ab65f2f8e79706333d085.pdf#page=39,high,ARTICLE_19_1_WAGES_TABLE_HOURLY_TRAINING,provisional_unverified
qobs_ead83fca07304c5a006f5b08,cexrem_7bdedf8819907c4e341175a9,mix_6cad7279db39c5a4ae1193cf,doc_dad15c9ca20a4f91ad63c06a,ttd_81c942fb490428a30188bedc,sr_787ab65f2f8e79706333d085,NSCQ-OH-20260720-0017,OH,Dublin,CITY OF DUBLIN,police,cba,,,39,hourly_rate,Step 1,$34.22,,$34.22,,,1,,,January 2023,$/hour,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0235_sr_787ab65f2f8e79706333d085.pdf#page=39,high,ARTICLE_19_1_WAGES_TABLE_HOURLY_STEP1,provisional_unverified
qobs_71a762b04359766b30fe2f51,cexrem_7bdedf8819907c4e341175a9,mix_6cad7279db39c5a4ae1193cf,doc_dad15c9ca20a4f91ad63c06a,ttd_81c942fb490428a30188bedc,sr_787ab65f2f8e79706333d085,NSCQ-OH-20260720-0017,OH,Dublin,CITY OF DUBLIN,police,cba,,,39,hourly_rate,Step 1,$35.41,,$35.41,,,1,,,January 2024,$/hour,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0235_sr_787ab65f2f8e79706333d085.pdf#page=39,high,ARTICLE_19_1_WAGES_TABLE_HOURLY_STEP1,provisional_unverified
qobs_978ef2719f46625fe341736c,cexrem_fc8870b6422654b67158d5d9,mix_a1307e6d126a339f7b250b7f,doc_aeed459a1ae6125cc3916f92,ttd_8d0b639afa773c2fe0868ece,sr_ad1333c5e97134188cfc235f,NSCQ-OH-20260720-0018,OH,Dublin,CITY OF DUBLIN,police,cba,,,38,salary,,,"$59,054.24",,"$59,054.24",,Increase,,,,annual_salary,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0012_sr_ad1333c5e97134188cfc235f.pdf#page=38,low,VIS_TOKEN_ONLY_AMOUNT_FOR_STEP_INCREASE,needs_review
qobs_55d2447d9f34ec52a4c0d8b8,cexrem_6dacb0d1f5dc137e5e46255f,,doc_ee0fd5099d1377d5469538d4,ttd_31f74d31adb07bd4576b39f4,sr_4906c331a27cb17e3d8f664d,NSCQ-OH-20260720-0055,OH,Euclid,CITY OF EUCLID,police,cba,,,9,percentage_increase,,,,,,,,,2%,"January 1, 2021",across the board,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0332_sr_4906c331a27cb17e3d8f664d.pdf#page=9,medium,WAGES_SCHEDULE_EFFECTIVE_JAN_1_2021_ACR0,provisional_unverified
qobs_f336a6640dc0c429c55f9828,cexrem_6dacb0d1f5dc137e5e46255f,,doc_ee0fd5099d1377d5469538d4,ttd_31f74d31adb07bd4576b39f4,sr_4906c331a27cb17e3d8f664d,NSCQ-OH-20260720-0055,OH,Euclid,CITY OF EUCLID,police,cba,,,9,percentage_increase,,,,,,,,,2%,"January 1, 2022",across the board,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0332_sr_4906c331a27cb17e3d8f664d.pdf#page=9,medium,WAGES_SCHEDULE_EFFECTIVE_JAN_1_2022_ACR0,provisional_unverified
qobs_4b0ccd42a30322c43ceebf5c,cexrem_6dacb0d1f5dc137e5e46255f,,doc_ee0fd5099d1377d5469538d4,ttd_31f74d31adb07bd4576b39f4,sr_4906c331a27cb17e3d8f664d,NSCQ-OH-20260720-0055,OH,Euclid,CITY OF EUCLID,police,cba,,,9,percentage_increase,,,,,,,,,2%,"January 1, 2023",across the board,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0332_sr_4906c331a27cb17e3d8f664d.pdf#page=9,medium,WAGES_SCHEDULE_EFFECTIVE_JAN_1_2023_ACR0,provisional_unverified
qobs_11857058caec4063a0aef021,cexrem_61d91fcabdb1e8237ea3e114,,doc_6dbb965a74ed5eaa147e37ae,ttd_af0fc669e72ccaf5e291552b,sr_ec41ca1bcded9f01930c307c,NSCQ-OH-20260720-0156,OH,Garfield Heights,CITY OF GARFIELD HEIGHTS,non_safety,cba,,,27,rate,,"regular rate (if other classification rate of pay is lower than employee's ""rate",,,,,,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0209_sr_ec41ca1bcded9f01930c307c.pdf#page=27,medium,TEMPORARY_TRANSFER_RATE_RULE_LOWER_CLASS,provisional_unverified
qobs_bb648597837a68a737b1b751,cexrem_4e32f09c9a3da24a9ac00039,mix_1dd052ab3c2848fa8f1c3b23,doc_9fe2b58b2d3cd745bf9af425,ttd_622d51f22b7ae45971899df6,sr_28b81bf170a7e5ee4269d0fc,NSCQ-OH-20260720-0082,OH,Grove City,CITY OF GROVE,police,cba,,,26,hourly_rate,Probationary,$28.53,,$28.53,,,,,,"EFFECTIVE JANUARY 1, 2022",hourly,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0328_sr_28b81bf170a7e5ee4269d0fc.pdf#page=26,high,BASE_HOURLY_WAGE_TABLE_COLUMN_2022,provisional_unverified
qobs_c1d31fb42a88b965a29b72c0,cexrem_4e32f09c9a3da24a9ac00039,mix_1dd052ab3c2848fa8f1c3b23,doc_9fe2b58b2d3cd745bf9af425,ttd_622d51f22b7ae45971899df6,sr_28b81bf170a7e5ee4269d0fc,NSCQ-OH-20260720-0082,OH,Grove City,CITY OF GROVE,police,cba,,,26,hourly_rate,Officer,$31.16,,$31.16,,,Step 1,,,"EFFECTIVE JANUARY 1, 2022",hourly,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0328_sr_28b81bf170a7e5ee4269d0fc.pdf#page=26,high,BASE_HOURLY_WAGE_TABLE_COLUMN_2022,provisional_unverified
qobs_2e41e2da78ec968bf0723d20,cexrem_4e32f09c9a3da24a9ac00039,mix_1dd052ab3c2848fa8f1c3b23,doc_9fe2b58b2d3cd745bf9af425,ttd_622d51f22b7ae45971899df6,sr_28b81bf170a7e5ee4269d0fc,NSCQ-OH-20260720-0082,OH,Grove City,CITY OF GROVE,police,cba,,,26,hourly_rate,Officer,$33.66,,$33.66,,,,,,"EFFECTIVE JANUARY 1, 2022",hourly,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0328_sr_28b81bf170a7e5ee4269d0fc.pdf#page=26,medium,BASE_HOURLY_WAGE_TABLE_COLUMN_2022_STEP2,provisional_unverified
qobs_3ae847a6a2fd6e1ed25a7da2,cexrem_4e32f09c9a3da24a9ac00039,mix_1dd052ab3c2848fa8f1c3b23,doc_9fe2b58b2d3cd745bf9af425,ttd_622d51f22b7ae45971899df6,sr_28b81bf170a7e5ee4269d0fc,NSCQ-OH-20260720-0082,OH,Grove City,CITY OF GROVE,police,cba,,,26,hourly_rate,Officer,$37.02,,$37.02,,,Step 3,,,"EFFECTIVE JANUARY 1, 2022",hourly,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0328_sr_28b81bf170a7e5ee4269d0fc.pdf#page=26,high,BASE_HOURLY_WAGE_TABLE_COLUMN_2022,provisional_unverified
qobs_157554ae7451752e83493965,cexrem_4e32f09c9a3da24a9ac00039,mix_1dd052ab3c2848fa8f1c3b23,doc_9fe2b58b2d3cd745bf9af425,ttd_622d51f22b7ae45971899df6,sr_28b81bf170a7e5ee4269d0fc,NSCQ-OH-20260720-0082,OH,Grove City,CITY OF GROVE,police,cba,,,26,hourly_rate,Officer,$42.63,,$42.63,,,Step 4,,,"EFFECTIVE JANUARY 1, 2022",hourly,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0328_sr_28b81bf170a7e5ee4269d0fc.pdf#page=26,high,BASE_HOURLY_WAGE_TABLE_COLUMN_2022,provisional_unverified
