selection_rank,extraction_case_id,document_identity_id,text_table_detection_id,pdf_readiness_id,source_review_id,candidate_queue_row_id,triage_id,verification_id,state,municipality,government_name,unit_type,candidate_source_type,contract_period_start,contract_period_end,content_artifact_path,content_hash,pdf_page_count,text_layer_status,wage_table_signal,extraction_pilot_priority,candidate_wage_pages,selection_score,selection_reason_codes,matched_group_id,matched_non_safety_selected,matched_non_safety_case_id,planned_lane,gate3_category,gate3_confidence,existing_rendered_page_count,selection_status
312,cex_e6cb75441eaf1f9cd343c08b,doc_7e3314900da7fc773e492797,ttd_a03efe19ef70b57835584439,pr_d03bc67fe39d198dc43d8be1,sr_957a25fd67944697a886d1ea,NSCQ-NH-20260720-0002,TRI-9ed4233958f6f78da4e8,VER-8da27beb0331f4a3c5a7,NH,Manchester,CITY OF MANCHESTER,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0019_sr_957a25fd67944697a886d1ea.pdf,adcb9ba192594b5dd9aad1c816e57da15162795646a9d9019e32a8c490c5ee6d,75,present,likely,p1,"2,17,26,34,42",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_54e539778342bdb6290a38eb,yes,cex_c66b26697d7dc1bb10f67827,mixed,,,0,frozen
313,cex_0fd17cd8a02584bd00b8d089,doc_5684c2449d4d3f6c568fcf36,ttd_63a0f46f76c507c884dd79d8,pr_e86d258aefd3189fcd3413c8,sr_4b927d1460fa77c123a233fd,NSCQ-NH-20260720-0001,TRI-31162a09d14a2748ce3d,VER-93e0cb4d0a1f336d81d8,NH,Manchester,CITY OF MANCHESTER,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0062_sr_4b927d1460fa77c123a233fd.pdf,f110dd35f4451baf5354e8d1d2dc44753415b8a5a997e49771c843d0647afb5e,53,present,possible,p2,"2,7,13,18,30",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY,match_54e539778342bdb6290a38eb,yes,cex_c66b26697d7dc1bb10f67827,mixed,,,0,frozen
314,cex_64370ea8e0129e2b95d229c6,doc_abe50b3db30844297176e5cb,ttd_8e02ef010bfaf7f1932f722c,pr_075443b10a58698665c35030,sr_35a8ee638e09d68fe5777fe9,NSCQ-NJ-20260720-0078,TRI-84be47954de220768ef2,VER-a58f03193f8fb5e25426,NJ,Hammonton,TOWN OF HAMMONTON,non_safety,ordinance_or_policy,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0494_sr_35a8ee638e09d68fe5777fe9.pdf,405a73f0009efff6afd9f1a5430157af4e37b785d54fb9b82138edcffd3195a7,48,present,likely,p1,"2,17",42.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY|SOURCE_DIVERSITY,match_30954d263ba9ec132a96d508,yes,cex_64370ea8e0129e2b95d229c6,mixed,,,0,frozen
315,cex_2e048800601acc453024b3e7,doc_b9c48021291b612feb71c84a,ttd_8ee56f8152aec155d8345233,pr_b0352c54951ec07bbbcc1f54,sr_706af965822e7f82aa1e1c54,NSCQ-NJ-20260720-0076,TRI-476d31a7e102838109b0,VER-163f8074291f39591888,NJ,Hammonton,TOWN OF HAMMONTON,police,ordinance_or_policy,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0462_sr_706af965822e7f82aa1e1c54.pdf,dd0a81bec9be9540b12ec21cd18548e9096f1f8ac18eb9c011e36b63a79381a2,15,present,likely,p1,"7,8,9",92.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY|GATE3_CALIBRATION_CASE|SOURCE_DIVERSITY,match_30954d263ba9ec132a96d508,yes,cex_64370ea8e0129e2b95d229c6,mixed,mixed_quant_qual_ready,high,6,frozen
316,cex_790e21bbf2bb8eed67f4986d,doc_7f039ef8179f2c9a5293c823,ttd_6c8f3c3df77ff729af08777d,pr_6fc0aa7e12b3df694a1f23ba,sr_b499bc3bac51f0399021a11a,NSCQ-NM-20260720-0002,TRI-f7a35cf0329f28a5ce24,VER-ec859d1d17bfba235560,NM,Albuquerque,CITY OF ALBUQUERQUE,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0033_sr_b499bc3bac51f0399021a11a.pdf,27c90557243007acb51f0123a2f0021e25bbd756dec424a875f10ca5e986bf19,74,partial,likely,p1,"2,17,25,33,42,73",80.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY|GATE3_CALIBRATION_CASE,match_e2be164833ca1712d227bb52,yes,cex_790e21bbf2bb8eed67f4986d,mixed,mixed_quant_qual_ready,medium,2,frozen
317,cex_10855ba19f6e947b9db9c091,doc_7ec134cf6ccf57582a1fd43c,ttd_e3310bdfe3a4f06b80b836bc,pr_23ae17e9284f5b609657f227,sr_98454e9a5a4bca35a65a2ea8,NSCQ-NM-20260720-0001,TRI-0c06767f05f89bdf0195,VER-4c514895e6feed7d1896,NM,Albuquerque,CITY OF ALBUQUERQUE,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0070_sr_98454e9a5a4bca35a65a2ea8.pdf,cda5946d0afcf6293698d76a025410701a92b323f57c782cfc4fa7f0b3903a09,65,present,likely,p1,"8,15",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_e2be164833ca1712d227bb52,yes,cex_790e21bbf2bb8eed67f4986d,mixed,,,0,frozen
318,cex_1f227725cf3a18071b3d7c20,doc_25c504a862db80229ecdd155,ttd_f85f8693f99a6355f7b51e49,pr_4ff5c5c89360c6b76f568039,sr_7973a2e53a643e308c61ae3d,NSCQ-NM-20260720-0027,TRI-a7416c8aa6c7141c4537,VER-8db8040da2180cc9e9ad,NM,Gallup,CITY OF GALLUP,non_safety,memorandum_or_settlement,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0468_sr_7973a2e53a643e308c61ae3d.pdf,d8089aaea33b71699c6b055dd12cda3dd248c733ff6f4a4fd0f0a507cb58c78e,8,present,possible,p2,,24.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|GATE3_CALIBRATION_CASE|SOURCE_DIVERSITY,match_7163a515375a1059a6560aec,yes,cex_1f227725cf3a18071b3d7c20,mixed,not_compensation_relevant,high,1,frozen
319,cex_ac43a619b3784aa5a6265b20,doc_3cb90d237bb5b0d89cb94c35,ttd_2ac0d4121cb7a9c4fc4bf5dd,pr_845fb7dc1f95171abaca0915,sr_683704bc96aa59321fc5e0d3,NSCQ-NM-20260720-0026,TRI-965323802498676a7b32,VER-ae776fb09b95bda30fd1,NM,Gallup,CITY OF GALLUP,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0027_sr_683704bc96aa59321fc5e0d3.pdf,375e72866905a54e6e3913b312854b65718a4d9c21391c1106d42ebdf41f0b5f,28,present,possible,p2,15,12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY,match_7163a515375a1059a6560aec,yes,cex_1f227725cf3a18071b3d7c20,quantitative,,,0,frozen
320,cex_354fdfe753d493148908379e,doc_963a46983b12ab694188b9d8,ttd_6446b37d9e361128d56ec8fb,pr_c1c2bd669a8fe4b9c3b0ebe0,sr_c4cfa4dead0a2e5c13552f5c,NSCQ-NM-20260720-0008,TRI-d270135033d842c28d9d,VER-16d46acd64ec9402ff5f,NM,Las Cruces,CITY OF LAS CRUCES,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0163_sr_c4cfa4dead0a2e5c13552f5c.pdf,025466e7ab25011e581c88bf95f2843a993615e4c08bde7898cfd48552f608cb,44,partial,likely,p1,"2,11,15,20,23",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_fc0c015820812b84b806bc6a,yes,cex_96041e6bf3594bd45a314de4,mixed,,,0,frozen
321,cex_96041e6bf3594bd45a314de4,doc_981ad42751d37f410842cbbe,ttd_cb7453ce0fc096ab96a728ed,pr_219053bdc2b266b1f392848b,sr_5519ee2a1f3da9a74d6740f2,NSCQ-NM-20260720-0009,TRI-b9745e7e0f6dc717dcaa,VER-8e4fab34c9196a10ef91,NM,Las Cruces,CITY OF LAS CRUCES,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0097_sr_5519ee2a1f3da9a74d6740f2.pdf,5e0340f26a095f08287687fae9925247cf54f6eb652e60b4cb13bcd120817fc0,38,present,possible,p2,"17,20,22",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY,match_fc0c015820812b84b806bc6a,yes,cex_96041e6bf3594bd45a314de4,mixed,,,0,frozen
322,cex_77ffcd4d041b6c73434fb34f,doc_52cfeb45fa33df8d1fe41709,ttd_a4943a9dee83aa452432990c,pr_fd2ca26832144514125ff364,sr_6a86aa2e010e34bbf01b3910,NSCQ-NM-20260720-0007,TRI-b3fa32ff4e871bc465fc,VER-1fa2094c655d95d36898,NM,Las Cruces,CITY OF LAS CRUCES,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0132_sr_6a86aa2e010e34bbf01b3910.pdf,7bfb7a01d73ad96f78f3f33258978af1ce0c9bccc67a02e982c10b9e38f3f8c9,43,present,possible,p2,"2,10,20,24",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY,match_fc0c015820812b84b806bc6a,yes,cex_96041e6bf3594bd45a314de4,mixed,,,0,frozen
323,cex_21731064c3daa7f8586f5be4,doc_e43935de01f3497a2f9ba010,ttd_21becec9d458b50bfd0855a9,pr_ebedfa57138ff6ef50536233,sr_24ff79c65fbb53b6aa2c6706,NSCQ-NM-20260720-0011,TRI-8a919f31e4501a16e101,VER-c671bafff34b2bb44f28,NM,Santa Fe,CITY OF SANTA FE,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0070_sr_24ff79c65fbb53b6aa2c6706.pdf,76fe7e464fb0ef9b904d5fa7892acc368d776512746bf9eb7eaf278ada53441e,74,present,possible,p2,"25,38,73",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY,match_c6aebd5bc9f8841b87db90c2,yes,cex_ba95127c5b7fe60b82867d85,mixed,,,0,frozen
324,cex_ba95127c5b7fe60b82867d85,doc_187ef571c29597e64967bcfc,ttd_51c81e66701e4c081685b546,pr_b0aceafb33d9903e685d2ee8,sr_01a6ca1e036caa63d95335f7,NSCQ-NM-20260720-0012,TRI-8089fd6fb186b9870a2f,VER-978763acdb07cd73da0d,NM,Santa Fe,CITY OF SANTA FE,non_safety,wage_schedule_or_compensation_plan,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0484_sr_01a6ca1e036caa63d95335f7.pdf,d9abd8c1ff3fdf2f9379616cdfb3faccd9815c0d3d035621bbc8e55f6cf64b67,5,partial,likely,p1,"1,2,3,4",92.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY|GATE3_CALIBRATION_CASE|SOURCE_DIVERSITY,match_c6aebd5bc9f8841b87db90c2,yes,cex_ba95127c5b7fe60b82867d85,mixed,mixed_quant_qual_ready,high,4,frozen
325,cex_2a51ac62e4ed6a1c2984049f,doc_a35ca912f6449f3d29b315d0,ttd_2ed8eb6e700586da5ef533c7,pr_997e8e8eb33fa092e3b77a33,sr_9bb881d253327e22a8b6eed9,NSCQ-NV-20260720-0029,TRI-40d3eca82a14832b0805,VER-23b88297ee11f875c8cf,NV,Fallon,CITY OF FALLON,non_safety,wage_schedule_or_compensation_plan,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0475_sr_9bb881d253327e22a8b6eed9.pdf,9ffafd5ece30610d5d44a30b9e1e8936cd895c50bef605079eaea8d99b7408bd,75,present,likely,p1,"26,38,42,74,75",42.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY|SOURCE_DIVERSITY,match_4c1a0cd7ea13b3c4458030be,yes,cex_2a51ac62e4ed6a1c2984049f,mixed,,,0,frozen
326,cex_f518c263d07bc5e0fa852b32,doc_2ebfaf2c1c9b99b8e00b2cdd,ttd_6a54e6312fdbb085aedbade1,pr_a84b0f201bf18e3bdf60853b,sr_323ff04aa5aa46edb6ea43a3,NSCQ-NV-20260720-0027,TRI-70764b8ca57e70caba28,VER-cc343adc0e8433c9771a,NV,Fallon,CITY OF FALLON,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0017_sr_323ff04aa5aa46edb6ea43a3.pdf,cc1331cad10e31af1af4b899a8901b4cd4ef08b480e2cd534d67bcf1df71838d,32,present,likely,p1,"2,4,8,11,15,17,31,32",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_4c1a0cd7ea13b3c4458030be,yes,cex_2a51ac62e4ed6a1c2984049f,mixed,,,0,frozen
327,cex_42b38a2933292e51aaf1293f,doc_9f5df26fd6220962bfec4faa,ttd_c7864ace54a3321c1367651c,pr_f49e153f9362d3d0d343b65d,sr_f0ffc45302a01aeb99cd5274,NSCQ-NV-20260720-0003,TRI-5ed8c38dad207ba627e8,VER-4c2412ac0c0678571590,NV,Henderson,CITY OF HENDERSON,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0153_sr_f0ffc45302a01aeb99cd5274.pdf,bd9dc2c1723901c8e277229bd23376c07e3063195c4aed6201052f9f661ce079,78,partial,possible,p2,"18,27,35",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY,match_97f6261c2104bfb87224d396,yes,cex_a894a043f633993453c88728,quantitative,,,0,frozen
328,cex_a894a043f633993453c88728,doc_7580ecdbf11f72ac7a4f82f5,ttd_c4b32eac6d0a36f2ca0bfd3f,pr_3347786ed361165d0c4653a8,sr_11b5a78a6aa6956c16b99036,NSCQ-NV-20260720-0004,TRI-a43d14fa64aeda1d4334,VER-134d31654316d387a4c4,NV,Henderson,CITY OF HENDERSON,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0181_sr_11b5a78a6aa6956c16b99036.pdf,536e9a7fc76a7249ecd31467e3f1df29b90f0eb17787ee614cdad3eebc0d1c5c,68,present,likely,p1,"2,8,23,31,35,38,67",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_97f6261c2104bfb87224d396,yes,cex_a894a043f633993453c88728,mixed,,,0,frozen
329,cex_59f1c48c93bdeb5e4962dae2,doc_e10b1b08039dae6bd0cffc44,ttd_8aa86e232e1137f8773dec2b,pr_3219c4be5d5e5afa7293f4a1,sr_4a31f627aa2e40254f3adfc3,NSCQ-NV-20260720-0001,TRI-d497af87e2b8fad27e5f,VER-4f696c92de1e44994a28,NV,Henderson,CITY OF HENDERSON,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0208_sr_4a31f627aa2e40254f3adfc3.pdf,8b28ca479ca6665c4e9e97a2ba72009a5d83f9f7d342e7d34731d7706c7e2bec,60,present,likely,p1,"2,8,14,27,31,59",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_97f6261c2104bfb87224d396,yes,cex_a894a043f633993453c88728,quantitative,,,0,frozen
330,cex_4675cf470065f15c432e11e4,doc_da677fe6834726dd69991080,ttd_398b8d405d2bf353dbc904de,pr_7e5e5a17451faee470067bd1,sr_e21422fb95315559eebd6a71,NSCQ-NV-20260720-0002,TRI-180e7f189adf4e5b5321,VER-5e7102aa1ddb4c5e349f,NV,Henderson,CITY OF HENDERSON,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0118_sr_e21422fb95315559eebd6a71.pdf,3dc2d1f1e68f387d25d647d847da662dc40f0c04ba6146e4b42e86b3b2064652,50,partial,possible,p2,"2,6,12,17,23,26",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|GATE3_CALIBRATION_CASE,match_97f6261c2104bfb87224d396,yes,cex_a894a043f633993453c88728,quantitative,non_wage_compensation,medium,2,frozen
331,cex_44cb680515b6aad3567342d5,doc_5d5a9d55b941435a0998103b,ttd_48f1f6b30248933bcd885261,pr_cb48e1c57110ae588cd408e5,sr_919db24ec203a5f4f5b8087b,NSCQ-NV-20260720-0025,TRI-37b0cfff3af71d8a7e71,VER-59e671b43b25385f1173,NV,Mesquite,CITY OF MESQUITE,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0060_sr_919db24ec203a5f4f5b8087b.pdf,25d9118da4c81c796607f7834aa1ca08088149b854d8a04bddef84207a018705,75,present,likely,p1,"2,9,17,34",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_20ec2611027cd2ce440a3c89,yes,cex_26dbb331dc54fa9ebd8f11b0,mixed,,,0,frozen
332,cex_26dbb331dc54fa9ebd8f11b0,doc_faca84dbcb3c37701f51d887,ttd_f77e8aaedf3dc538b1b7ec7b,pr_b83a1d09b35182825128ff00,sr_3798fb035cf06642521b929c,NSCQ-NV-20260720-0026,TRI-1537645f688532c9f59d,VER-225aefc7f9a3635eb9c7,NV,Mesquite,CITY OF MESQUITE,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0023_sr_3798fb035cf06642521b929c.pdf,7ed9b2dd05b791b35ad9aca04e89b86d6b6a7ab5e7f3f542b83237a46ffa0402,70,present,possible,p2,"2,9,24,69,70",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY,match_20ec2611027cd2ce440a3c89,yes,cex_26dbb331dc54fa9ebd8f11b0,mixed,,,0,frozen
333,cex_3d5c45bb351b0fb770b40d6a,doc_5b9515933d97718be7337a98,ttd_e6428b77e4a72253c0b576b6,pr_0f918a3436e220d98e8eef87,sr_d318dfe76382102bb1f2300e,NSCQ-NV-20260720-0024,TRI-e45b275ea6bab6ab2f0a,VER-5b814c16139b9914cad8,NV,Mesquite,CITY OF MESQUITE,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0017_sr_d318dfe76382102bb1f2300e.pdf,4b9e7a97bc7dde01b48d892c754bc7f91e3c1d0e4fcde774b66a50fe327d55f3,67,partial,likely,p1,"2,16,23,34",80.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY|GATE3_CALIBRATION_CASE,match_20ec2611027cd2ce440a3c89,yes,cex_26dbb331dc54fa9ebd8f11b0,mixed,mixed_quant_qual_ready,high,2,frozen
334,cex_bbbaf1796c0bb4a3e51d1955,doc_b12058eb9d1725242d88d0e9,ttd_f4bd66c4acc6b283c967150b,pr_ff120551780778dff347ae22,sr_ce1908f26f7b7549b38537d5,NSCQ-NV-20260720-0012,TRI-c14116275e910cdeb257,VER-7a44ddd62907b22f4536,NV,Reno,CITY OF RENO,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0233_sr_ce1908f26f7b7549b38537d5.pdf,d3618ca12122563669bbe0d93bea819261fca2c7350eaad8ad3c54c254e4bcc5,68,present,likely,p1,"2,8,16,31,35",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_277c9fd094dfccc9ad58be5d,yes,cex_76ce5cec8b6bf25552be5669,mixed,,,0,frozen
335,cex_76ce5cec8b6bf25552be5669,doc_d37233a7ecfaadecb34e0c79,ttd_a27a160a6bf80e656da5d057,pr_c8700501258ac1fb31c5adee,sr_82248856e6e7dc056052a730,NSCQ-NV-20260720-0011,TRI-dbc0cba444c9b90edc41,VER-b504846d2b82c1cb953d,NV,Reno,CITY OF RENO,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0065_sr_82248856e6e7dc056052a730.pdf,62edcfa1f6b1acf55fde76f09b1206eeb2d4b4e90e47bef69b969b8535533f01,77,present,possible,p2,"2,18,26,39",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY,match_277c9fd094dfccc9ad58be5d,yes,cex_76ce5cec8b6bf25552be5669,mixed,,,0,frozen
336,cex_7fae1a3f500fe831092831f4,doc_926ded8d3df0dd39f33f5b04,ttd_c5055581d4c8e71b3d946950,pr_9d009d2deb9953def5af5c03,sr_e3a2f570b334093b920b1758,NSCQ-NV-20260720-0009,TRI-9cadf2cd7d089f39792b,VER-6da2bf2d4ca6647a7611,NV,Reno,CITY OF RENO,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0028_sr_e3a2f570b334093b920b1758.pdf,79647790f41139aff95de67f696697bbd79be3d8ed0ea835b4d3e6994f17caae,55,present,likely,p1,"2,13,25,28,31,54,55",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_277c9fd094dfccc9ad58be5d,yes,cex_76ce5cec8b6bf25552be5669,quantitative,,,0,frozen
337,cex_a69fa3f31af071a64a78fbe3,doc_c36beb8dc89c63576c53aec4,ttd_85561bec4d096b5ab84c8649,pr_89e691087a988e961274ba4b,sr_fe93ab5d7c7911c062d11d69,NSCQ-NY-20260720-0107,TRI-da55f90aa5509f32f211,VER-98d505256a3a1a2dcf68,NY,Batavia,CITY OF BATAVIA,fire,arbitration_award,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0477_sr_fe93ab5d7c7911c062d11d69.pdf,5f9cf4fa110e107cb1696c2110c028c9a1030e237f8be2290b1741576b90ff5d,20,partial,unlikely,p3,,12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|GATE3_CALIBRATION_CASE|SOURCE_DIVERSITY,match_4cd85736084afbafb87c6450,yes,cex_584d2ce993152e6571e92deb,qualitative,not_compensation_relevant,low,1,frozen
338,cex_584d2ce993152e6571e92deb,doc_16b75d44a9ca8e36a6405ae1,ttd_77e4cf804dc126c4fbaeae81,pr_38035e6a3d1349865f662eea,sr_0790cb6555feae013b4c9b2b,NSCQ-NY-20260720-0108,TRI-caa7cc58701ed2d1508a,VER-9b910c2bbe497e9f9b65,NY,Batavia,CITY OF BATAVIA,non_safety,wage_schedule_or_compensation_plan,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0493_sr_0790cb6555feae013b4c9b2b.pdf,7733cf197b211b3ce8af48d74aab24bc89b522fafaffaabbca1d348a2f1f6856,71,present,possible,p2,32,24.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|SOURCE_DIVERSITY,match_4cd85736084afbafb87c6450,yes,cex_584d2ce993152e6571e92deb,quantitative,,,0,frozen
339,cex_2b259374221bdcedd4817569,doc_548ee98f8fe95e4f165ef239,ttd_d8d43f505d2ba82378e9a40a,pr_f06631154a1fafd35143c158,sr_6d5d36be5819206d259c590b,NSCQ-NY-20260720-0106,TRI-0b3dbe009b852165edbf,VER-4599e8c9a8e83fb2fd98,NY,Batavia,CITY OF BATAVIA,police,arbitration_award,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0461_sr_6d5d36be5819206d259c590b.pdf,b199f5bf6d0fe7d4ddda2d8dc791abb7326c86b99471a04b7e5aeb48fe8caaaf,19,present,possible,p2,"3,5,9,10,11",24.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|SOURCE_DIVERSITY,match_4cd85736084afbafb87c6450,yes,cex_584d2ce993152e6571e92deb,mixed,,,0,frozen
340,cex_bfdc42924c7f5a79c445e581,doc_736e7b31382f6f90cd6c8cb2,ttd_b909ab3d8e9cf244b0394a43,pr_b14db3830a0845451e7d90a6,sr_686d9d15b5e1ad7bd1e10a9d,NSCQ-NY-20260720-0033,TRI-a485854c448278c81a7d,VER-12a01b306aa1932ed1cd,NY,Ithaca,CITY OF ITHACA,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0056_sr_686d9d15b5e1ad7bd1e10a9d.pdf,879a758f84717bce0c884a98e6227e841b7befd891e5d1520e61f864fa6c7842,44,present,possible,p2,"2,15,43",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY,match_b657223669eb43fea4961582,yes,cex_438e41bde2151f5a83518d6e,mixed,,,0,frozen
