municipality,municipality_id,state,region,county,shard_id,scout_target_count,prior_scout_covered_flag,newly_planned_this_wave_flag,source_family_diversification_opportunity_flags,matched_safety_non_safety_opportunity_flag,planned_search_query_families,dashboard_map_inclusion_rule,notes
Flaxton,cog_2025_171362,ND,Midwest,Burke County (38013; primary),broad_4x2500_shard_003,1,false,true,cba,false,cba_agreement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Forbes,cog_2025_131882,ND,Midwest,Dickey County (38021; primary),broad_4x2500_shard_003,1,false,true,mou_or_memorandum; settlement_agreement,false,mou_settlement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Fullerton,cog_2025_110218,ND,Midwest,Dickey County (38021; primary),broad_4x2500_shard_003,1,false,true,arbitration_award; factfinding_report,false,arbitration_factfinding,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Gladstone,cog_2025_171464,ND,Midwest,Stark County (38089; primary),broad_4x2500_shard_003,1,false,true,salary_ordinance; wage_schedule,false,salary_wage_schedule,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Glenfield,cog_2025_131887,ND,Midwest,Foster County (38031; primary),broad_4x2500_shard_003,1,false,true,budget_or_pay_plan,false,budget_pay_plan,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Golva,cog_2025_110221,ND,Midwest,Golden Valley County (38033; primary),broad_4x2500_shard_003,1,false,true,civil_service_or_hr_pay_plan,false,civil_service_hr_pay,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Grenora,cog_2025_171494,ND,Midwest,Williams County (38105; primary),broad_4x2500_shard_003,1,false,true,compensation_study; classification_study,false,compensation_classification_study,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Hague,cog_2025_110220,ND,Midwest,Emmons County (38029; primary),broad_4x2500_shard_003,1,false,true,personnel_policy,false,personnel_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Harrison,cog_2025_132165,ND,Midwest,Ward County (38101; primary),broad_4x2500_shard_003,1,false,true,agenda_packet_or_minutes,false,agenda_minutes_attachment,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Haynes,cog_2025_171342,ND,Midwest,Adams County (38001; primary),broad_4x2500_shard_003,1,false,true,other_local_government_pay_policy,false,local_pay_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Island Park,cog_2025_110409,ND,Midwest,Ransom County (38073; primary),broad_4x2500_shard_003,1,false,true,cba; mou_or_memorandum; arbitration_award; factfinding_report,false,labor_relations_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Kentner,cog_2025_131996,ND,Midwest,Dickey County (38021; primary),broad_4x2500_shard_003,1,false,true,salary_ordinance; wage_schedule; budget_or_pay_plan; civil_service_or_hr_pay_plan,false,broad_pay_document_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Kirkelie,cog_2025_172174,ND,Midwest,Ward County (38101; primary),broad_4x2500_shard_003,1,false,true,cba,false,cba_agreement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Lawton,cog_2025_211810,ND,Midwest,Ramsey County (38071; primary),broad_4x2500_shard_003,1,false,true,mou_or_memorandum; settlement_agreement,false,mou_settlement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Lignite,cog_2025_171363,ND,Midwest,Burke County (38013; primary),broad_4x2500_shard_003,1,false,true,arbitration_award; factfinding_report,false,arbitration_factfinding,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Litchville,cog_2025_171343,ND,Midwest,Barnes County (38003; primary),broad_4x2500_shard_003,1,false,true,salary_ordinance; wage_schedule,false,salary_wage_schedule,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Makoti,cog_2025_171489,ND,Midwest,Ward County (38101; primary),broad_4x2500_shard_003,1,false,true,budget_or_pay_plan,false,budget_pay_plan,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Mantador,cog_2025_171453,ND,Midwest,Richland County (38077; primary),broad_4x2500_shard_003,1,false,true,civil_service_or_hr_pay_plan,false,civil_service_hr_pay,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Manvel,cog_2025_171398,ND,Midwest,Grand Forks County (38035; primary),broad_4x2500_shard_003,1,false,true,compensation_study; classification_study,false,compensation_classification_study,exclude_until_committed_parseable_live_result,planned only; not scout coverage
McClusky,cog_2025_131918,ND,Midwest,Sheridan County (38083; primary),broad_4x2500_shard_003,1,false,true,personnel_policy,false,personnel_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
McHenry,cog_2025_171394,ND,Midwest,Foster County (38031; primary),broad_4x2500_shard_003,1,false,true,agenda_packet_or_minutes,false,agenda_minutes_attachment,exclude_until_committed_parseable_live_result,planned only; not scout coverage
McVille,cog_2025_193830,ND,Midwest,Nelson County (38063; primary),broad_4x2500_shard_003,1,false,true,other_local_government_pay_policy,false,local_pay_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Michigan City,cog_2025_171432,ND,Midwest,Nelson County (38063; primary),broad_4x2500_shard_003,1,false,true,cba; mou_or_memorandum; arbitration_award; factfinding_report,false,labor_relations_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Milton,cog_2025_171381,ND,Midwest,Cavalier County (38019; primary),broad_4x2500_shard_003,1,false,true,salary_ordinance; wage_schedule; budget_or_pay_plan; civil_service_or_hr_pay_plan,false,broad_pay_document_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Mission,cog_2025_110275,ND,Midwest,Benson County (38005; primary),broad_4x2500_shard_003,1,false,true,cba,false,cba_agreement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Montpelier,cog_2025_131923,ND,Midwest,Stutsman County (38093; primary),broad_4x2500_shard_003,1,false,true,mou_or_memorandum; settlement_agreement,false,mou_settlement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
North Creel,cog_2025_214091,ND,Midwest,Ramsey County (38071; primary),broad_4x2500_shard_003,1,false,true,arbitration_award; factfinding_report,false,arbitration_factfinding,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Oakwood,cog_2025_172152,ND,Midwest,Walsh County (38099; primary),broad_4x2500_shard_003,1,false,true,salary_ordinance; wage_schedule,false,salary_wage_schedule,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Oberon,cog_2025_171351,ND,Midwest,Benson County (38005; primary),broad_4x2500_shard_003,1,false,true,budget_or_pay_plan,false,budget_pay_plan,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Petersburg,cog_2025_202318,ND,Midwest,Nelson County (38063; primary),broad_4x2500_shard_003,1,false,true,civil_service_or_hr_pay_plan,false,civil_service_hr_pay,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Pickering,cog_2025_131956,ND,Midwest,Bottineau County (38009; primary),broad_4x2500_shard_003,1,false,true,compensation_study; classification_study,false,compensation_classification_study,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Poplar Grove,cog_2025_132101,ND,Midwest,Ramsey County (38071; primary),broad_4x2500_shard_003,1,false,true,personnel_policy,false,personnel_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Raymond,cog_2025_171642,ND,Midwest,Cass County (38017; primary),broad_4x2500_shard_003,1,false,true,agenda_packet_or_minutes,false,agenda_minutes_attachment,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Reeder,cog_2025_131863,ND,Midwest,Adams County (38001; primary),broad_4x2500_shard_003,1,false,true,other_local_government_pay_policy,false,local_pay_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Reynolds,cog_2025_171481,ND,Midwest,Traill County (38097; primary); Grand Forks County (38035),broad_4x2500_shard_003,1,false,true,cba; mou_or_memorandum; arbitration_award; factfinding_report,false,labor_relations_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Riverdale,cog_2025_171422,ND,Midwest,McLean County (38055; primary),broad_4x2500_shard_003,1,false,true,salary_ordinance; wage_schedule; budget_or_pay_plan; civil_service_or_hr_pay_plan,false,broad_pay_document_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Rocklake,cog_2025_171476,ND,Midwest,Towner County (38095; primary),broad_4x2500_shard_003,1,false,true,cba,false,cba_agreement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Round Prairie,cog_2025_110484,ND,Midwest,Williams County (38105; primary),broad_4x2500_shard_003,1,false,true,mou_or_memorandum; settlement_agreement,false,mou_settlement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Rye,cog_2025_132027,ND,Midwest,Grand Forks County (38035; primary),broad_4x2500_shard_003,1,false,true,arbitration_award; factfinding_report,false,arbitration_factfinding,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Sawyer,cog_2025_172184,ND,Midwest,Ward County (38101; primary),broad_4x2500_shard_003,1,false,true,salary_ordinance; wage_schedule,false,salary_wage_schedule,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Sherwood,cog_2025_171448,ND,Midwest,Renville County (38075; primary),broad_4x2500_shard_003,1,false,true,budget_or_pay_plan,false,budget_pay_plan,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Sibley,cog_2025_171348,ND,Midwest,Barnes County (38003; primary),broad_4x2500_shard_003,1,false,true,civil_service_or_hr_pay_plan,false,civil_service_hr_pay,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Springbrook,cog_2025_171496,ND,Midwest,Williams County (38105; primary),broad_4x2500_shard_003,1,false,true,compensation_study; classification_study,false,compensation_classification_study,exclude_until_committed_parseable_live_result,planned only; not scout coverage
St. Thomas,cog_2025_186833,ND,Midwest,Pembina County (38067; primary),broad_4x2500_shard_003,1,false,true,personnel_policy,false,personnel_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Stony Creek,cog_2025_172232,ND,Midwest,Williams County (38105; primary),broad_4x2500_shard_003,1,false,true,agenda_packet_or_minutes,false,agenda_minutes_attachment,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Sundre,cog_2025_193863,ND,Midwest,Ward County (38101; primary),broad_4x2500_shard_003,1,false,true,other_local_government_pay_policy,false,local_pay_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Surrey,cog_2025_110473,ND,Midwest,Ward County (38101; primary),broad_4x2500_shard_003,1,false,true,cba; mou_or_memorandum; arbitration_award; factfinding_report,false,labor_relations_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Tolley,cog_2025_171449,ND,Midwest,Renville County (38075; primary),broad_4x2500_shard_003,1,false,true,salary_ordinance; wage_schedule; budget_or_pay_plan; civil_service_or_hr_pay_plan,false,broad_pay_document_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Tolna,cog_2025_171433,ND,Midwest,Nelson County (38063; primary),broad_4x2500_shard_003,1,false,true,cba,false,cba_agreement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Truax,cog_2025_172235,ND,Midwest,Williams County (38105; primary),broad_4x2500_shard_003,1,false,true,mou_or_memorandum; settlement_agreement,false,mou_settlement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Twin Valley,cog_2025_110375,ND,Midwest,McKenzie County (38053; primary),broad_4x2500_shard_003,1,false,true,arbitration_award; factfinding_report,false,arbitration_factfinding,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Walcott,cog_2025_172026,ND,Midwest,Richland County (38077; primary),broad_4x2500_shard_003,1,false,true,salary_ordinance; wage_schedule,false,salary_wage_schedule,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Warwick,cog_2025_202315,ND,Midwest,Benson County (38005; primary),broad_4x2500_shard_003,1,false,true,budget_or_pay_plan,false,budget_pay_plan,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Whitteron,cog_2025_131958,ND,Midwest,Bottineau County (38009; primary),broad_4x2500_shard_003,1,false,true,civil_service_or_hr_pay_plan,false,civil_service_hr_pay,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Wildrose,cog_2025_171497,ND,Midwest,Williams County (38105; primary),broad_4x2500_shard_003,1,false,true,compensation_study; classification_study,false,compensation_classification_study,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Wing,cog_2025_171366,ND,Midwest,Burleigh County (38015; primary),broad_4x2500_shard_003,1,false,true,personnel_policy,false,personnel_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
