root_compensation_event_id,source_implementation_event_id,municipality,state,compensation_cycle_id,side,beneficiary_unit,implementation_status,evidence_excerpt,human_readable_citation,root_action_summary,technical_lineage
ROOTCOMP-0de9734bd46adbdf2471744e,IMPEVT-bd25da04789e8c64fba4514e,Dublin,OH,2021,side_independent,unclear,implemented,"Effective January 1, 2021 to December 31, 2021 the","Dublin, Ohio, Collective Bargaining Agreement, 2021.",implemented budget or pay plan for side independent,"[""WCM-812a0fac34731a1f34c63b79""]"
ROOTCOMP-1487a32b20dbc557de79e4d7,IMPEVT-1108977156eceb97e1f367be,Elyria,OH,2019,fire,fire,implemented,"of eve1y year, retroactive to 2007.","Elyria, Ohio, Salary Ordinance, 2019.",implemented retroactive pay for fire,"[""WCM-8c12f8b8b51452756accc9e4""]"
ROOTCOMP-bd1807c5cd5283d0f1219b7b,IMPEVT-3e2fbcadbb3c17f4c095c527,Elyria,OH,2020,side_independent,unclear,implemented,"probationary period, seniority shall be retroactive to the date of hire.","Elyria, Ohio, Collective Bargaining Agreement, 2020.",implemented retroactive pay for side independent,"[""WCM-1659b17510dbd37bad3ebbfc"",""WCM-24a50179805d709008418906"",""WCM-3da0a7bb2afc1186c6b4dc94"",""WCM-63fd444edef23da3246025cd"",""WCM-7c78db032c99c5c476553616"",""WCM-c84483aac8fdecdbb1b7b1d2""]"
ROOTCOMP-94948cf0543dea5faa815c69,IMPEVT-a250482140be14c25558705f,Elyria,OH,2020,police,police,implemented,"employees shall receive an additional 1% wage increase, which shall be","Elyria, Ohio, Salary Ordinance, 2020.",implemented base wage for police,"[""WCM-3dbe4cdf681f8d4fef9fe50a"",""WCM-7a78b677aec246266db5d285""]"
ROOTCOMP-42baa1336405f8c97d12f36e,IMPEVT-c8ee567752a4286deb088f0f,Elyria,OH,2020,safety_combined,safety_combined,implemented,"logistics, i.e., to meet with Police and Fire Pension Board. Section 18.3. In addition to Section 18.1 and 18.2 above, all employees shall receive one (l) day","Elyria, Ohio, Salary Ordinance, 2020.",implemented mechanism only for safety combined,"[""WCM-1e9f658d0c1c67d9a8f451d3""]"
ROOTCOMP-34306e706b5e438bbb38685a,IMPEVT-6b9c2e4726615db72d5cd39d,Elyria,OH,2020,fire,fire,implemented,"Effective January 1, 2020","Elyria, Ohio, Salary Ordinance, 2020.",implemented other for fire,"[""WCM-6cd2fd9ee80c0a997fba589f""]"
ROOTCOMP-dedf4ee15480025ee2cfebf4,IMPEVT-99455ca979fb0e0b2b716a79,Elyria,OH,2021,police,police,implemented,"employees shall receive an additional 1% wage increase, which shall be","Elyria, Ohio, Memorandum Of Understanding, 2021.",implemented budget or pay plan for police,"[""WCM-5a7ed8a5b83ed6fb501c06b7"",""WCM-c346dc824c71c1f749e090b0"",""WCM-cb3525e35bddf535d9cd6e07""]"
ROOTCOMP-020a32d6d02d30afd103020e,IMPEVT-ad4bb80d9e125315cdb5857f,Elyria,OH,2022,police,police,implemented,"Effective September 1, 2022:","Elyria, Ohio, Memorandum Of Understanding, 2022.",implemented budget or pay plan for police,"[""WCM-b50e2e099b7328786cb7f13d""]"
ROOTCOMP-32cb008c897c20e600d58283,IMPEVT-219b90cc30739754e13ebbfb,Elyria,OH,2023,police,police,implemented,"Effective September 1, 2023:","Elyria, Ohio, Memorandum Of Understanding, 2023.",implemented budget or pay plan for police,"[""WCM-66737d6b438c0bb48c00e79a""]"
ROOTCOMP-459fad7225e04deff50b6932,IMPEVT-db81f2dd0182966dedc4b9d4,Fairfield,OH,2017,side_independent,unclear,implemented,"effective April 1, 2017 to March 31, 2020.","Fairfield, Ohio, Factfinding Report, 2017.",implemented budget or pay plan for side independent,"[""WCM-024bf57c7914e4c97176b61e""]"
ROOTCOMP-b3c4e98baccead129ec531dd,IMPEVT-f6934cbf8eca0cbf1efa29f4,Fairfield,OH,2018,side_independent,unclear,implemented," 3.3% retroactive to the April 1, 2018.","Fairfield, Ohio, Factfinding Report, 2018.",implemented retroactive pay for side independent,"[""WCM-266835575936af97ded386e2"",""WCM-44594f5e896b4b2b51a1eff8"",""WCM-87c739d3dff46db2b8b20490""]"
ROOTCOMP-d3b72a5390980798c1d0757b,IMPEVT-90bfefc794bbb5f5e28b95de,Fairfield,OH,2019,side_independent,unclear,implemented,The Union proposes a 3% wage increase effective in each year of the Agreement.,"Fairfield, Ohio, Factfinding Report, 2019.",implemented budget or pay plan for side independent,"[""WCM-3cc8506d29c3baaf55473eb0"",""WCM-bb41a88ea299971a5aef90e0"",""WCM-c41b9d9b7de590178c7245d6""]"
ROOTCOMP-80419dfece0479de31424d6b,IMPEVT-dea27721e8903a0845eb2615,Fairfield,OH,2020,side_independent,unclear,implemented,"Effective March 1, 2020, 2% wage increase.","Fairfield, Ohio, Factfinding Report, 2020.",implemented budget or pay plan for side independent,"[""WCM-91c1590b668e0e63bda087d7""]"
ROOTCOMP-cc652c398f18c4c85879eb2f,IMPEVT-63b7a33eef86db04d63cde52,Fairfield,OH,2021,police,police,implemented,shall receive a flat rate pay adjustment of $3.00 per hour for each hour spent acting in,"Fairfield, Ohio, Collective Bargaining Agreement, 2021.",implemented across the board raise for police,"[""WCM-51c03fb94bfeb5636d43d02d""]"
ROOTCOMP-d6f227dca61eddb8e8f63b87,IMPEVT-c7f911099fdfa39c24bc18af,Fairfield,OH,2021,side_independent,unclear,implemented,"Effective March 1, 2021, 2% wage increase.","Fairfield, Ohio, Factfinding Report, 2021.",implemented budget or pay plan for side independent,"[""WCM-7dbb6c9b52ee210e84c63821""]"
ROOTCOMP-9d1785c8db35fc94a4525abd,IMPEVT-27780af4839f36c5f12051d6,Fairfield,OH,2021,fire,fire,implemented,retroactive to the time of their hiring.,"Fairfield, Ohio, Factfinding Report, 2021.",implemented retroactive pay for fire,"[""WCM-6d177ac47c6bf5e1ca3ac13d"",""WCM-b2a16bc0b056e84faa0a8683""]"
ROOTCOMP-a3bf7aa080f37cdcccde79b9,IMPEVT-3bc0f9bed53122d5a7dd0bd5,Fairfield,OH,2021,police,police,implemented,"Retroactive to the closest pay period (before or after) to April 1, 2021, rates","Fairfield, Ohio, Collective Bargaining Agreement, 2021.",implemented retroactive pay for police,"[""WCM-0e7e57ec8c086883a6a51d73"",""WCM-9f90cca655473f9aed001a8b"",""WCM-bd2a56e57c1fb33d651dd7fb""]"
ROOTCOMP-8955e3d604ea198d731b0bcf,IMPEVT-619f987f4e4db7c9f8c1b0e9,Fairfield,OH,2021,fire,fire,implemented,step is for firefighters with 7 plus years of service. The captain will receive a base salary of 15% above the top step firefighter.,"Fairfield, Ohio, Factfinding Report, 2021.",implemented step progression for fire,"[""WCM-d271131e60f92d61dd2980f2""]"
ROOTCOMP-61d5bb024b09bed691068cbd,IMPEVT-349bf08c6de2c1c2959a27d2,Fairfield,OH,2022,side_independent,unclear,implemented,"Effective March 1, 2022, 2% wage increase.","Fairfield, Ohio, Factfinding Report, 2022.",implemented budget or pay plan for side independent,"[""WCM-d3ad12b82674a79b104787e1""]"
ROOTCOMP-7a36e63e27352578c731c150,IMPEVT-88e94d6fbd14245a720b642e,Fairfield,OH,2024,police,police,implemented,"5% increase effective April 1, 2027","Fairfield, Ohio, Factfinding Report, 2024.",implemented budget or pay plan for police,"[""WCM-caf7534c7b8c5b1d73bed451"",""WCM-e7bfce2d9ddf9b47d447eb36""]"
ROOTCOMP-1bf271c9aaf2ba86a6083520,IMPEVT-8c237ed563411ab8354fe283,Fairfield,OH,2025,police,police,implemented,"5% increase effective April 1, 2025","Fairfield, Ohio, Factfinding Report, 2025.",implemented budget or pay plan for police,"[""WCM-747a04ba94e93276947f2e13"",""WCM-a1c67937636dc64982c07d9e""]"
ROOTCOMP-0ae7ff684426777350263391,IMPEVT-15a140f2ebd48f58d0dba76a,Fairfield,OH,2026,police,police,implemented,"5% increase effective April 1, 2026","Fairfield, Ohio, Factfinding Report, 2026.",implemented budget or pay plan for police,"[""WCM-753108620beb5271cdaa186f"",""WCM-926895116df5ccff4cf7707a""]"
ROOTCOMP-12ecaa866552a76c16fea4b7,IMPEVT-671edca8381738dd38599ba1,Franklin,OH,2017,police,police,implemented,"Effective July 1, 2017, through June 30, 2020","Franklin, Ohio, Wage Schedule, 2017.",implemented other for police,"[""WCM-4a9793bc42d013bd056da6b4""]"
ROOTCOMP-90ebf77063d06086bd9263b7,IMPEVT-614320d44cd7e126f1cf076e,Franklin,OH,2017,remains_unclear,unclear,implemented,"Effective July 1, 2017, through June 30, 2020","Franklin, Ohio, Wage Schedule, 2017.",implemented other for remains unclear,"[""WCM-956fc9a596c5b9cf10a28b86"",""WCM-ad5b416ddae1a167bacf44b7""]"
ROOTCOMP-d5a765410c5317a29c66cc5b,IMPEVT-fa6ef13ebfd62857d1224a1f,Franklin,OH,2018,remains_unclear,unclear,implemented,"major medical insurance premium per month, effective March 1, 2018 until","Franklin, Ohio, Collective Bargaining Agreement, 2018.",implemented stipend or premium for remains unclear,"[""WCM-73c8275ffcb387dcfd2b5595""]"
ROOTCOMP-aff95362a8f44d6909f842f7,IMPEVT-f11fc1531735bc93c8b85b74,Franklin,OH,2019,police,police,formally_adopted,the first full pay period in July 2019 (reflecting a market adjustment and 9% wage increase):,"Franklin, Ohio, Arbitration Award, 2019.",formally adopted across the board raise for police,"[""WCM-ea49a16a02911ace47db4b7f""]"
ROOTCOMP-1a58f1519aa30369f570077e,IMPEVT-ce9df3b07c243302506630d9,Franklin,OH,2019,remains_unclear,unclear,implemented,"agreement will reopen, effective February 28, 2019, solely for bargaining with","Franklin, Ohio, Collective Bargaining Agreement, 2019.",implemented other for remains unclear,"[""WCM-e478332705e457a736bf018c""]"
ROOTCOMP-0933131d055bd2fae9d78c65,IMPEVT-0eeff4e1f15992a08d647148,Franklin,OH,2019,police,unclear,implemented,"BE IT RESOLVED by the Board of Trustees of Franklin Township, Franklin County, Ohio that the Board approves to accept the collective bargaining agreement between Franklin Township and the Fraternal Order of Police – City Lodge #9 effective July 1, 2019 – June 30, 2022.","Franklin, Ohio, Collective Bargaining Agreement, 2019.",implemented mechanism only for police,"[""WCM-1f6dd101a24117c98d777391""]"
ROOTCOMP-40cdbaf045de6c25a6d4b153,IMPEVT-2027779dfbc016a6bba12573,Franklin,OH,2020,police,police,implemented,Effective 01/01/23 $34.3 1 $36.12 $39.47,"Franklin, Ohio, Collective Bargaining Agreement, 2020.",implemented budget or pay plan for police,"[""WCM-639b4d4131aa93fc074933da"",""WCM-944dba25b98396d9462d1a15""]"
ROOTCOMP-db70054b6f75fc323344a2bb,IMPEVT-233941d47e8ddd9fd0713218,Franklin,OH,2020,side_independent,unclear,implemented,longevity allowance shall be increased by fifty dollars ($50.00).,"Franklin, Ohio, Collective Bargaining Agreement, 2020.",implemented longevity for side independent,"[""WCM-59b428f3f824dc4e25c8b3ab"",""WCM-e47436e555162bb95e65b1b4""]"
ROOTCOMP-f5816d9c7a7cb5660871669b,IMPEVT-5d380e71e088ced2e7de5b6d,Franklin,OH,2021,police,police,implemented,to new employees (FTO’s in Police and CTO’s in Dispatch) will receive an additional $1.00 per hour for,"Franklin, Ohio, Wage Schedule, 2021.",implemented across the board raise for police,"[""WCM-5a3e0e5dfd460f7d18b9beb7"",""WCM-d2fe77b1bcd6ea056fa21480""]"
ROOTCOMP-1cf3389be9e368babe748c20,IMPEVT-69207380b641755897b605f1,Franklin,OH,2021,non_safety,non_safety,implemented,"Effective January 1, 2021 through December 31, 2023","Franklin, Ohio, Collective Bargaining Agreement, 2021.",implemented budget or pay plan for non safety,"[""WCM-8c2ddd195236198e6e034e16"",""WCM-f842b70b82f56e81787c7555""]"
ROOTCOMP-f6ea8733ba2fffb961f4e763,IMPEVT-8c47f1fd87b6559786222e45,Franklin,OH,2021,police,police,implemented,"Effective January 1, 2021, through June 30, 2023","Franklin, Ohio, Collective Bargaining Agreement, 2021.",implemented budget or pay plan for police,"[""WCM-a034f590bf9819652f8ff5ae""]"
ROOTCOMP-1810e0a5f983ec71267d3e8d,IMPEVT-b92121ba5bee1e7635861e1d,Franklin,OH,2021,side_independent,unclear,implemented,"Effective January I, 2021, Bargaining Unit Employees hall be compen ated at","Franklin, Ohio, Collective Bargaining Agreement, 2021.",implemented budget or pay plan for side independent,"[""WCM-928db610ee1d8a39a1b780a5"",""WCM-c32d952e081782d12edeb434"",""WCM-c5d27502d6e10558f2eaa3e4"",""WCM-e4a217d4785cfd3b2871a06c""]"
ROOTCOMP-29623126bcd4ebd9e224ce52,IMPEVT-3f2de460a06704f81f50c3c2,Franklin,OH,2021,police,police,implemented,Effective 01/01/17,"Franklin, Ohio, Wage Schedule, 2021.",implemented other for police,"[""WCM-3373769044b44da5a6bff189"",""WCM-4ddb4ad6210ea5a50e35f270""]"
ROOTCOMP-dcc4fd9810189ae43d7a6122,IMPEVT-0eeac857cab67854b0109456,Franklin,OH,2021,remains_unclear,unclear,implemented,Effective 01/01/17,"Franklin, Ohio, Wage Schedule, 2021.",implemented other for remains unclear,"[""WCM-0f67b82af9f3542f42e32e5e"",""WCM-fbad130bbb409719d4a17b04""]"
ROOTCOMP-fe657a83c35f919803a93742,IMPEVT-058d8ba17d8f8cb5670a5fca,Franklin,OH,2021,fire,fire,implemented,"Association of Fire Fighters Local 1441 effective March 1, 2021 through February 28, 2024.","Franklin, Ohio, Collective Bargaining Agreement, 2021.",implemented mechanism only for fire,"[""WCM-0f6b02dab4df8045f7c74e32""]"
ROOTCOMP-98ae0911e70f31146ad279c1,IMPEVT-ca15e69ec6a4616d9457eaa3,Franklin,OH,2021,remains_unclear,unclear,implemented,"days of employment, retroactive to the first day of full-time employment.","Franklin, Ohio, Wage Schedule, 2021.",implemented retroactive pay for remains unclear,"[""WCM-39b592cb8107384bee599ec1"",""WCM-b559e692e26ad048966abf1a""]"
ROOTCOMP-9d903b6ac76a9edd18580c0b,IMPEVT-1bf60f30d5fc5e9f1dc618e3,Franklin,OH,2022,police,police,formally_adopted,15.2 Step Advancement 18,"Franklin, Ohio, Arbitration Award, 2022.",formally adopted step progression for police,"[""WCM-0a6334cb6ce6e585ca6c511d"",""WCM-0f137bf57a38d1c141aa4691"",""WCM-a6c679551af35d49842fa299"",""WCM-f90ee0acbcdc9507f56ab7cc""]"
ROOTCOMP-ca065c15a6652a5e9948a012,IMPEVT-4897394e7fa69a397d3a3d5f,Franklin,OH,2022,side_independent,unclear,implemented,"Effective January I, 2022, Bargaining Unit Employees shall be compensated at","Franklin, Ohio, Collective Bargaining Agreement, 2022.",implemented budget or pay plan for side independent,"[""WCM-26171720b7fa62b6e1311428"",""WCM-b1e7cd04011f80acc36cf48a""]"
ROOTCOMP-67ee66b1a6a448c00530131b,IMPEVT-0f1665a539ae9d45297a2314,Franklin,OH,2023,non_safety,non_safety,implemented,"Effective January I, 2023, Bargaining Unjt Employee hall be compen ated at","Franklin, Ohio, Collective Bargaining Agreement, 2023.",implemented budget or pay plan for non safety,"[""WCM-f2c8f36014f1eb862f9c8bf6""]"
ROOTCOMP-f1157c10ebb1308fa59ca6ad,IMPEVT-dc10f45a1f77a092ac966573,Franklin,OH,2023,side_independent,unclear,implemented,"Effective January 1, 2023, the Step Rates in effect on December 31, 2022, shall be increased by 2.5%;","Franklin, Ohio, Collective Bargaining Agreement, 2023.",implemented step progression for side independent,"[""WCM-61c2866b83c335d630acd32a""]"
ROOTCOMP-dd04f8f50962d7a14936b136,IMPEVT-dfb3331e42491751933dbf21,Franklin,OH,2023,fire,fire,implemented,"^Effective April 1, 2023, and for the continued duration of the CBA, each bargaining unit employee having Firefighter Paramedic certification and assigned to that classification is eligible to receive","Franklin, Ohio, Wage Schedule, 2023.",implemented classification band for fire,"[""WCM-d875935e0f9e970344416766"",""WCM-f2919037e0a309fce25ca155""]"
ROOTCOMP-997ebbaa6a43f450314f51c6,IMPEVT-6f3ef75ea544286e1f72c872,Franklin,OH,2023,fire,fire,implemented,"^Effective April 1, 2023, and for the continued duration of the CBA, each bargaining unit employee having Firefighter Paramedic certification and assigned to that classification is eligible to receive","Franklin, Ohio, Wage Schedule, 2023.",implemented classification band for fire,"[""WCM-09dab8b8e2ab8308f154ae09"",""WCM-0b3153157e0ce0dd4fcc0f33"",""WCM-a679478abf83d1784ce9c968"",""WCM-bbcc3d7851666e9c0e77a60a""]"
ROOTCOMP-f807bc8f64817e34461a1262,IMPEVT-03fc919c4a3bfe8764b2f797,Franklin,OH,2024,fire,fire,implemented,"The full-time, non-union employees of the Fire & EMS Division shall receive a uniform allowance of $400 per year.","Franklin, Ohio, Other Local Government Pay Policy, 2024.",implemented uniform or equipment allowance for fire,"[""WCM-27941702880ea687d288e4a6"",""WCM-4c82ccda10a86ee295495fa0""]"
ROOTCOMP-c1684e6b2af2e1669b4550cc,IMPEVT-7d5199bae9d75622d5cf63b2,Franklin,OH,2025,fire,fire,implemented,"The full-time, non-union employees of the Fire & EMS Division shall receive a uniform allowance of $400 per year.","Franklin, Ohio, Other Local Government Pay Policy, 2025.",implemented uniform or equipment allowance for fire,"[""WCM-60ba3b587929012296999cd5"",""WCM-6f0f6191d5b3dcbfd7d4ff15""]"
ROOTCOMP-5678360a731b6c399717cb67,IMPEVT-1fde591b53a7f74ef4848036,Franklin,OH,2026,side_independent,unclear,implemented,"Based on those adjustments, a 3% increase effective 01/01/2026, and","Franklin, Ohio, Budget Or Pay Plan, 2026.",implemented budget or pay plan for side independent,"[""WCM-0c9980a7f215ad101c993acf""]"
ROOTCOMP-f49f3abf2aa4c8145e2c7779,IMPEVT-785df645c6f4b666fd95652e,Franklin,OH,2026,remains_unclear,unclear,implemented,"Based on those adjustments, a 3% increase effective 01/01/2026, and","Franklin, Ohio, Budget Or Pay Plan, 2026.",implemented cola or indexing for remains unclear,"[""WCM-2932e49884731fd935d4d164""]"
ROOTCOMP-49c5567883a1204384f6b5a1,IMPEVT-a9acb95b2994d60950270ec4,Franklin,OH,undated-source-BRMGRS-20260802-8c502e3433465b971f600756,remains_unclear,unclear,implemented,after the completion of the probationary period and shall be retroactive to the employee’s date of full-time employment.,"Franklin, Ohio, Budget Or Pay Plan, period not explicit.",implemented retroactive pay for remains unclear,"[""WCM-4332e3d1b25f4efb863a9a29""]"
ROOTCOMP-868456b156d0b401d4e3d6b9,IMPEVT-b99370a387855f21bb6d4d9f,Gates Mills,OH,2025,police,police,implemented,"employees of the Village, effective December 21, 2025:","Gates Mills, Ohio, Council Packet Or Minutes, 2025.",implemented mechanism only for police,"[""WCM-0bbedac56449a5e0b0538042"",""WCM-0be3cd607876dfbde32defec"",""WCM-f2968bb569924e7728cb1d9e""]"
ROOTCOMP-4c8ddd0e6601ee30095d8601,IMPEVT-0e9c31e42b267c54b6cf7ae8,Gates Mills,OH,2026,remains_unclear,unclear,implemented,two positions herein must be treated equally to all others retroactive to that date as soon as possible;,"Gates Mills, Ohio, Council Packet Or Minutes, 2026.",implemented retroactive pay for remains unclear,"[""WCM-1d7372dfe0c1afdecf8283fd""]"
ROOTCOMP-d375a9a0c73d3bb85d6cd259,IMPEVT-f3335677e581e9850797618a,German,OH,2025,side_independent,unclear,implemented,"PERSONNEL MANUAL, EFFECTIVE JANUARY 1, 2025.","German, Ohio, Wage Schedule, 2025.",implemented budget or pay plan for side independent,"[""WCM-85e3fb5c952ac779515123e1""]"
ROOTCOMP-52eead2e0a0521e3052e3d8f,IMPEVT-56cf78840ff196e5298a90b9,Glandorf,OH,2023,remains_unclear,unclear,implemented,State of Ohio thru Ohio House Bill 33 passed October 2023 and are effective January,"Glandorf, Ohio, Council Packet Or Minutes, 2023.",implemented mechanism only for remains unclear,"[""WCM-06ada20eab3fbcd46dcb75a4""]"
ROOTCOMP-8e58accbe158e9e88fb40716,IMPEVT-af27f4e770e9b478c4920ba4,Glandorf,OH,2024,remains_unclear,unclear,implemented,their fees effective 1/1/25.,"Glandorf, Ohio, Council Packet Or Minutes, 2024.",implemented mechanism only for remains unclear,"[""WCM-70c1d11a0002b5290953dac3""]"
