MIME_type,SHA_256,administrative_source_type,analytical_rows_extracted,byte_size,candidate_fanout,canonical_payload_id,canonical_retained_source_ids,canonical_source_fanout,canonical_source_record_ids,claim_fanout,deferred_queue,department_scope,detected_file_type,diagnostic_full_text_persisted,diagnostics_json,duplicate_retained_source_ids,event_fanout,expected_claim_upgrade_tags,extraction_priority,extraction_ready,inspected_at,inspection_runtime_seconds,linked_candidate_ids,linked_claim_ids,linked_mechanism_exposure_event_ids,linked_root_event_ids,linked_search_waves,local_artifact_path,municipality,ocr_performed,original_filename,payload_origin,period,primary_extraction_queue,prior_retained_source_reuse_ids,readiness_lane_id,readiness_lane_sequence,readiness_reason_codes,readiness_result_id,readiness_status,review_priority,secondary_processing_hints,secondary_source_families,side_scope,source_family,source_quality,state,version_relationship_ids,retained_source_ids,duplicate_source_ids,prior_reuse_source_ids,candidate_ids,search_wave_provenance,municipality_names,states,periods,side_scopes,department_scopes,primary_source_family,root_event_ids,mechanism_event_ids,claim_ids,extraction_lane_id,extraction_lane_sequence
application/pdf,ea90b1da75e256ba15093ff313a70716c053a7eb2dd9e55adc554e9066bc1429,payroll_roster,0,318383,1,EXTPAYLOAD-f685eeabb422f64962d4dd9c,EXTSOURCE-f685eeabb422f64962d4dd9c,1,EXTREADYQ-a40b42fb60094d613d6c4878,4,,all_units,pdf,False,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":2,""page_height_max"":792.0,""page_height_min"":792.0,""page_width_max"":612.0,""page_width_min"":612.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.6\r%âãÏÓ\r\n"",""sampled_image_object_count"":1,""sampled_page_count"":2,""sampled_text_characters"":4500,""valid_pdf_signature"":true}",,6,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T18:59:44.217557+00:00,0.030611,EXTCAND-977f86e38454871ade2edded,,MECHEXP-18805b64fb08e4bfa4010afc|MECHEXP-ca01ca0a80f2fa574c6c25bf|MECHEXP-e03130ea19521e7808925999|MECHEXP-e45fea1b98456a957bf1c43b|MECHEXP-e6b1bf54ba8de97c67497563,ROOTCOMP-52eead2e0a0521e3052e3d8f,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/ea90b1da75e256ba15093ff313a70716c053a7eb2dd9e55adc554e9066bc1429.pdf,Glandorf,False,_08102023-1143,current_30_gib_store,2023,parse_text_pdf_extraction_queue,,readiness_lane_002,2893,usable_sampled_text_layer,EXTREADINESS-87b4414c933daf45cc6f1242,parse_text_pdf_ready,high,,benefits_and_total_compensation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,all_units,multi_family_administrative_source,direct_official_administrative_record,OH,,EXTSOURCE-f685eeabb422f64962d4dd9c,,,EXTCAND-977f86e38454871ade2edded,external_search_wave_001_compacted,Glandorf,OH,2023,all_units,all_units,multi_family_administrative_source,ROOTCOMP-52eead2e0a0521e3052e3d8f,MECHEXP-18805b64fb08e4bfa4010afc|MECHEXP-ca01ca0a80f2fa574c6c25bf|MECHEXP-e03130ea19521e7808925999|MECHEXP-e45fea1b98456a957bf1c43b|MECHEXP-e6b1bf54ba8de97c67497563,,extraction_lane_001,2812
application/pdf,30367995a1e838d8ce1a3141677f230e8a0fcd4b74179e32a51d31bb7bbf77a3,staffing_table,0,928761,1,EXTPAYLOAD-f6c2aa4467e07f08b414d402,EXTSOURCE-f6c2aa4467e07f08b414d402,1,EXTREADYQ-589e1f7fb4f92dacf69f6fdc,3,,all_units,pdf,False,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":87,""page_height_max"":612.0,""page_height_min"":612.0,""page_width_max"":792.0,""page_width_min"":792.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.6\r%âãÏÓ\r\n"",""sampled_image_object_count"":0,""sampled_page_count"":5,""sampled_text_characters"":6729,""valid_pdf_signature"":true}",,6,upgrades_implementation_confirmation|upgrades_mechanism_claim|upgrades_staffing_hypothesis,extraction_priority_high,True,2026-08-05T19:02:56.392627+00:00,0.027454,EXTCAND-3b3e6ce4d709551548f730f3,,MECHEXP-029a1b64387c31cdec12165d|MECHEXP-0cb02ab157891056e56997aa|MECHEXP-773a286b7a73ab9862e65bd8|MECHEXP-cdc9d05b265038d6c1a4c0b1|MECHEXP-f470496678819ecaa94d7874,ROOTCOMP-ea38f0b619a145f5cd5a413a,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/30367995a1e838d8ce1a3141677f230e8a0fcd4b74179e32a51d31bb7bbf77a3.pdf,Wentworth,False,02212018abstract.pdf,current_30_gib_store,2018,parse_text_pdf_extraction_queue,,readiness_lane_003,2903,usable_sampled_text_layer,EXTREADINESS-fac3615f19b9832840fa9881,parse_text_pdf_ready,high,,implementation_confirmation|staffing_and_headcount|tenure_and_progression,all_units,multi_family_administrative_source,direct_official_administrative_record,SD,,EXTSOURCE-f6c2aa4467e07f08b414d402,,,EXTCAND-3b3e6ce4d709551548f730f3,external_search_wave_001_compacted,Wentworth,SD,2018,all_units,all_units,multi_family_administrative_source,ROOTCOMP-ea38f0b619a145f5cd5a413a,MECHEXP-029a1b64387c31cdec12165d|MECHEXP-0cb02ab157891056e56997aa|MECHEXP-773a286b7a73ab9862e65bd8|MECHEXP-cdc9d05b265038d6c1a4c0b1|MECHEXP-f470496678819ecaa94d7874,,extraction_lane_001,2813
application/pdf,2dbfc4a6775ef6464d0f9b474cdb27b5ef9e235eede47de7bbd37a43e93684e0,pension_or_retirement_document,0,1331752,1,EXTPAYLOAD-f6fcbdcf05925efbd3bdffde,EXTSOURCE-f6fcbdcf05925efbd3bdffde,1,EXTREADYQ-a042cdebaf5619cfb4993289,3,,unclear,pdf,False,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":3,""encrypted"":false,""likely_image_only"":false,""page_count"":25,""page_height_max"":1008.0,""page_height_min"":612.0,""page_width_max"":792.0,""page_width_min"":612.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.7\n%âãÏÓ\n1"",""sampled_image_object_count"":3,""sampled_page_count"":5,""sampled_text_characters"":5804,""valid_pdf_signature"":true}",,6,upgrades_implementation_confirmation|upgrades_mechanism_claim|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T18:59:44.481637+00:00,0.109971,RESCAND-d322549587dd40f200c79801,,MECHEXP-0ae985671ea14f28b40c4d88|MECHEXP-1e6337a46949fa3418692522|MECHEXP-34059016d32594c04f43d689|MECHEXP-3ff109b5a2618b64b7321a9d|MECHEXP-f9ff0cb10780d9a4f18f177b,ROOTCOMP-3d18d88700f4299c7b3e022c,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/2dbfc4a6775ef6464d0f9b474cdb27b5ef9e235eede47de7bbd37a43e93684e0.pdf,Clarkson,False,2025-11-11_merged.pdf,current_30_gib_store,2026,parse_text_pdf_extraction_queue,,readiness_lane_002,2897,usable_sampled_text_layer,EXTREADINESS-836b24a01575725d12878492,parse_text_pdf_ready,high,,benefits_and_total_compensation,unclear,implementation_confirmation,direct_official_administrative_record,NY,,EXTSOURCE-f6fcbdcf05925efbd3bdffde,,,RESCAND-d322549587dd40f200c79801,external_search_wave_002_exhaustive_residual,Clarkson,NY,2026,unclear,unclear,implementation_confirmation,ROOTCOMP-3d18d88700f4299c7b3e022c,MECHEXP-0ae985671ea14f28b40c4d88|MECHEXP-1e6337a46949fa3418692522|MECHEXP-34059016d32594c04f43d689|MECHEXP-3ff109b5a2618b64b7321a9d|MECHEXP-f9ff0cb10780d9a4f18f177b,,extraction_lane_001,2814
application/pdf,dec730a2ee974aea55a8596bd64adc63286dac660248ffa85f32fbd6b87aad4c,payroll_roster,0,1578345,1,EXTPAYLOAD-f74dd45d8e6098df78348a85,EXTSOURCE-f74dd45d8e6098df78348a85,1,EXTREADYQ-9f2247485bf511a332806c69,5,,all_units,pdf,False,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":26,""page_height_max"":792.0,""page_height_min"":612.0,""page_width_max"":792.0,""page_width_min"":612.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.6\r%âãÏÓ\r\n"",""sampled_image_object_count"":5,""sampled_page_count"":5,""sampled_text_characters"":8697,""valid_pdf_signature"":true}",,6,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,extraction_priority_high,True,2026-08-05T19:08:42.104235+00:00,0.032992,EXTCAND-7ec199d3dff414e7e5ee416f,,MECHEXP-63919b14675818a53a2da875|MECHEXP-8936123c3184b9653b485f72|MECHEXP-adfbf06e7ecb6e3bfe5d50ea|MECHEXP-b67850a4cf18e8d3e5603022|MECHEXP-ff9b2e3c9db1367d60dbedef,ROOTCOMP-8e69174565d609cc71fa4575,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/dec730a2ee974aea55a8596bd64adc63286dac660248ffa85f32fbd6b87aad4c.pdf,Bath,False,19-MED-09-0874.pdf,current_30_gib_store,2016,parse_text_pdf_extraction_queue,,readiness_lane_005,2909,usable_sampled_text_layer,EXTREADINESS-fdccf2142e09a5dd1797c673,parse_text_pdf_ready,high,,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,all_units,multi_family_administrative_source,direct_official_administrative_record,OH,,EXTSOURCE-f74dd45d8e6098df78348a85,,,EXTCAND-7ec199d3dff414e7e5ee416f,external_search_wave_001_compacted,Bath,OH,2016,all_units,all_units,multi_family_administrative_source,ROOTCOMP-8e69174565d609cc71fa4575,MECHEXP-63919b14675818a53a2da875|MECHEXP-8936123c3184b9653b485f72|MECHEXP-adfbf06e7ecb6e3bfe5d50ea|MECHEXP-b67850a4cf18e8d3e5603022|MECHEXP-ff9b2e3c9db1367d60dbedef,,extraction_lane_001,2815
application/pdf,e7d7980433590e51c8206fa719e971ffdccd5a3ff4c156ec85ea05beb48eef14,payroll_roster,0,1246717,1,EXTPAYLOAD-f76fc75b32ae57ac0cb3a554,EXTSOURCE-f76fc75b32ae57ac0cb3a554,1,EXTREADYQ-0e5d38872ac6f429ab74ca7c,4,,all_units,pdf,False,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":35,""page_height_max"":792.0,""page_height_min"":792.0,""page_width_max"":612.0,""page_width_min"":612.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.6\r%âãÏÓ\r\n"",""sampled_image_object_count"":3,""sampled_page_count"":5,""sampled_text_characters"":2103,""valid_pdf_signature"":true}",,5,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,extraction_priority_high,True,2026-08-05T19:05:40.790201+00:00,0.027275,EXTCAND-54644d355cfbb34c1c2f3100,,MECHEXP-10beeda37227d7ca4ac590b9|MECHEXP-293cc3cfa47b20835e147de1|MECHEXP-6475d7787aaa2f45a31f1dd0|MECHEXP-9399f87a6f9f124135a80476,ROOTCOMP-2a3caa37345e97c602d6ab53,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/e7d7980433590e51c8206fa719e971ffdccd5a3ff4c156ec85ea05beb48eef14.pdf,Spencer,False,open,current_30_gib_store,2025,parse_text_pdf_extraction_queue,,readiness_lane_004,2904,usable_sampled_text_layer,EXTREADINESS-af4b77207a84273752b483b7,parse_text_pdf_ready,high,,implementation_confirmation|payroll_and_earnings|recruitment_and_retention,all_units,multi_family_administrative_source,direct_official_administrative_record,NC,,EXTSOURCE-f76fc75b32ae57ac0cb3a554,,,EXTCAND-54644d355cfbb34c1c2f3100,external_search_wave_001_compacted,Spencer,NC,2025,all_units,all_units,multi_family_administrative_source,ROOTCOMP-2a3caa37345e97c602d6ab53,MECHEXP-10beeda37227d7ca4ac590b9|MECHEXP-293cc3cfa47b20835e147de1|MECHEXP-6475d7787aaa2f45a31f1dd0|MECHEXP-9399f87a6f9f124135a80476,,extraction_lane_001,2816
application/pdf,70ab5f2de6a4a28b4fa7c4fdbaf4a11a41797aa60fdc96ef01652619edfdcd0a,staffing_table,0,1073846,1,EXTPAYLOAD-f79451aa475f28681e92766f,EXTSOURCE-f79451aa475f28681e92766f,1,EXTREADYQ-31109775643da51890e972ce,1,,police,pdf,False,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":24,""page_height_max"":792.0,""page_height_min"":792.0,""page_width_max"":612.0,""page_width_min"":612.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.7\r\n%µµµµ\r"",""sampled_image_object_count"":11,""sampled_page_count"":5,""sampled_text_characters"":7673,""valid_pdf_signature"":true}",,13,upgrades_staffing_hypothesis,extraction_priority_high,True,2026-08-05T18:56:40.407865+00:00,0.080203,RESCAND-6b6d9fcec3fd7f8eb5e767c7,,MECHEXP-1cca67d44734f474ba4024b0|MECHEXP-3a4647468be11cf33b310ce8|MECHEXP-4fa6938f766e8eb1fc4fe8b4|MECHEXP-574515f95b9381dfe441950e|MECHEXP-581df8801d87138a889f9f36|MECHEXP-5b96a379adb6dac19177a998|MECHEXP-619154ff9e904ea69180a422|MECHEXP-7991b4f317fe30f4b503c2f0|MECHEXP-8199f6aa7a47b9899db6605a|MECHEXP-bdd7dd9a04de4fce8469fad0|MECHEXP-eb6848a6b68cb3b909c2a254,ROOTCOMP-d713e0f68da34e2a87b1daf9|ROOTCOMP-f78a8b4e672a199bde9f5b28,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/70ab5f2de6a4a28b4fa7c4fdbaf4a11a41797aa60fdc96ef01652619edfdcd0a.pdf,Bangor,False,2025 1ST QTR.pdf,current_30_gib_store,2025,parse_text_pdf_extraction_queue,,readiness_lane_001,2910,usable_sampled_text_layer,EXTREADINESS-e64a738c650f4b6bcc89a9bf,parse_text_pdf_ready,high,,,police,staffing_and_headcount,direct_official_administrative_record,MI,,EXTSOURCE-f79451aa475f28681e92766f,,,RESCAND-6b6d9fcec3fd7f8eb5e767c7,external_search_wave_002_exhaustive_residual,Bangor,MI,2025,police,police,staffing_and_headcount,ROOTCOMP-d713e0f68da34e2a87b1daf9|ROOTCOMP-f78a8b4e672a199bde9f5b28,MECHEXP-1cca67d44734f474ba4024b0|MECHEXP-3a4647468be11cf33b310ce8|MECHEXP-4fa6938f766e8eb1fc4fe8b4|MECHEXP-574515f95b9381dfe441950e|MECHEXP-581df8801d87138a889f9f36|MECHEXP-5b96a379adb6dac19177a998|MECHEXP-619154ff9e904ea69180a422|MECHEXP-7991b4f317fe30f4b503c2f0|MECHEXP-8199f6aa7a47b9899db6605a|MECHEXP-bdd7dd9a04de4fce8469fad0|MECHEXP-eb6848a6b68cb3b909c2a254,,extraction_lane_001,2817
application/pdf,2a8574af99780806a07c3c9394f74663e7b0cd04233e7e1e20b88c8133f97033,audit_or_financial_report,0,580565,1,EXTPAYLOAD-f7a1e68184cf97d8ed77be9c,EXTSOURCE-f7a1e68184cf97d8ed77be9c,1,EXTREADYQ-5f801144e17070e3138bfe4d,1,,unclear,pdf,False,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":2,""page_height_max"":792.0,""page_height_min"":792.0,""page_width_max"":612.0,""page_width_min"":612.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.5\r%âãÏÓ\r\n"",""sampled_image_object_count"":0,""sampled_page_count"":2,""sampled_text_characters"":14085,""valid_pdf_signature"":true}",,7,no_material_upgrade,extraction_priority_high,True,2026-08-05T19:05:40.851920+00:00,0.061255,RESCAND-621bfd687bd678df66ccf1c8,,MECHEXP-04a41822722bbdbdef4f5cef|MECHEXP-50a8b8060c613809d9d60a0d|MECHEXP-71b96305a8c0e8fa3917ed58|MECHEXP-9d77c12eab882273b072b149|MECHEXP-ec63fa573640ef5938bce911|MECHEXP-f2c077041cec5cb09e8ddca8,ROOTCOMP-5ccadd0d9a8bcf79a5db962d,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/2a8574af99780806a07c3c9394f74663e7b0cd04233e7e1e20b88c8133f97033.pdf,Carthage,False,cdfbb8_3d809d42a2d54971bbc28219b26d1be4.pdf,current_30_gib_store,undated-source-B4X2500LIVE-20260729-007130,parse_text_pdf_extraction_queue,,readiness_lane_004,2905,usable_sampled_text_layer,EXTREADINESS-6ed84412535d8ac0a702ef64,parse_text_pdf_ready,high,,,unclear,staffing_and_headcount,direct_official_administrative_record,TN,,EXTSOURCE-f7a1e68184cf97d8ed77be9c,,,RESCAND-621bfd687bd678df66ccf1c8,external_search_wave_002_exhaustive_residual,Carthage,TN,undated-source-B4X2500LIVE-20260729-007130,unclear,unclear,staffing_and_headcount,ROOTCOMP-5ccadd0d9a8bcf79a5db962d,MECHEXP-04a41822722bbdbdef4f5cef|MECHEXP-50a8b8060c613809d9d60a0d|MECHEXP-71b96305a8c0e8fa3917ed58|MECHEXP-9d77c12eab882273b072b149|MECHEXP-ec63fa573640ef5938bce911|MECHEXP-f2c077041cec5cb09e8ddca8,,extraction_lane_001,2818
application/pdf,8955889ed63e8b5a023756ab0f3e331994bbb65b2483f502af364242d05f57ee,payroll_roster,0,2218876,1,EXTPAYLOAD-f7b30701f563d0b3dfa7ed84,EXTSOURCE-f7b30701f563d0b3dfa7ed84,1,EXTREADYQ-3a5a3a9a250927ab395581e6,6,,side_independent,pdf,False,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":66,""page_height_max"":792.0,""page_height_min"":792.0,""page_width_max"":612.0,""page_width_min"":612.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.7\r%âãÏÓ\r\n"",""sampled_image_object_count"":0,""sampled_page_count"":5,""sampled_text_characters"":15422,""valid_pdf_signature"":true}",,5,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T18:56:40.506406+00:00,0.097903,EXTCAND-5d3266ab552df6331b10bd1d,,MECHEXP-6042cd490585d56785b93dd6|MECHEXP-8e09569807b21c2151b61a19|MECHEXP-e61b96db21b9249c431357fe|MECHEXP-eb45d72fe77a53468e450e1d,ROOTCOMP-d375a9a0c73d3bb85d6cd259,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/8955889ed63e8b5a023756ab0f3e331994bbb65b2483f502af364242d05f57ee.pdf,German,False,2025-12-01-data-board.pdf,current_30_gib_store,2025,parse_text_pdf_extraction_queue,,readiness_lane_001,2911,usable_sampled_text_layer,EXTREADINESS-e12dc81b50cf242bc3f013e8,parse_text_pdf_ready,high,,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,side_independent,multi_family_administrative_source,direct_official_administrative_record,OH,,EXTSOURCE-f7b30701f563d0b3dfa7ed84,,,EXTCAND-5d3266ab552df6331b10bd1d,external_search_wave_001_compacted,German,OH,2025,side_independent,side_independent,multi_family_administrative_source,ROOTCOMP-d375a9a0c73d3bb85d6cd259,MECHEXP-6042cd490585d56785b93dd6|MECHEXP-8e09569807b21c2151b61a19|MECHEXP-e61b96db21b9249c431357fe|MECHEXP-eb45d72fe77a53468e450e1d,,extraction_lane_001,2819
application/pdf,643699f241e75186efdae658deb2206a45dd395b0abd507e8b0cbe5e1359cbbf,payroll_roster,0,37905242,1,EXTPAYLOAD-f7bf48fdfce17156797b2287,EXTSOURCE-f7bf48fdfce17156797b2287,1,EXTREADYQ-14adf472b527df2bce54e6b2,6,,all_units,pdf,False,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":172,""page_height_max"":792.0,""page_height_min"":612.0,""page_width_max"":792.0,""page_width_min"":612.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.7\r%âãÏÓ\r\n"",""sampled_image_object_count"":12,""sampled_page_count"":5,""sampled_text_characters"":4527,""valid_pdf_signature"":true}",,6,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T18:59:44.828680+00:00,0.122146,EXTCAND-0d0e695ad322e4f53afea199,,MECHEXP-1d58e7f33ff021f80c5ea768|MECHEXP-799a58e943cf4eb556aa49d4|MECHEXP-ab3c68ad194a185e228fd1ab|MECHEXP-ca88905fcb0baa1974d6428f|MECHEXP-ff9b862947cf1e9c39805f37,ROOTCOMP-aa010f3ea3032694212d351b,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/643699f241e75186efdae658deb2206a45dd395b0abd507e8b0cbe5e1359cbbf.pdf,Greenville,False,FY2026-Annual-Budget-Book-PDF,current_30_gib_store,2022,parse_text_pdf_extraction_queue,,readiness_lane_002,2901,usable_sampled_text_layer,EXTREADINESS-220b3ab1ba444846c42df9fe,parse_text_pdf_ready,high,,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,all_units,multi_family_administrative_source,direct_official_administrative_record,OH,,EXTSOURCE-f7bf48fdfce17156797b2287,,,EXTCAND-0d0e695ad322e4f53afea199,external_search_wave_001_compacted,Greenville,OH,2022,all_units,all_units,multi_family_administrative_source,ROOTCOMP-aa010f3ea3032694212d351b,MECHEXP-1d58e7f33ff021f80c5ea768|MECHEXP-799a58e943cf4eb556aa49d4|MECHEXP-ab3c68ad194a185e228fd1ab|MECHEXP-ca88905fcb0baa1974d6428f|MECHEXP-ff9b862947cf1e9c39805f37,,extraction_lane_001,2820
application/pdf,bcb51c4df7b7aef0824e504de3cbb7d78803e48ef28035d47b41b862fb2e1727,other,0,2790451,1,EXTPAYLOAD-f83a2f1415db11af0891a167,EXTSOURCE-f83a2f1415db11af0891a167,1,EXTREADYQ-56eeaec9566939c9485cbd6a,1,,fire,pdf,False,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":60,""page_height_max"":795.6,""page_height_min"":793.44,""page_width_max"":610.2,""page_width_min"":608.76,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.7\r%âãÏÓ\r\n"",""sampled_image_object_count"":5,""sampled_page_count"":5,""sampled_text_characters"":9624,""valid_pdf_signature"":true}",,11,upgrades_staffing_hypothesis,extraction_priority_high,True,2026-08-05T18:56:40.708198+00:00,0.127089,RESCAND-25d999ba667921a5fad156c1,,MECHEXP-073058048b354ee6eadc497e|MECHEXP-18f11d721c99ac5f9835385d|MECHEXP-2700b6b5dc1fe4a84dc1f3ca|MECHEXP-4c6e8fce0e0d38c170828f2d|MECHEXP-93bbeeca7bc69b96ad89baf3|MECHEXP-9ecde69fe8d49c60039eed1f|MECHEXP-db9d6d57ab6d86a7b2621bf5|MECHEXP-eb9b36c80b30c7af379fc1a0|MECHEXP-ec91b4e3b7396346804c8055,ROOTCOMP-28a759aa014548b8940d34b4|ROOTCOMP-d6123663a17e5150ab6f5228,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/bcb51c4df7b7aef0824e504de3cbb7d78803e48ef28035d47b41b862fb2e1727.pdf,Chester,False,17-MED-10-1380.pdf,current_30_gib_store,2021,parse_text_pdf_extraction_queue,,readiness_lane_001,2914,usable_sampled_text_layer,EXTREADINESS-2e3a56f5eb51e1ee0b376b15,parse_text_pdf_ready,medium,,recruitment_and_retention,fire,staffing_and_headcount,direct_official_administrative_record,OH,,EXTSOURCE-f83a2f1415db11af0891a167,,,RESCAND-25d999ba667921a5fad156c1,external_search_wave_002_exhaustive_residual,Chester,OH,2021,fire,fire,staffing_and_headcount,ROOTCOMP-28a759aa014548b8940d34b4|ROOTCOMP-d6123663a17e5150ab6f5228,MECHEXP-073058048b354ee6eadc497e|MECHEXP-18f11d721c99ac5f9835385d|MECHEXP-2700b6b5dc1fe4a84dc1f3ca|MECHEXP-4c6e8fce0e0d38c170828f2d|MECHEXP-93bbeeca7bc69b96ad89baf3|MECHEXP-9ecde69fe8d49c60039eed1f|MECHEXP-db9d6d57ab6d86a7b2621bf5|MECHEXP-eb9b36c80b30c7af379fc1a0|MECHEXP-ec91b4e3b7396346804c8055,,extraction_lane_001,2821
