adjudication_performed,ambiguity_flags,canonical_external_ingestion_id,claim_linkage_status_after,compensation_basis_after,conflict_flags,conflict_reconciliation_status,department_after,expected_consequence_if_rejected,expected_consequence_if_upheld,external_administrative_observation_id,linked_claim_ids,municipality_after,pay_basis_after,period_after,proposed_analytical_role,reason_for_cross_examination,recommended_review_type,reconciled_external_observation_id,side_after,source_SHA_256,source_character_end,source_character_start,source_excerpt_or_table_row,source_page,source_row,source_table_id,normalization_match_id,formula_ids,math_compatibility_status,claim_adjudicated
False,,EXTINGEST-092e32cd15a6682c22e50c15,event_linked_claim_pending,salary_schedule_rate,source_local_incompatible_literal_values,genuine_unresolved_basis_conflict,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-7b1150127e9d326881a8e92a,,cog_2025_209824,unclear,2024,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,EXTRECON-3936497e734d0988420142d6,unclear,9de1b111e9fa15356c73a5e35abe877ad8657a4decc9b4f41b281fdef3028b92,,,76997,,2,html_table_270,,,retained_not_promoted_to_math,False
False,,EXTINGEST-2353bbd872177cc3eedabce1,event_linked_claim_pending,unclear,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-adc06e60e6443006e16c21d9,,cog_2025_209824,unclear,2024,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-ec349f3a811f09c9fcb15cf2,unclear,9de1b111e9fa15356c73a5e35abe877ad8657a4decc9b4f41b281fdef3028b92,,,"EQUIPMENT, FACILITIES, AND SERVICES",,8,html_table_923,,,retained_not_promoted_to_math,False
False,,EXTINGEST-b5bfe33968a36500de578295,event_linked_claim_pending,salary_schedule_rate,source_local_incompatible_literal_values,genuine_unresolved_basis_conflict,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-7caca167d86026d22ac5a7a0,,cog_2025_209824,unclear,2024,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,EXTRECON-8da57f4e13c2d97dd7a6fba8,unclear,9de1b111e9fa15356c73a5e35abe877ad8657a4decc9b4f41b281fdef3028b92,,,112619,,2,html_table_978,,,retained_not_promoted_to_math,False
False,,EXTINGEST-9ff16b0a634726037e948fa9,event_linked_claim_pending,salary_schedule_rate,source_local_incompatible_literal_values,genuine_unresolved_basis_conflict,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-2495d01b452b7b4702b98434,,cog_2025_209824,unclear,2024,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,EXTRECON-26b054d85ad92db071ccb5c0,unclear,9de1b111e9fa15356c73a5e35abe877ad8657a4decc9b4f41b281fdef3028b92,,,61115,,3,html_table_1066,,,retained_not_promoted_to_math,False
False,,EXTINGEST-23e959eaab37fc2438914296,event_linked_claim_pending,staffing_or_non_compensation,source_local_incompatible_literal_values,genuine_unresolved_value_conflict,not_applicable,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-3d27616e8177badabcde60f6,,cog_2025_209824,contextual_value,2024,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,EXTRECON-2211730cc393dadf85ba89d5,side_independent,9de1b111e9fa15356c73a5e35abe877ad8657a4decc9b4f41b281fdef3028b92,,,X,,16,html_table_1176,,,retained_not_promoted_to_math,False
False,,EXTINGEST-a51c3c0bb7dc623a2901d90e,event_linked_claim_pending,salary_schedule_rate,source_local_incompatible_literal_values,genuine_unresolved_basis_conflict,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-1f0c85f59c8b23dd8820f7d4,,cog_2025_209824,unclear,2024,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,EXTRECON-5efa7996dc4175cf3043380a,unclear,9de1b111e9fa15356c73a5e35abe877ad8657a4decc9b4f41b281fdef3028b92,,,48124,,2,html_table_1210,,,retained_not_promoted_to_math,False
False,,EXTINGEST-4a7b2b3d32a01539499a0ae7,event_linked_claim_pending,staffing_or_non_compensation,source_local_incompatible_literal_values,genuine_unresolved_value_conflict,not_applicable,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-14527a99e9af73e4b1fe7c8d,,cog_2025_209824,contextual_value,2024,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,EXTRECON-43c8fd32317ebe33d9ddd0cd,side_independent,9de1b111e9fa15356c73a5e35abe877ad8657a4decc9b4f41b281fdef3028b92,,,X,,33,html_table_1464,,,retained_not_promoted_to_math,False
False,,EXTINGEST-25214a94160996e5714fba0d,event_linked_claim_pending,unclear,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-ac12163459e906e2ba8f95fd,,cog_2025_209824,unclear,2024,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-1df72ef291384fb3d8a7cef9,unclear,9de1b111e9fa15356c73a5e35abe877ad8657a4decc9b4f41b281fdef3028b92,,,INFORMATION TECHNOLOGY MANAGEMENT,,4,html_table_1607,,,retained_not_promoted_to_math,False
False,,EXTINGEST-892652dc20d0f3b478db642b,exact_claim_id_link,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-11bfee8f7d269c2c4401922d,MECH-09,cog_2025_194555,staffing_count,2025,staffing_hypothesis_candidate,exact_claim_id_linked_direct_observation|staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-34bf7d232407f3f04e04ed17,unclear,d472a15f60653208b2a38ecc144fa4b1ee08dc2b985da70b803717481e50e7a0,233128,233124,2025,125,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-59b1b2602d4efc53091579fa,event_linked_claim_pending,unclear,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-cbdfa9f5238d924321b72168,,cog_2025_189922,annual_salary,2021,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-d4144d7cfdf0b049a38cc784,unclear,1648648cae1d07eecaa46490c24e6fc38efbf2aa2d85a0442eed3ddb4a947981,2138386,2138384,40,669,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-4c96d394f9eec5471b086290,exact_claim_id_link,not_applicable,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-f9f1f3bad81d219bc84294e5,MECH-07,cog_2025_167204,not_applicable,2025,implementation_confirmation_candidate,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,direct manual source review,EXTRECON-8a4f586296dbfe00afcaaab0,unclear,33632900b5d233f61f1b4738189054fac36e47f64b29ed31f255903d81449dc7,53347,53345,24,31,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-997917e771fd47ec1c16e510,event_linked_claim_pending,benefit_component,,not_applicable,not_applicable,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-fdc4b924d896d3bdd8ef1a9d,,cog_2025_131431,benefit_contribution,2023,total_compensation_candidate,total_compensation_component,direct manual source review,EXTRECON-48f5ff7d804873ed2877cdde,side_independent,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,51615,51614,0,37,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-9f9e75fdbd1d0fad596af83f,event_linked_claim_pending,benefit_component,,not_applicable,not_applicable,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-670f5ba7ecd1111bb6d9fe28,,cog_2025_131431,benefit_contribution,2023,total_compensation_candidate,total_compensation_component,direct manual source review,EXTRECON-6c869a3ef65235d8a5c5ec7e,side_independent,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,310430,310424,"10,750",172,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-dc9f07fffc13b1ca0d8e5eda,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,not_applicable,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-260da7d962a3aa87262f6df6,,cog_2025_202496,contextual_value,undated,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-930ccab5ff7edbf01e4bca6a,side_independent,a450fd07e5e250cc055853a6d826835fc55fa1e6d482fab7745fe13520b2d02e,,,PHILADELPHIA,,627,html_table_1,,,retained_not_promoted_to_math,False
False,,EXTINGEST-acaaad062c0f7cbd13fa9711,exact_claim_id_link,salary_schedule_rate,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-2abaa6855e86be8f0629e9b6,MECH-04,cog_2025_162829,unclear,2023,growth_candidate,exact_claim_id_linked_direct_observation,direct manual source review,EXTRECON-58a9165b9b5ecbeba57ba4f9,unclear,384965c8028868c2e60933f7168b8b6096b33e421baafada6a780e31080b21c0,31434,31433,2,18,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-11357ba932b9025302c8ecfc,event_linked_claim_pending,salary_schedule_rate,source_local_incompatible_literal_values,genuine_unresolved_basis_conflict,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-90f459352badce28fd3fde06,,cog_2025_212005,unclear,2023,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,EXTRECON-16f009041c3ede558bc4e38d,unclear,e49fe879c9b99ab72c762be975203a954512c10837c0beb04664a509eb72317b,,,9855,,57,html_table_92,,,retained_not_promoted_to_math,False
False,,EXTINGEST-327a1ccc7e6b95e5e24c95c9,exact_claim_id_link,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-229bce54fea0b91cc6f7be59,MECH-09,cog_2025_137163,staffing_count,2015,staffing_hypothesis_candidate,exact_claim_id_linked_direct_observation|staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-e622cfd322f1b228277d17ff,unclear,db3b1bd9cfa61a78e15aa4a0a274dbdb449fe4147ad5c547f5a8b848b179fa57,612588,612587,0,316,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-a47e5b1b8ed8d2c4b2282e2b,exact_claim_id_link,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-57265c075e57b2718fa5d9cf,MECH-09,cog_2025_137163,staffing_count,2015,staffing_hypothesis_candidate,exact_claim_id_linked_direct_observation|staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-cc18074dd36224dd2dee85cb,unclear,db3b1bd9cfa61a78e15aa4a0a274dbdb449fe4147ad5c547f5a8b848b179fa57,784162,784160,12,429,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-231400a099e2c132be22b55d,exact_claim_id_link,salary_schedule_rate,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-9edba83cc34512305ab91304,MECH-04,cog_2025_212039,unclear,2022,growth_candidate,exact_claim_id_linked_direct_observation,direct manual source review,EXTRECON-e340f5b4fa41fa3ca7767ffe,unclear,6c3e50a59d8a09091d05f8a9afb7056e980f3e4bf24f1c19a7758962818ba0c8,8091,8090,2,3,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-ecc459dabcb759534e6c1bb9,event_linked_claim_pending,unclear,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-475dace5132d64161af29452,,cog_2025_109687,unclear,2026,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-c39462f33c7104dccdba74ca,unclear,35c96d0681e3961fb0aa4e5b28e91ae1a078a30e5034929d2efdc2512f181037,,,Licensed Practical Nurse,,856,html_table_1,,,retained_not_promoted_to_math,False
False,,EXTINGEST-f01e9d4bc75e868e07286d20,event_linked_claim_pending,not_applicable,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-d340fb1c26eabe3715f35725,,cog_2025_173206,not_applicable,2019,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,EXTRECON-0cb426b51deb3938f3efb2e2,unclear,f1c9b904f77308593cf797593fb8d9a04a1b86e69b0b0823903d9605c9abd966,105450,105443,100.00%,,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-adbac2dea45062598bbc274d,event_linked_claim_pending,not_applicable,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-8f4a662890d9e10b0329607d,,cog_2025_173206,not_applicable,2019,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,EXTRECON-ec2ba31d8f234cdbc8166be7,unclear,f1c9b904f77308593cf797593fb8d9a04a1b86e69b0b0823903d9605c9abd966,,,22.62%,,89,html_table_2535,,,retained_not_promoted_to_math,False
False,,EXTINGEST-5fa3ac7358ff903519fdcad1,exact_claim_id_link,not_applicable,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-0ca11fc758fbf430d7681848,MECH-08,cog_2025_212039,not_applicable,2020,implementation_confirmation_candidate,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,direct manual source review,EXTRECON-cc8acca4a81f52c7f14e9b12,unclear,4d196679c8e5fdf8fe4db4e2a2254d0f1d2577409e5a01d0f51c37338bc85d2c,14231,14227,"-92,",,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-ccb177dd8fd24f7643411dff,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-71cd20acea2f8c37b648bb60,,cog_2025_166270,staffing_count,2026,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-78bfde79dc38ada422aec903,unclear,9f4a93915039617f7a9f870f15c1e8efdb5e4e19ad30f2b44b9ca69138d9a3f6,,,33 DCYF – Residential Treatment Facilities,,20,html_table_40,,,retained_not_promoted_to_math,False
False,,EXTINGEST-18a340ddb044a719fad7ecc5,event_linked_claim_pending,unclear,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-ca61c79f031699c2b8987dc4,,cog_2025_170530,hourly_rate,undated-source-B4X2500LIVE-20260729-006401,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-e549a8047b0569abab235f43,unclear,40b493bb91fe39c3445fe1a7263517c53b1fa29d836a7e62a21332ea3335c4b7,,,"Environmental Conservation, Department of",,27,html_table_1,,,retained_not_promoted_to_math,False
False,,EXTINGEST-95163f6a61623e8368700022,exact_claim_id_link,unclear,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-ffbd214a8d172bbe4d1bf1fc,MECH-09,cog_2025_193508,unclear,2019,local_comparison_candidate,exact_claim_id_linked_direct_observation,direct manual source review,EXTRECON-2dbce70dd6fd65ecc1bcde0c,unclear,ba0dc2252e23bef00085b5c813f81d4c7d86717265aa6abc4d81b4d9a0405857,544191,544187,2016,219,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-9665e19bf1d0aabf8d61ee01,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-516be9dafa32112cac3f9e3d,,cog_2025_190414,staffing_count,2020,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-e4470b29193c4f7c628a470b,unclear,7db51d5360f6a43e7efcdc3bc3ccd71e4cd3337eccfa5f98f275fcb6f9fe7610,390649,390644,3.942,,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-d78bc7a80c86e59fb512debf,exact_claim_id_link,not_applicable,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-021f529ff24bf2e91f5fb507,MECH-08,cog_2025_204935,not_applicable,undated,implementation_confirmation_candidate,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,direct manual source review,EXTRECON-97723b501183924c82d1f67e,unclear,5d1821163bfb1ad80559d8a20d97ca793d626d74e9bdecf655bbe7955f1eb445,31852,31850,-2,,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-15a00b8c2fee9a496ff2643f,event_linked_claim_pending,unclear,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-407d384528df585ea7d9e5cc,,cog_2025_225518,unclear,2024,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-b575cad770cf453b29360e47,unclear,c4bd6bfc739e09aa96648a5bf818be14a42966e09a1c595abb2ec911970be36a,,,West Pleasant View CDP,,206,html_table_1,,,retained_not_promoted_to_math,False
False,,EXTINGEST-03e1a0cb9d1c46a3f223de0e,event_linked_claim_pending,benefit_component,,not_applicable,not_applicable,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-8411342ab06d41e5051fd023,,cog_2025_192100,benefit_contribution,undated-source-BRMGRS-20260802-d64ac3dd57e8d53aa665c2cc,total_compensation_candidate,total_compensation_component,direct manual source review,EXTRECON-6b56dda192544a0dc4697140,side_independent,0b45337d6e138304df00fb768e569a83eac4b0b502a3411ceb49c7b7f21cb94c,190227,190226,8,144,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-16f1670b79d15ef5e33492af,exact_claim_id_link,unclear,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-300031dedf3de9422a912fa0,MECH-09,cog_2025_162791,unclear,2024,local_comparison_candidate,exact_claim_id_linked_direct_observation,direct manual source review,EXTRECON-585011c5886e382c8be515b0,unclear,ad7980295175214669bf95762e8da838a49080594d00a74209aae97ab0b92d5f,322047,322043,2025,166,,,,,retained_not_promoted_to_math,False
