staffing_evidence_id,municipality,state,compensation_cycle_id,side,staffing_reduction_language,vacancy_language,recruitment_language,retention_language,minimum_staffing_language,overtime_response_language,outsourcing_language,consolidation_language,attrition_language,hiring_freeze_language,position_elimination_language,authorized_headcount_language,filled_headcount_language,pressure_direction,implementation_status,evidence_quality,bounded_evidence_excerpt,technical_lineage_id
STAFF-4d6fb981c8faa8f5030a286f,Bay,MI,2026,fire,,,,,,"tours of duty (72 hours) as a result of trades, overtime, etc., without a day (11 hours) of",,,,,,,,upward,negotiated_term,moderate,"tours of duty (72 hours) as a result of trades, overtime, etc., without a day (11 hours) of",WCM-83ef7480b2fbd1261338ae2a
STAFF-acd4dfd276cf59927f41e1af,Bay,MI,2026,fire,,"E When a Battalion Chief is absent, the vacancy shall be filled by a Captain.",,,,,,,,,,,,unclear,negotiated_term,moderate,"E When a Battalion Chief is absent, the vacancy shall be filled by a Captain.",WCM-7a6ba6007f9f26359fa6625f
STAFF-aef3e2ea21a6800b9e61f9d6,Bay,MI,2026,fire,,,,,,Section 13:6: Mandated Overtime 30,,,,,,,,upward,negotiated_term,moderate,Section 13:6: Mandated Overtime 30,WCM-3083b2fdb3a2b9b0d9557219
STAFF-5acedb336d0978d8a267e342,Butler,OH,undated-source-BRMGRS-20260802-5feb5a1c80793ddbf12b1d6d,fire,,,,"retains all rights and authority to determine job vacancies for Lieutenants,",,,,,,,,,,unclear,negotiated_term,moderate,"retains all rights and authority to determine job vacancies for Lieutenants,",WCM-71067187aab7afb6a946f212
STAFF-4e3c1df8940749a1032cc66b,Butler,OH,undated-source-BRMGRS-20260802-5feb5a1c80793ddbf12b1d6d,fire,,• Determine whether a job vacancy is filled;,,,,,,,,,,,,unclear,negotiated_term,moderate,• Determine whether a job vacancy is filled;,WCM-568c39bda518f6c2500c173e
STAFF-b9d929d9ee1eb9a2838dcb06,Butler,OH,undated-source-BRMGRS-20260802-5feb5a1c80793ddbf12b1d6d,fire,,"three (3) years from the date of abolishment, or should a vacancy occur",,,,,,,,,,,,unclear,negotiated_term,moderate,"three (3) years from the date of abolishment, or should a vacancy occur",WCM-f8fc90d10595fb00b7af5bf8
STAFF-495d7f9a0a6a5ae86fd8ac7a,Caledonia,OH,2016,fire,,vacancy the Employer shall first offer 12 consecutive hours of compensatory time,,,,,,,,,,,,downward,negotiated_term,moderate,vacancy the Employer shall first offer 12 consecutive hours of compensatory time,WCM-4a408bc7b681b805f122746d
STAFF-653d02bdd19dc95053a2dce2,Caledonia,OH,2016,fire,,,,,,Overtime shall be authorized any time the career firefighter strength is reduced below,,,,,,,,upward,negotiated_term,moderate,Overtime shall be authorized any time the career firefighter strength is reduced below,WCM-7cf8c8e0acc173dba57f369a
STAFF-357a8d68f3bbf05d1354997f,Caledonia,OH,2016,fire,,,,,,Overtime shall be authorized any time the career firefighter strength is reduced below,,,,,,,,upward,negotiated_term,moderate,Overtime shall be authorized any time the career firefighter strength is reduced below,WCM-1056837e0eb587dab0a916b6
STAFF-2c2357fa4cc9abf9b983f0c2,Caledonia,OH,2016,fire,,Any time a full shift vacancy occurs in a scheduled full-time Firefighter position and,,,,,,,,,,,,unclear,negotiated_term,moderate,Any time a full shift vacancy occurs in a scheduled full-time Firefighter position and,WCM-d296e096f05d77bb7af41f6b
STAFF-7beebd55a220cc9eee9b18ce,Webb,NY,2023,police,,,,,,4.2 Tentative Assignments and Overtime 4,,,,,,,,upward,negotiated_term,moderate,4.2 Tentative Assignments and Overtime 4,WCM-522d362231b8fc5b02ad0aa6
STAFF-4ca8eeb9f6c400355f0be352,Webb,NY,2023,police,,"Should there be a need to assign an officer or several officers to work additional hours due to a shift vacancy,",,,,,,,,,,,,mixed,negotiated_term,moderate,"Should there be a need to assign an officer or several officers to work additional hours due to a shift vacancy,",WCM-54d2257df6b02c4af6a9f924
STAFF-22e47378200c6d25e2b53c80,Webb,NY,2023,police,,,,,,4.2 Tentative Assignments and Overtime 4,,,,,,,,upward,negotiated_term,moderate,4.2 Tentative Assignments and Overtime 4,WCM-0fb716a1598a0362c25ed3bb
STAFF-a2f2c65b27bf5ad476a97ca0,Shelter Island,NY,2024,police,,,,,,shall be considered overtime pollee duty but the recall provision (Article,,,,,,,,upward,unclear_status,moderate,shall be considered overtime pollee duty but the recall provision (Article,WCM-ab10cd1c0041591525000a28
STAFF-cf47cd47f2f785bfee56466a,Shelter Island,NY,2024,police,,,,,,shall be considered overtime pollee duty but the recall provision (Article,,,,,,,,upward,unclear_status,moderate,shall be considered overtime pollee duty but the recall provision (Article,WCM-32fd70602e568e288bc72e09
STAFF-a77eb2954fb389855b6a1f72,Athens,OH,2024,unclear,,"operators will be assigned to day shift, except when a vacancy occurs on another",,,,,,,,,,,,mixed,negotiated_term,moderate,"operators will be assigned to day shift, except when a vacancy occurs on another",WCM-fa08fd7ce718ba010185049f
STAFF-795789906c964888b943da74,Elmira,NY,undated-source-BRMGRS-20260802-9cbb3d6a233bf5eeb6242528,unclear,,,,,,Corey Cooke resolution reporting the overtime for the Elmira Fire,,,,,,,,upward,negotiated_term,moderate,Corey Cooke resolution reporting the overtime for the Elmira Fire,WCM-a4303b0346c940c11006a6b6
STAFF-d8d41da097fa14ea38bf3f97,Elmira,NY,undated-source-BRMGRS-20260802-9cbb3d6a233bf5eeb6242528,unclear,,,,,,Joseph Duffy resolution reporting the overtime for the Elmira Fire,,,,,,,,upward,negotiated_term,moderate,Joseph Duffy resolution reporting the overtime for the Elmira Fire,WCM-0e5d05e480ce4c06fa357501
STAFF-5373ff08c83f2a9a21fbbe93,Elmira,NY,undated-source-BRMGRS-20260802-9cbb3d6a233bf5eeb6242528,unclear,,,,,,Corey Cooke resolution reporting the overtime for the Elmira Fire,,,,,,,,upward,negotiated_term,moderate,Corey Cooke resolution reporting the overtime for the Elmira Fire,WCM-7ffa04731778d51b499b0e4c
STAFF-4c3385f8103d383e4da4aaea,Elmira,NY,undated-source-BRMGRS-20260802-9cbb3d6a233bf5eeb6242528,unclear,,,,,,Joseph Duffy resolution reporting the overtime for the Elmira Fire,,,,,,,,upward,negotiated_term,moderate,Joseph Duffy resolution reporting the overtime for the Elmira Fire,WCM-e958c7e1dd1a5c335cf579e6
STAFF-6eeef9575be5bdd1ffeb4987,Clarendon,TX,2026,unclear,,,,,,the Federal Fair Labor Standards Act (FLSA) that provides overtime pay,,,,,,,,upward,unclear_status,moderate,the Federal Fair Labor Standards Act (FLSA) that provides overtime pay,WCM-6a8e5a48c3c6e4575185f3d2
STAFF-3811a5f6c8d30c1c04ffbbd7,Clarendon,TX,2026,unclear,,,,,,Exempt employees are not eligible to receive overtime pay.,,,,,,,,upward,unclear_status,moderate,Exempt employees are not eligible to receive overtime pay.,WCM-26bddb2b818d8cb5fd8f869d
STAFF-091a7e75c254b167aefa6b54,Clarendon,TX,2026,unclear,,,,,,"overtime, nor shall shift differential apply.",,,,,,,,upward,unclear_status,moderate,"overtime, nor shall shift differential apply.",WCM-b114c019ea9d6fb38eebc052
STAFF-e4554e294d512e2a0a1eec3d,Clarendon,TX,2026,unclear,,,,,,Exempt employees are not eligible to receive overtime pay.,,,,,,,,upward,unclear_status,moderate,Exempt employees are not eligible to receive overtime pay.,WCM-24189ed0ae6d898c6d46f44f
STAFF-3358c47b5c9d510f502fb720,Clarendon,TX,2026,unclear,,,,,,the Federal Fair Labor Standards Act (FLSA) that provides overtime pay,,,,,,,,upward,unclear_status,moderate,the Federal Fair Labor Standards Act (FLSA) that provides overtime pay,WCM-3b1bb8bcdc47bc3ce0ff26d7
STAFF-bd046441e917398482142720,Clarendon,TX,2026,unclear,,,Due to the difficulty in recruiting quality personnel and the need to encourage,,,,,,,,,,,unclear,unclear_status,moderate,Due to the difficulty in recruiting quality personnel and the need to encourage,WCM-8d8d6452df2c834b7079d74a
STAFF-a923dd919193239e0610549e,Clarendon,TX,2026,unclear,,,,,,"overtime, nor shall shift differential apply.",,,,,,,,upward,unclear_status,moderate,"overtime, nor shall shift differential apply.",WCM-00a4d643696f3bd85816928f
STAFF-dfb3c11cfe41199945ea509a,Medford,WI,undated-source-BRMGRS-20260802-c0aa47ec3971c9aeb2867f8f,police,,,,,,4.1 Overtime shall be paid at the rate of one and one-half (1-1/2) times the regular hourly,,,,,,,,upward,negotiated_term,moderate,4.1 Overtime shall be paid at the rate of one and one-half (1-1/2) times the regular hourly,WCM-054e690b7f19717290bc039a
STAFF-1bd8af6e678670977157c2a6,Medford,WI,undated-source-BRMGRS-20260802-c0aa47ec3971c9aeb2867f8f,police,,,,,,"Police Association) to work overtime, as noted above, shall give that officer",,,,,,,,upward,negotiated_term,moderate,"Police Association) to work overtime, as noted above, shall give that officer",WCM-826499f470b05405e960d2d9
STAFF-d13a69ba733c97ce96ab7ec5,Baxter,MN,2025,police,,,,,,"7.6 A change of shift does not qualify an employee for overtime under the provisions of this Article,",,,,,,,,upward,negotiated_term,moderate,"7.6 A change of shift does not qualify an employee for overtime under the provisions of this Article,",WCM-65c02b4e61c88c4ddc2314e8
STAFF-df4566c0ed17813630dc0336,Baxter,MN,2025,police,,,,,,supervisor and provided further switching is not used as the basis for a claim of overtime.,,,,,,,,upward,negotiated_term,moderate,supervisor and provided further switching is not used as the basis for a claim of overtime.,WCM-341812c26ccafd9ab21d3479
STAFF-ade3720e36fd402996b07628,Baxter,MN,2025,police,,,,,,supervisor and provided further switching is not used as the basis for a claim of overtime.,,,,,,,,upward,negotiated_term,moderate,supervisor and provided further switching is not used as the basis for a claim of overtime.,WCM-e308d6dc4677f4cc1dffd6fe
STAFF-9d725de94c7659b748c8d552,Baxter,MN,2025,police,,,,,,"7.6 A change of shift does not qualify an employee for overtime under the provisions of this Article,",,,,,,,,upward,negotiated_term,moderate,"7.6 A change of shift does not qualify an employee for overtime under the provisions of this Article,",WCM-945a8390e476b5e9c9090414
STAFF-973229a937a5167abbd02586,Wooster,OH,2021,fire,,,,,,have the right to schedule any overtime work as necessary and consistent with the requirements,,,,,,,,upward,negotiated_term,moderate,have the right to schedule any overtime work as necessary and consistent with the requirements,WCM-8597e93eb75baa1d180f2bcc
STAFF-1cb73dfdad2b2b3b17d33621,Wooster,OH,2021,fire,,,,Retention pay shall be paid in a lump sum payment which will be included in the,,,,,,,,,,upward,negotiated_term,moderate,Retention pay shall be paid in a lump sum payment which will be included in the,WCM-cc09548827a588c4a9c37f9f
STAFF-aab46ac96768fbcc3e5326be,Wooster,OH,2021,fire,,,,,,have the right to schedule any overtime work as necessary and consistent with the requirements,,,,,,,,upward,negotiated_term,moderate,have the right to schedule any overtime work as necessary and consistent with the requirements,WCM-91192d420dcdbee9a26769f4
STAFF-6f3043368b826754316d2da1,Wooster,OH,2021,unclear,,"vacancy, with the senior employee who has successfully completed Fire Officer I or Blue Card",,,,,,,,,,,,unclear,negotiated_term,moderate,"vacancy, with the senior employee who has successfully completed Fire Officer I or Blue Card",WCM-d29576398c092141c471f2af
STAFF-8aca017ce908d0630521e257,Wooster,OH,2021,fire,,,,,,"provided further, that such does not necessitate the payment of overtime in order to",,,,,,,,upward,negotiated_term,moderate,"provided further, that such does not necessitate the payment of overtime in order to",WCM-fb2bc081bcdaa4310e738270
STAFF-cedaaa3a28a85c8be19758e2,Wooster,OH,2021,fire,,,,,,"provided further, that such does not necessitate the payment of overtime in order to",,,,,,,,upward,negotiated_term,moderate,"provided further, that such does not necessitate the payment of overtime in order to",WCM-b751a67c2b78f61e84151c51
STAFF-7cb4e42359ccb635c1b615a2,Wooster,OH,2021,fire,,,,Retention pay shall be paid in a lump sum payment which will be included in the,,,,,,,,,,upward,negotiated_term,moderate,Retention pay shall be paid in a lump sum payment which will be included in the,WCM-192b29e0664bbfbe3d485f62
STAFF-299cd0f6f90d381b3ff69300,Wooster,OH,2021,unclear,,,,The Employer retains its rights to administer the Civil Service Laws of the City of,,,,,,,,,,neutral_or_procedural,negotiated_term,moderate,The Employer retains its rights to administer the Civil Service Laws of the City of,WCM-a98b6286a2a26bd0990cc20d
STAFF-ab382f52256047e471615248,Conewago,PA,2024,police,,,,,,"and any overtime pay, clothing allowance, etc.",,,,,,,,upward,negotiated_term,moderate,"and any overtime pay, clothing allowance, etc.",WCM-9417ad78206706713675a001
STAFF-459ba653029d243ae1c46925,Conewago,PA,2024,police,,,,,,"and any overtime pay, clothing allowance, etc.",,,,,,,,upward,negotiated_term,moderate,"and any overtime pay, clothing allowance, etc.",WCM-7b180562f7261804df407710
STAFF-d74c28787427bd81fc5e8511,Conewago,PA,2024,police,"to hire, layoff, recall, transfer, promote, demote, retrain, reprimand, or fill (or not fill) a vacancy in positions;","to hire, layoff, recall, transfer, promote, demote, retrain, reprimand, or fill (or not fill) a vacancy in positions;",,,,,,,,,,,,downward,negotiated_term,moderate,"to hire, layoff, recall, transfer, promote, demote, retrain, reprimand, or fill (or not fill) a vacancy in positions;",WCM-33b0ec28628c14869d807d04
STAFF-5f7fe610bc1ba096b83bac46,Conewago,PA,2024,police,,,,,,"walk out, slow down, sit-in, collective refusal to work overtime, cessation or stoppage or interruption of work,",,,,,,,,upward,negotiated_term,moderate,"walk out, slow down, sit-in, collective refusal to work overtime, cessation or stoppage or interruption of work,",WCM-08410d2e7c2215302984d58f
STAFF-929e75bf1936a04327659930,Conewago,PA,2024,police,,,,,,"and any overtime pay, clothing allowance, etc.",,,,,,,,upward,negotiated_term,moderate,"and any overtime pay, clothing allowance, etc.",WCM-83f001d17241a62f2935026c
STAFF-b9d0655a0a708c92cf5b05ab,Conewago,PA,2024,police,,,,,,"walk out, slow down, sit-in, collective refusal to work overtime, cessation or stoppage or interruption of work,",,,,,,,,upward,negotiated_term,moderate,"walk out, slow down, sit-in, collective refusal to work overtime, cessation or stoppage or interruption of work,",WCM-efd15c1bf6bca32be75d3e75
STAFF-0a3a6523c80ac1af560b2290,Baxter,MN,2025,police,,,,,,"In computing overtime compensation, overtime hours shall not be pyramided, compounded or",,,,,,,,upward,negotiated_term,moderate,"In computing overtime compensation, overtime hours shall not be pyramided, compounded or",WCM-efe618fe304fb2c049d4f67b
STAFF-358d37a53fc7cc133513140b,Baxter,MN,2025,police,,,,,,"In computing overtime compensation, overtime hours shall not be pyramided, compounded or",,,,,,,,upward,negotiated_term,moderate,"In computing overtime compensation, overtime hours shall not be pyramided, compounded or",WCM-255398f588953ce252307663
STAFF-6a8a3ece90da4fccecff6b32,Warren,OH,2019,police,,Permanent - Whenever it is detennined that there is a permanent vacancy in the classification of Captain,,,,,,,,,,,,mixed,negotiated_term,moderate,Permanent - Whenever it is detennined that there is a permanent vacancy in the classification of Captain,WCM-68d9b597df65710f51381613
STAFF-00b26b6af635af6fc5692372,Warren,OH,2019,police,,,,,,Section 3: All paid hours shall be considered as active status for the calculation of overtime,,,,,,,,upward,negotiated_term,moderate,Section 3: All paid hours shall be considered as active status for the calculation of overtime,WCM-0c8c4684ee05fdb14790b601
STAFF-4070add98027052be85d9345,Warren,OH,2019,police,,,,,,Section 3: All paid hours shall be considered as active status for the calculation of overtime,,,,,,,,upward,negotiated_term,moderate,Section 3: All paid hours shall be considered as active status for the calculation of overtime,WCM-1c075214a3189bd51ee5680f
STAFF-114ec49ce93188e5bd4b2a7f,Bedford,OH,2020,unclear,,this Contract and the City determines that a vacancy exists and should be filled on a,,,,,,,,,,,,mixed,negotiated_term,moderate,this Contract and the City determines that a vacancy exists and should be filled on a,WCM-c8e998bd12a7ff397d91ddc8
STAFF-7329f8752b317c775b3ff9ef,Bedford,OH,2020,unclear,,"temporary transfer shall not exceed thirty (30) working days, except (1) to fill a vacancy",,,,,,,,,,,,mixed,negotiated_term,moderate,"temporary transfer shall not exceed thirty (30) working days, except (1) to fill a vacancy",WCM-7144960e7cf4e4a113761590
STAFF-692f75370c450c6f49aa9366,Bloomfield,MI,2026,non_safety,,,,,,No overtime or premium pay shall be paid.,,,,,,,,upward,negotiated_term,moderate,No overtime or premium pay shall be paid.,WCM-1747223b65ae54fbd4469f93
STAFF-70bbbbf2bc981ef6bed51c26,Bloomfield,MI,2026,non_safety,,,,,,No overtime or premium pay shall be paid.,,,,,,,,upward,negotiated_term,moderate,No overtime or premium pay shall be paid.,WCM-de7247df91768810fef660b1
STAFF-268a7448a693f518befb8123,Bloomfield,MI,2026,non_safety,,,,,,"However, under no circumstances shall overtime",,,,,,,,upward,negotiated_term,moderate,"However, under no circumstances shall overtime",WCM-fd6716b749aaa4bc5b0293a3
STAFF-f7f3a6e95cd5a8ea6fb324ce,Bloomfield,MI,2026,non_safety,,,,,,"However, under no circumstances shall overtime",,,,,,,,upward,negotiated_term,moderate,"However, under no circumstances shall overtime",WCM-b5dfc0e181228158418e0261
STAFF-8f61b159b86f6843355942c2,Morgan,IN,undated-source-BRMGRS-20260802-7b75046536a18e3052ca5424,non_safety,,,,,,added to the overtime line item.,,,,,,,,upward,unclear_status,moderate,added to the overtime line item.,WCM-e7f9483aaa44c6aac7e2acd0
STAFF-b72857e7d6fd5c5a79d48f05,Morgan,IN,undated-source-BRMGRS-20260802-7b75046536a18e3052ca5424,non_safety,,,,,,"additional monies that would be for overtime, which would be in excess of the 4%.",,,,,,,,upward,unclear_status,moderate,"additional monies that would be for overtime, which would be in excess of the 4%.",WCM-f0ae41bf95d26f619824a6cc
STAFF-9725507166393f8dd19bcb57,Morgan,IN,undated-source-BRMGRS-20260802-7b75046536a18e3052ca5424,non_safety,,,,,,added to the overtime line item.,,,,,,,,upward,unclear_status,moderate,added to the overtime line item.,WCM-70c798704bec3a0dbf3347b8
STAFF-955f6f99e2d0f6f46befc415,Morgan,IN,undated-source-BRMGRS-20260802-7b75046536a18e3052ca5424,non_safety,,,,,,request for overtime at your second reading.,,,,,,,,upward,unclear_status,moderate,request for overtime at your second reading.,WCM-35794d534fe51c953ab6d9a3
STAFF-4b104c5ce34de57a43f4cdc1,Morgan,IN,undated-source-BRMGRS-20260802-7b75046536a18e3052ca5424,non_safety,,,,,,"additional monies that would be for overtime, which would be in excess of the 4%.",,,,,,,,upward,unclear_status,moderate,"additional monies that would be for overtime, which would be in excess of the 4%.",WCM-8ae6e86d60f73bc2fd14880f
STAFF-c09276ad424220f68632e9c0,Morgan,IN,undated-source-BRMGRS-20260802-7b75046536a18e3052ca5424,non_safety,,,,,,request for overtime at your second reading.,,,,,,,,upward,unclear_status,moderate,request for overtime at your second reading.,WCM-c5f4a3598ebfec5cbb90a3f5
STAFF-36cbb5923ade959d87031109,Belle Plaine,MN,undated-source-BRMGRS-20260802-ef72e06df6f3d8d1220d52ad,police,,,,,,3.8 OVERTIME: Work performed at the express authorization of the employer or the,,,,,,,,upward,negotiated_term,moderate,3.8 OVERTIME: Work performed at the express authorization of the employer or the,WCM-15faab1f719e5cd3cc1b2e20
