technical_lineage_id,source_span_lineage_id,municipality,state,region,source_family,source_title,source_url,mechanism_class,side,bounded_evidence_excerpt,claim_boundary,structure_type,table_identity,row_column_labels,step_rank_grade_label,effective_period,structured_value_elements,formula_text,caps_floors,fake_scalar_created
WCM-2b6d755cb59de8d7e88ea5e8,WCRS-988ea6df5985f2106ebc32b0,Hamburg,NJ,Northeast,other_local_government_pay_policy,"Ordinance #04-2022 Fixing the Salaries of Certain Officials, Officers and Employees of the Borough of Hamburg",https://hamburgnj.org/wp-content/documents/ordinances/2022/Ordinance%2004-2022.pdf,non_base_compensation,unclear,SECTION 4.) The minimum and maximum stipend allowance range for each position in,mechanism_only,range_min_max,,,,2022,"[""4""]",,,false
WCM-ab09035baeeced12b35a2af3,WCRS-2ee00bfff6a464ecd864af42,Cornwall,NY,Northeast,arbitration_award,PERB Arbitration Award (Town of Cornwall vs. Town of Cornwall Police Benevolent Association) — salary provisions and duration,https://perb.ny.gov/system/files/documents/2024/03/ia83-009-award-12-12-83.pdf,across_the_board_raise,police,"$153.61 in July, 1983, an increase of 94%.",repair_needed,percentage,,,,2024,"[""$153.61"", ""1983,"", ""94%""]",,,false
WCM-804b77ccc7e2cfd054ec9e47,WCRS-9675a6814e91a4f6a1810919,Freedom,WI,Midwest,wage_schedule,TOWN OF FREEDOM WAGE SCALE FOR 2025,https://townoffreedomocwi.gov/documents/753/4-23-2025_Town_Board_Full_Packet.pdf,across_the_board_raise,unclear,A cost of living adjustment between 1% and 3% shall be applied across the wage scale each year.,repair_needed,percentage,,,,2025,"[""1%"", ""3%""]",,,false
WCM-d6cf1e75f4203f6c996909a7,WCRS-3816e40c74457fa53ed21440,Freedom,WI,Midwest,wage_schedule,TOWN OF FREEDOM WAGE SCALE FOR 2025,https://townoffreedomocwi.gov/documents/753/4-23-2025_Town_Board_Full_Packet.pdf,across_the_board_raise,unclear,Any reported CPI figure falling between 1% and 3% will be the actual CPI adjustment.,repair_needed,percentage,,,,2025,"[""1%"", ""3%""]",Any reported CPI figure falling between 1% and 3% will be the actual CPI adjustment.,,false
WCM-26b479256ab361f51429a523,WCRS-f596a872a4f081f39f3f5b8d,Watkins Glen,NY,Northeast,mou_or_memorandum,"Police Benevolent PBA MOA (Memorandum of Agreement) — Successor CBA period June 1, 2020 through May 31, 2024",https://watkinsglen.us/pdf/minutes/197_pdf.pdf,across_the_board_raise,police,- 5/31/21 – 3% increase to salary schedule at each step*,repair_needed,annual_salary,,,,2020,"[""5"", ""31"", ""21"", ""3%""]",,,false
WCM-40cc1dc05767ea17ec02765f,WCRS-e72716907bb3bc2c7fffec39,Watkins Glen,NY,Northeast,mou_or_memorandum,"Police Benevolent PBA MOA (Memorandum of Agreement) — Successor CBA period June 1, 2020 through May 31, 2024",https://watkinsglen.us/pdf/minutes/197_pdf.pdf,across_the_board_raise,police,"- 6/1/22 - $0.40 adjustment at each step, plus 3% increase at each step",repair_needed,percentage,,,,2020,"[""6"", ""1"", ""22"", ""$0.40"", ""3%""]",,,false
WCM-b93ad4b95aa733c6a195d1eb,WCRS-29a989ca52779316a0312b3a,Watkins Glen,NY,Northeast,mou_or_memorandum,"Police Benevolent PBA MOA (Memorandum of Agreement) — Successor CBA period June 1, 2020 through May 31, 2024",https://watkinsglen.us/pdf/minutes/197_pdf.pdf,across_the_board_raise,police,- 6/1/23 – 3% increase at each step,repair_needed,percentage,,,,2020,"[""6"", ""1"", ""23"", ""3%""]",,,false
WCM-25347dbb7da87686e64d3af7,WCRS-bed2b751f553d425a13eef33,Lysander,NY,Northeast,cba,COLLECTIVE BARGAINING AGREEMENT (Teamsters Local Union 317),https://legacy.townoflysander.org/sites/default/files/Union%20contract%20Final%20Version%20090821.pdf,non_base_compensation,unclear,and /or weekly overtime if within the regular schedule of the Steward.,mechanism_only,weekly,,,,,[],,,false
WCM-9d47bbb61220e0332ab6ffcf,WCRS-99894d8b6b64907fc8d27112,Lysander,NY,Northeast,cba,COLLECTIVE BARGAINING AGREEMENT (Teamsters Local Union 317),https://legacy.townoflysander.org/sites/default/files/Union%20contract%20Final%20Version%20090821.pdf,across_the_board_raise,unclear,2021 – All full-time employees will receive a 6.0% pay increase and all part time employees will,repair_needed,percentage,SECTION 2 – WAGES,,,2021,"[""2021"", ""6.0%""]",,,false
WCM-cbbbe265e6fd5572f2d60080,WCRS-783111fa2bc46752c2095188,Lysander,NY,Northeast,cba,COLLECTIVE BARGAINING AGREEMENT (Teamsters Local Union 317),https://legacy.townoflysander.org/sites/default/files/Union%20contract%20Final%20Version%20090821.pdf,across_the_board_raise,unclear,receive a 6.25% increase exclusive of the Town Engineer position which will receive a 2.5%,repair_needed,percentage,SECTION 2 – WAGES,,,,"[""6.25%"", ""2.5%""]",,,false
WCM-5ddb7880587b2b43f3281d73,WCRS-5c8f8a4129fcaad6edde574c,Lysander,NY,Northeast,cba,COLLECTIVE BARGAINING AGREEMENT (Teamsters Local Union 317),https://legacy.townoflysander.org/sites/default/files/Union%20contract%20Final%20Version%20090821.pdf,across_the_board_raise,unclear,receive a 6.25% increase exclusive of the Town Engineer position which will receive a 2.5% increase and Justice Clerks which will receive pay increases listed in Appendix A.,repair_needed,percentage,SECTION 2 – WAGES,,,,"[""6.25%"", ""2.5%""]",,,false
WCM-0a7eff9ca10bd71612d44778,WCRS-2521dac8edf2a1032121baf7,Lysander,NY,Northeast,cba,COLLECTIVE BARGAINING AGREEMENT (Teamsters Local Union 317),https://legacy.townoflysander.org/sites/default/files/Union%20contract%20Final%20Version%20090821.pdf,retroactivity_implementation,unclear,"2022 – Effective January 1, 2022 all employees shall receive a 2.5% increase exclusive of the",repair_needed,percentage,,,,2022,"[""2022"", ""1,"", ""2022"", ""2.5%""]",,,false
WCM-8c063e88dce26a4dbb96db39,WCRS-578205a2af907ce1c6930b00,Lysander,NY,Northeast,cba,COLLECTIVE BARGAINING AGREEMENT (Teamsters Local Union 317),https://legacy.townoflysander.org/sites/default/files/Union%20contract%20Final%20Version%20090821.pdf,retroactivity_implementation,unclear,"2023 – Effective January 1, 2023 all employees shall receive a 2.5% increase exclusive of the",repair_needed,percentage,,,,2023,"[""2023"", ""1,"", ""2023"", ""2.5%""]",,,false
WCM-f42b1c010127be1bca8c5269,WCRS-e5eb10916efc828119ddd4ba,Lysander,NY,Northeast,cba,COLLECTIVE BARGAINING AGREEMENT (Teamsters Local Union 317),https://legacy.townoflysander.org/sites/default/files/Union%20contract%20Final%20Version%20090821.pdf,across_the_board_raise,unclear,The wage schedule in Appendix A applies to all employee titles currently in the bargaining unit.,repair_needed,table_or_formula,,,,,[],,,false
WCM-5ea489ee8f2d073a480f99a7,WCRS-6c29e03706f6ac3a854eb4d0,East Jordan,MI,Midwest,wage_schedule,"Agreement Between City of East Jordan (Police Unit) and TEAMSTERS STATE, COUNTY AND MUNICIPAL WORKERS Local 214 (Police Unit)",https://archive.lib.msu.edu/LIR/contracts/c4696.pdf,across_the_board_raise,police,APPENDIX (WAGE SCHEDULE) 36,mechanism_only,table_or_formula,SIGNATURE PAGE 35,,,,"[""36""]",,,false
WCM-37d6b4b2a8cbb53c91f03393,WCRS-8dd0a988592f3245aaf88b4c,Nimishillen,OH,Midwest,cba,NEGOTIATED CONTRACT BETWEEN NIMISHILLEN TOWNSHIP BOARD OF TRUSTEES & UTILITY WORKERS UNION OF AMERICA AFL-CIO LOCAL 578-A,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2022/22-MED-04-0486.pdf,across_the_board_raise,unclear,"I, 2023: The Road Department employees will receive 4% increase.",repair_needed,percentage,,,,2023,"[""2023"", ""4%""]",,,false
WCM-ef273325661dbff4a451dabd,WCRS-2d3911c626fedb496279c3a5,Nimishillen,OH,Midwest,cba,NEGOTIATED CONTRACT BETWEEN NIMISHILLEN TOWNSHIP BOARD OF TRUSTEES & UTILITY WORKERS UNION OF AMERICA AFL-CIO LOCAL 578-A,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2022/22-MED-04-0486.pdf,across_the_board_raise,unclear,"I, 2024: The Road Department employees will receive 4% increase.",repair_needed,percentage,,,,2024,"[""2024"", ""4%""]",,,false
WCM-ee831d192738612eb769ef85,WCRS-225be77a806bea87264a37b6,Huron charter,MI,Midwest,wage_schedule,Police Chief Contract (Salary/Fringe Benefit Recommendation Summary) — Document Center file (1 page),https://hurontownshipmi.civicweb.net/document/10121,across_the_board_raise,police,Mike Glaab 5% increase inc.,repair_needed,percentage,,,,,"[""5%""]",,,false
WCM-e3def19c48efc7f2c845a664,WCRS-dbbd022a275d52ea87940d95,Huron charter,MI,Midwest,wage_schedule,Police Chief Contract (Salary/Fringe Benefit Recommendation Summary) — Document Center file (1 page),https://hurontownshipmi.civicweb.net/document/10121,across_the_board_raise,police,by CPI inc.,mechanism_only,table_or_formula,,,,,[],by CPI inc.,,false
WCM-bc22b2263859b274397b1c13,WCRS-89ff4a6873a7a16fbab690f7,Huron charter,MI,Midwest,wage_schedule,Police Chief Contract (Salary/Fringe Benefit Recommendation Summary) — Document Center file (1 page),https://hurontownshipmi.civicweb.net/document/10121,across_the_board_raise,police,by CPI inc.,mechanism_only,table_or_formula,,,,,[],by CPI inc.,,false
WCM-39e64de6112fb1253cd32596,WCRS-df1db0f6a269e6349a192fe3,Huron charter,MI,Midwest,wage_schedule,Police Chief Contract (Salary/Fringe Benefit Recommendation Summary) — Document Center file (1 page),https://hurontownshipmi.civicweb.net/document/10121,across_the_board_raise,police,by CPI inc.,mechanism_only,table_or_formula,,,,,[],by CPI inc.,,false
WCM-4886d6b147f2dd24e6d1fd69,WCRS-701823b98297a537d2115496,Bainbridge,OH,Midwest,cba,"Collective Bargaining Agreement between Bainbridge Township (Geauga County) and IAFF, Local 5390",https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2022/22-MED-10-1114.pdf,step_schedule_seniority,unclear,employees in the same rank and pay grade as defined in this Agreement.,mechanism_only,pay_grade,,,,2022,[],,,false
WCM-c4320c1184eb1233aaeedcc0,WCRS-c38e5bed3cc817138f711590,Bainbridge,OH,Midwest,cba,"Collective Bargaining Agreement between Bainbridge Township (Geauga County) and IAFF, Local 5390",https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2022/22-MED-10-1114.pdf,step_schedule_seniority,unclear,"a different pay grade level after April 1, 2017 shall be paid in accordance with Appendix A.",repair_needed,pay_grade,Section 1. The pay grades and annual salaries for all employees covered by this Agreement,,,2017,"[""1,"", ""2017""]",,,false
WCM-f2c056e1ef62c9327ac6ae5d,WCRS-44e84f35cb6ffff684e0814d,Bainbridge,OH,Midwest,cba,"Collective Bargaining Agreement between Bainbridge Township (Geauga County) and IAFF, Local 5390",https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2022/22-MED-10-1114.pdf,across_the_board_raise,unclear,full-time Firefighter shall receive an increase of 5.0% to their base wage.,repair_needed,percentage,Section 1. The pay grades and annual salaries for all employees covered by this Agreement,,,2022,"[""5.0%""]",,,false
WCM-2fc628957f04846205c78be8,WCRS-92d0d586eda401ee25f64f57,Bainbridge,OH,Midwest,cba,"Collective Bargaining Agreement between Bainbridge Township (Geauga County) and IAFF, Local 5390",https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2022/22-MED-10-1114.pdf,across_the_board_raise,unclear,"after January 1, 2024, each full-time Firefighter shall receive an additional increase of 4.0% to",repair_needed,percentage,Section 1. The pay grades and annual salaries for all employees covered by this Agreement,,,2024,"[""1,"", ""2024,"", ""4.0%""]",,,false
WCM-e2cb3d7a6b959244ae4ce004,WCRS-9ff4454a4babdd44f5779ff7,Bainbridge,OH,Midwest,cba,"Collective Bargaining Agreement between Bainbridge Township (Geauga County) and IAFF, Local 5390",https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2022/22-MED-10-1114.pdf,across_the_board_raise,unclear,shall receive an additional 3.0% increase to their base wage.,repair_needed,percentage,Section 1. The pay grades and annual salaries for all employees covered by this Agreement,,,2022,"[""3.0%""]",,,false
WCM-be044c896ccecc28f7383353,WCRS-96b21174c43860de0b9327de,Bainbridge,OH,Midwest,cba,"Collective Bargaining Agreement between Bainbridge Township (Geauga County) and IAFF, Local 5390",https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2022/22-MED-10-1114.pdf,other_pay_setting_mechanism,non_safety,"Probationary Firefighter E: 6 months minimum Probationary Firefighter F: 6 months minimum Advancement to a higher pay grade shall be based upon the recommendation of the Fire Chief,",mechanism_only,pay_grade,Section 2. Employees will be required to serve the following minimum time in each pay,,,2022,"[""6"", ""6""]",,,false
WCM-846f39dab5a0b6cc2ab8d213,WCRS-acf5bb3c39d8d5df206bf2a7,Bainbridge,OH,Midwest,cba,"Collective Bargaining Agreement between Bainbridge Township (Geauga County) and IAFF, Local 5390",https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2022/22-MED-10-1114.pdf,across_the_board_raise,unclear,shall receive an increase of twelve percent (12%) over their pay grade.,claim_ready,percentage,"Section 4. Upon promotion to the Lieutenant classification, the newly promoted Lieutenant",,,2022,"[""12%""]",,,false
WCM-f62e758563f9cb6ba93afd39,WCRS-c72ee7d5cca8a96d4d8d74e0,Bath,OH,Midwest,cba,"Collective Bargaining Agreement (Dispatchers) — Bath Township Trustees and Fraternal Order of Police, Ohio Labor Council, Inc. (SERB Case No. 2023-MI3D-08-0582)",https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2023/23-MED-08-0582.pdf,non_base_compensation,police,to determine the necessity to schedule overtime and the amount required thcrcoJ;,mechanism_only,table_or_formula,,,,2023,[],,,false
WCM-484831477ce1d98c17ecd2e1,WCRS-6e9313c8f96cf31d0cd1c5c4,Dandridge,TN,South,budget_or_pay_plan,06-11-24 BMA Minutes (Annual Budget adopting FY with employee raise/pay-scale revision; includes Police line item bonuses and budget context),https://dandridgetn.gov/wp-content/uploads/2024/07/06-11-24-BMA-Minutes.pdf,across_the_board_raise,police,"o Includes 5% raise or pay-scale revision for employees, whichever is the larger of the two ($236,000",repair_needed,percentage,,,,2024,"[""5%"", ""$236,000""]",,,false
WCM-f3863c210758c5a3b3ddfd63,WCRS-c90f7fc746b4290159e54217,New Holstein,WI,Midwest,wage_schedule,Committee of the Whole Meeting Minutes (2/21/2024) — amended 2024 Wage Schedule sent to Council for approval,https://cityofnewholstein.org/wp-content/uploads/2024/03/Committee-of-the-Whole-Minutes-2212024.pdf,across_the_board_raise,unclear,Peltier presented an amended 2024 Wage Schedule that was updated to reflect the Committee of the,mechanism_only,table_or_formula,NEW BUSINESS:,,,2024,"[""2024""]",,,false
WCM-7f828529d4b6518d75a2bf99,WCRS-c1928712100d211a9929c629,New Holstein,WI,Midwest,wage_schedule,Committee of the Whole Meeting Minutes (2/21/2024) — amended 2024 Wage Schedule sent to Council for approval,https://cityofnewholstein.org/wp-content/uploads/2024/03/Committee-of-the-Whole-Minutes-2212024.pdf,across_the_board_raise,unclear,"made by Mosier, seconded Schermetzler, and carried to send the amended 2024 Wage Schedule to",mechanism_only,table_or_formula,NEW BUSINESS:,,,2024,"[""2024""]",,,false
WCM-4d4e8f47835447b3a252b56e,WCRS-255f53097fafd66c032b4fe5,Jamestown,IN,Midwest,salary_ordinance,"Ordinance 2024-01 (2024 Salary Ordinance) — Salaries, Wages and Benefits of all employees and elected officials",https://in.gov/towns/jamestown/files/Ordinance-2024-01-2024-Salary-Ordinance-CLEAN.pdf,across_the_board_raise,unclear,Minimum $13.00 per hour/ Maximum $19.00 per/hour.,repair_needed,hourly,ARTICLE V:,,,2024,"[""$13.00"", ""$19.00""]",,,false
WCM-d97da029326df3f26047c544,WCRS-c65f6d875a3ea6b061077583,Jamestown,IN,Midwest,salary_ordinance,"Ordinance 2024-01 (2024 Salary Ordinance) — Salaries, Wages and Benefits of all employees and elected officials",https://in.gov/towns/jamestown/files/Ordinance-2024-01-2024-Salary-Ordinance-CLEAN.pdf,across_the_board_raise,unclear,The salary of the part time help for the Town of Jamestown will be Minimum $10.00 per hour/,repair_needed,hourly,ARTICLE VIII:,,,2024,"[""$10.00""]",,,false
WCM-d52272ead51694901fa10c94,WCRS-bf2a08c08eda64a08d456270,Jamestown,IN,Midwest,salary_ordinance,"Ordinance 2024-01 (2024 Salary Ordinance) — Salaries, Wages and Benefits of all employees and elected officials",https://in.gov/towns/jamestown/files/Ordinance-2024-01-2024-Salary-Ordinance-CLEAN.pdf,across_the_board_raise,unclear,Maximum $18.00 per hour.,repair_needed,hourly,ARTICLE VIII:,,,2024,"[""$18.00""]",,,false
WCM-8304f9383a7ef770375a0d41,WCRS-0c462e2bb622d34d281d6e93,Liberty,OH,Midwest,cba,Collective Bargaining Agreement (Liberty Township Police Department) - Ohio Patrolmen's Benevolent Association (OPBA),https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2023/23-MED-10-1015.pdf,across_the_board_raise,police,"The top wage rate will increase by 3% January 1, 2025 to $31.11 and by 3% on January 1, 2026 to",repair_needed,percentage,,,,2025,"[""3%"", ""1,"", ""2025"", ""$31.11"", ""3%"", ""1,"", ""2026""]",,,false
WCM-36700fa06df16c89c50ca5f4,WCRS-63806d057ea1c3b425195e6b,Liberty,OH,Midwest,cba,Collective Bargaining Agreement (Liberty Township Police Department) - Ohio Patrolmen's Benevolent Association (OPBA),https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2023/23-MED-10-1015.pdf,across_the_board_raise,police,step advancement (i.e.,mechanism_only,step_schedule,,,,2023,[],,,false
WCM-c8ce9aa541243a8d37f92c36,WCRS-1858d7fa6bf46b80f2318142,Liberty,OH,Midwest,cba,Collective Bargaining Agreement (Liberty Township Police Department) - Ohio Patrolmen's Benevolent Association (OPBA),https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2023/23-MED-10-1015.pdf,across_the_board_raise,police,Wage Schedule Administration/Advanced Placement on Schedule.,mechanism_only,table_or_formula,Section 2.,,,2023,[],,,false
WCM-f798a771c5bcc8b5b2c8f7ec,WCRS-820d91225d2ba225f36363a3,Village of Grosse Pointe Shores,MI,Midwest,mou_or_memorandum,Signed and Sealed 2021 (#37) — Grosse Pointe Shores Public Safety Officers Association,https://poam.net/signed-and-sealed/signed-sealed-2021,across_the_board_raise,unclear,2022: +3% wage increase,repair_needed,percentage,,,,2022,"[""2022"", ""3%""]",,,false
