technical_lineage_id,source_span_lineage_id,municipality,state,region,source_family,source_title,source_url,mechanism_class,side,bounded_evidence_excerpt,claim_boundary,compensation_cycle_id,period_start,period_end,period_label,period_source,period_confidence,period_caveats,conflicting_period_flag
WCM-47d235b627a12b51694cddbf,WCRS-0b341c085b38cd2101723c3d,Lathrup Village,MI,Midwest,budget_or_pay_plan,Personnel Manual of Employment Regulations (City of Lathrup Village) - Article 3: Compensation Policy,https://mccmeetingspublic.blob.core.usgovcloudapi.net/lathrupmi-meet-431cb73919ab49d8b84da31ac018fb54/ITEM-Attachment-001-c14a7f90742044ee919d2d82a1ddd1ec.pdf,budget_pay_plan,unclear,It is the policy of the City to fill vacancies whenever possible by promotion from within.,supporting_example_ready,undated-source-B4X2500LIVE-20260729-000440,,,,source_level_identifier_only,low,missing explicit period,false
WCM-88a71acbd6095723f15b28ec,WCRS-86177144650662bc9adaa081,Lambertville,NJ,Northeast,cba,COLLECTIVE BARGAINING AGREEMENT Between CITY OF LAMBERTVILLE and HUNTERDON COUNTY POLICEMEN'S BENEVOLENT ASSOCIATION LOCAL NO. 188,https://lambertvillenj.org/government/documents/forms-documents/labor-agreements/1852-pba-contract-2022-2025/file,strike_no_strike_dispute_process,police,NO STRIKE OR LOCKOUT ...........................................,claim_ready,2022,2022,2022,2022,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-aa98c2cb4ea458716cd56de8,WCRS-f35ebc54b712528cf8e0e2d6,Lambertville,NJ,Northeast,cba,COLLECTIVE BARGAINING AGREEMENT Between CITY OF LAMBERTVILLE and HUNTERDON COUNTY POLICEMEN'S BENEVOLENT ASSOCIATION LOCAL NO. 188,https://lambertvillenj.org/government/documents/forms-documents/labor-agreements/1852-pba-contract-2022-2025/file,non_base_compensation,police,"Thus, no overtime",mechanism_only,2022,2022,2022,2022,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-bb5a98cf6ef54616625a2ea8,WCRS-7450ea9d0f0eaa6530125fb1,Lambertville,NJ,Northeast,cba,COLLECTIVE BARGAINING AGREEMENT Between CITY OF LAMBERTVILLE and HUNTERDON COUNTY POLICEMEN'S BENEVOLENT ASSOCIATION LOCAL NO. 188,https://lambertvillenj.org/government/documents/forms-documents/labor-agreements/1852-pba-contract-2022-2025/file,non_base_compensation,police,Educational incentive will be added to the base salmy.,mechanism_only,2022,2022,2022,2022,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-4806988526470acc33f1932d,WCRS-867a7eefe164804dde880e1b,Lambertville,NJ,Northeast,cba,COLLECTIVE BARGAINING AGREEMENT Between CITY OF LAMBERTVILLE and HUNTERDON COUNTY POLICEMEN'S BENEVOLENT ASSOCIATION LOCAL NO. 188,https://lambertvillenj.org/government/documents/forms-documents/labor-agreements/1852-pba-contract-2022-2025/file,step_schedule_seniority,police,"the rank of Corporal at $1,500 per annum above the salary such officer receives in the",repair_needed,2022,2022,2022,2022,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-c4a1b78d0eeb3e344a88f6d4,WCRS-1a5e75f41097c5ed79c15b39,Lambertville,NJ,Northeast,cba,COLLECTIVE BARGAINING AGREEMENT Between CITY OF LAMBERTVILLE and HUNTERDON COUNTY POLICEMEN'S BENEVOLENT ASSOCIATION LOCAL NO. 188,https://lambertvillenj.org/government/documents/forms-documents/labor-agreements/1852-pba-contract-2022-2025/file,step_schedule_seniority,police,"guide at their respective step and or rank, provided that the base salary for Sergeant 1st class shall remain a flat sum of $2,500 in addition to the base salary such officer receives in the step guide",repair_needed,2022,2022,2022,2022,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-904204c48babd7b37eaae931,WCRS-8cdf5a4e6d8e3300a6b40440,Lambertville,NJ,Northeast,cba,COLLECTIVE BARGAINING AGREEMENT Between CITY OF LAMBERTVILLE and HUNTERDON COUNTY POLICEMEN'S BENEVOLENT ASSOCIATION LOCAL NO. 188,https://lambertvillenj.org/government/documents/forms-documents/labor-agreements/1852-pba-contract-2022-2025/file,non_base_compensation,police,EDUCATIONAL INCENTIVE,mechanism_only,2022,2022,2022,2022,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-0a86fc65f8d4daa5ddf1f516,WCRS-9d50a45cd521cac8dfc3cde9,Lambertville,NJ,Northeast,cba,COLLECTIVE BARGAINING AGREEMENT Between CITY OF LAMBERTVILLE and HUNTERDON COUNTY POLICEMEN'S BENEVOLENT ASSOCIATION LOCAL NO. 188,https://lambertvillenj.org/government/documents/forms-documents/labor-agreements/1852-pba-contract-2022-2025/file,across_the_board_raise,police,"addition to the annual salary, the sum of Six Hundred and Sixty Dollars ($660.00) for an",repair_needed,2022,2022,2022,2022,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-824a73dc5f09f71ea09cf917,WCRS-cfad4f20c018646b59bfacfb,Lambertville,NJ,Northeast,cba,COLLECTIVE BARGAINING AGREEMENT Between CITY OF LAMBERTVILLE and HUNTERDON COUNTY POLICEMEN'S BENEVOLENT ASSOCIATION LOCAL NO. 188,https://lambertvillenj.org/government/documents/forms-documents/labor-agreements/1852-pba-contract-2022-2025/file,across_the_board_raise,police,"Step on the 2005 Salary Schedule before the calculation of the four percent (4%) salary increase,",repair_needed,2022,2022,2022,2022,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-57e3085d53f5e6a4d4241343,WCRS-bb425f4c54dee253604b5c62,Lambertville,NJ,Northeast,cba,COLLECTIVE BARGAINING AGREEMENT Between CITY OF LAMBERTVILLE and HUNTERDON COUNTY POLICEMEN'S BENEVOLENT ASSOCIATION LOCAL NO. 188,https://lambertvillenj.org/government/documents/forms-documents/labor-agreements/1852-pba-contract-2022-2025/file,retroactivity_implementation,police,"effective January 1, 2006.",repair_needed,2022,2022,2022,2022,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-ed3e1dc69b87f1f6425442ab,WCRS-46937e796e9741a3f4fc43a5,Lambertville,NJ,Northeast,cba,COLLECTIVE BARGAINING AGREEMENT Between CITY OF LAMBERTVILLE and HUNTERDON COUNTY POLICEMEN'S BENEVOLENT ASSOCIATION LOCAL NO. 188,https://lambertvillenj.org/government/documents/forms-documents/labor-agreements/1852-pba-contract-2022-2025/file,retroactivity_implementation,police,"Effective January 1, 2006, Employees who are required to work, as pait of theiI· regular",repair_needed,2022,2022,2022,2022,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-c1ab533ce834ea54ef2fdfd8,WCRS-8813ca5e5cf0d7bd1f9603f1,Lambertville,NJ,Northeast,cba,COLLECTIVE BARGAINING AGREEMENT Between CITY OF LAMBERTVILLE and HUNTERDON COUNTY POLICEMEN'S BENEVOLENT ASSOCIATION LOCAL NO. 188,https://lambertvillenj.org/government/documents/forms-documents/labor-agreements/1852-pba-contract-2022-2025/file,retroactivity_implementation,police,"Effective October 1, 2005, the aforesaid payment shall be limited to a maximum of Ten",repair_needed,2022,2022,2022,2022,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-05ed32b3ca2637898ee76a95,WCRS-9dc8ca701d34f0b2988b0906,Lambertville,NJ,Northeast,cba,COLLECTIVE BARGAINING AGREEMENT Between CITY OF LAMBERTVILLE and HUNTERDON COUNTY POLICEMEN'S BENEVOLENT ASSOCIATION LOCAL NO. 188,https://lambertvillenj.org/government/documents/forms-documents/labor-agreements/1852-pba-contract-2022-2025/file,across_the_board_raise,police,The hourly rate of covered compensation shall be $91.,repair_needed,2022,2022,2022,2022,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-1c390c6604d7a6e74751ea7c,WCRS-d683eb3a7aa871143c3eb669,Lambertville,NJ,Northeast,cba,COLLECTIVE BARGAINING AGREEMENT Between CITY OF LAMBERTVILLE and HUNTERDON COUNTY POLICEMEN'S BENEVOLENT ASSOCIATION LOCAL NO. 188,https://lambertvillenj.org/government/documents/forms-documents/labor-agreements/1852-pba-contract-2022-2025/file,strike_no_strike_dispute_process,police,NO STRIKE OR LOCKOUT,claim_ready,2022,2022,2022,2022,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-e511b96a34dfbe8b106974ac,WCRS-0bd5abdb5090e7b80ce6f587,Lambertville,NJ,Northeast,cba,COLLECTIVE BARGAINING AGREEMENT Between CITY OF LAMBERTVILLE and HUNTERDON COUNTY POLICEMEN'S BENEVOLENT ASSOCIATION LOCAL NO. 188,https://lambertvillenj.org/government/documents/forms-documents/labor-agreements/1852-pba-contract-2022-2025/file,across_the_board_raise,police,"2% increase to all salaries in the guide effective January 1, 2023.",repair_needed,2023,2023,2023,2023,bounded_text_or_title_or_source_url,moderate,,false
WCM-ee3ac11d0e6be2ccfe1c7dd3,WCRS-096fb0ed69c1616b5bdb171d,Lambertville,NJ,Northeast,cba,COLLECTIVE BARGAINING AGREEMENT Between CITY OF LAMBERTVILLE and HUNTERDON COUNTY POLICEMEN'S BENEVOLENT ASSOCIATION LOCAL NO. 188,https://lambertvillenj.org/government/documents/forms-documents/labor-agreements/1852-pba-contract-2022-2025/file,across_the_board_raise,police,"2.5% increase to all salaries in the guide effective January 1, 2024.",repair_needed,2024,2024,2024,2024,bounded_text_or_title_or_source_url,moderate,,false
WCM-b999c9ce4ebe9b86ec34a757,WCRS-3b1f1c27d8372fbf3712a5ab,Lambertville,NJ,Northeast,cba,COLLECTIVE BARGAINING AGREEMENT Between CITY OF LAMBERTVILLE and HUNTERDON COUNTY POLICEMEN'S BENEVOLENT ASSOCIATION LOCAL NO. 188,https://lambertvillenj.org/government/documents/forms-documents/labor-agreements/1852-pba-contract-2022-2025/file,across_the_board_raise,police,"3 3% increase to all salaries in the guide effective January 1, 2025.",repair_needed,2025,2025,2025,2025,bounded_text_or_title_or_source_url,moderate,,false
WCM-4309030c303b3bdcd9606de4,WCRS-1760d933e9d7ff6ef22667cf,Marydel,MD,South,budget_or_pay_plan,Charter of the Town of Marydel (2008 Replacement Edition) — Section 605 (Compensation of Employees),https://mgaleg.maryland.gov/Pubs/LegisLegal/Muni-Charters/2008-municipal-charter-marydel.pdf,retroactivity_implementation,unclear,"(1) Two versions of Resolution 2001–01, effective November 13, 2001, were sent to",mechanism_only,undated-source-B4X2500LIVE-20260729-006941,,,,source_level_identifier_only,low,missing explicit period,false
WCM-4267235a526034808fa8abdd,WCRS-d3cf267083a924fdfee97c29,Braham,MN,Midwest,agenda_packet_or_minutes,"Braham City Council Meeting Minutes (Dec 5, 2023) - LELS Labor Agreement (signing referenced)",https://brahammn.gov/vertical/sites/%7B7EC913ED-A65B-4E08-A2EF-E535A7854808%7D/uploads/12_5_23_CC_Meeting_Minutes.pdf,retroactivity_implementation,unclear,"Accept resignation of Lance Olson effective November 10, 2023 from the Braham Police",mechanism_only,2023,2023,2023,2023,bounded_text_or_title_or_source_url,moderate,,false
WCM-a37647f967536ed7d76e4bd6,WCRS-a1d06a94857ef55d65f2214a,Yorkville,NY,Northeast,wage_schedule,RESOLUTION FOR SET WORK DAY AND SALARY (with schedule included),https://villageofyorkvilleny.org/meetings-minutes-and-newsletters,other_pay_setting_mechanism,non_safety,"WHEREAS, the MUNICIPALITY and the Yorkville Police Department. will meet all State and Municipal requirements during the above-mentioned project, and",mechanism_only,undated-source-B4X2500LIVE-20260729-004030,,,,source_level_identifier_only,low,missing explicit period,false
WCM-be4ddf323958e68d8042b417,WCRS-034c8f3aa8bf3bc62af9b70a,Yorkville,NY,Northeast,wage_schedule,RESOLUTION FOR SET WORK DAY AND SALARY (with schedule included),https://villageofyorkvilleny.org/meetings-minutes-and-newsletters,non_base_compensation,unclear,Health and general liability insurance has been our biggest growth with 15%-18% increases for the last four years.,mechanism_only,undated-source-B4X2500LIVE-20260729-004030,,,,source_level_identifier_only,low,missing explicit period,false
WCM-2f89c87f156566098bc5bbae,WCRS-a10e8c4e17d97d4efcbcec05,Yorkville,NY,Northeast,wage_schedule,RESOLUTION FOR SET WORK DAY AND SALARY (with schedule included),https://villageofyorkvilleny.org/meetings-minutes-and-newsletters,non_base_compensation,unclear,All expenses and overtime costs will be paid for by New York State.,repair_needed,undated-source-B4X2500LIVE-20260729-004030,,,,source_level_identifier_only,low,missing explicit period,false
WCM-76302098e8a93f7ad0ee0537,WCRS-ede68c5d7ddc0826dee4e1d3,Yorkville,NY,Northeast,wage_schedule,RESOLUTION FOR SET WORK DAY AND SALARY (with schedule included),https://villageofyorkvilleny.org/meetings-minutes-and-newsletters,across_the_board_raise,unclear,Oren's services will be $300 per hour.,repair_needed,undated-source-B4X2500LIVE-20260729-004030,,,,source_level_identifier_only,low,missing explicit period,false
WCM-67ebec5e6cef0d5fa0716255,WCRS-bc435e503ea35e993fb73c41,Yorkville,NY,Northeast,wage_schedule,RESOLUTION FOR SET WORK DAY AND SALARY (with schedule included),https://villageofyorkvilleny.org/meetings-minutes-and-newsletters,retroactivity_implementation,unclear,"WHEREAS, Municipal Law requires all Municipalities to adopt procurement policies effective January 1, 1972, and",mechanism_only,undated-source-B4X2500LIVE-20260729-004030,,,,source_level_identifier_only,low,missing explicit period,false
WCM-f405065b9dc08fcec58a46f8,WCRS-ba7db9569f6c8082b5f10738,Yorkville,NY,Northeast,wage_schedule,RESOLUTION FOR SET WORK DAY AND SALARY (with schedule included),https://villageofyorkvilleny.org/meetings-minutes-and-newsletters,non_base_compensation,unclear,RESOLUTION FOR APPROVAL OF MILEAGE ALLOWANCE,mechanism_only,undated-source-B4X2500LIVE-20260729-004030,,,,source_level_identifier_only,low,missing explicit period,false
WCM-ddefb0c4d4eaf09100eb5291,WCRS-9b98360c4c2330446f3b1ec5,Yorkville,NY,Northeast,wage_schedule,RESOLUTION FOR SET WORK DAY AND SALARY (with schedule included),https://villageofyorkvilleny.org/meetings-minutes-and-newsletters,retroactivity_implementation,unclear,"WHEREAS, Municipal Law requires all Municipalities to adopt procurement policies effective January 1, 1972, and",mechanism_only,undated-source-B4X2500LIVE-20260729-004030,,,,source_level_identifier_only,low,missing explicit period,false
WCM-bb343756af113ea827fc289b,WCRS-67c6d7517386f840af6fbee8,Yorkville,NY,Northeast,wage_schedule,RESOLUTION FOR SET WORK DAY AND SALARY (with schedule included),https://villageofyorkvilleny.org/meetings-minutes-and-newsletters,non_base_compensation,unclear,RESOLUTION FOR APPROVAL OF MILEAGE ALLOWANCE,mechanism_only,undated-source-B4X2500LIVE-20260729-004030,,,,source_level_identifier_only,low,missing explicit period,false
WCM-d880c0f45a55a44b705e2e1c,WCRS-17fd8736a08a8388d7914f96,Yorkville,NY,Northeast,wage_schedule,RESOLUTION FOR SET WORK DAY AND SALARY (with schedule included),https://villageofyorkvilleny.org/meetings-minutes-and-newsletters,across_the_board_raise,unclear,Chief Allen – informed the board that for 2024 the police department received a 30% increase in DWI and Traffic grant money.,mechanism_only,2024,2024,2024,2024,bounded_text_or_title_or_source_url,moderate,,false
WCM-bada68670a52a6bc57c64915,WCRS-5f06469e443cea8a4125b65d,Yorkville,NY,Northeast,wage_schedule,RESOLUTION FOR SET WORK DAY AND SALARY (with schedule included),https://villageofyorkvilleny.org/meetings-minutes-and-newsletters,retroactivity_implementation,unclear,"WHEREAS, Municipal Law requires all Municipalities to adopt procurement policies effective January 1, 1972, and",mechanism_only,undated-source-B4X2500LIVE-20260729-004030,,,,source_level_identifier_only,low,missing explicit period,false
WCM-04744dc9ada51bc7c47346ad,WCRS-7293be48f6f42aedcb5b9677,Yorkville,NY,Northeast,wage_schedule,RESOLUTION FOR SET WORK DAY AND SALARY (with schedule included),https://villageofyorkvilleny.org/meetings-minutes-and-newsletters,across_the_board_raise,unclear,The payment will be made in this the 2021-2022 with delivery late in the fiscal year or early in fiscal year 2022-2023.,repair_needed,2021,2021,2021,2021,bounded_text_or_title_or_source_url,moderate,,false
WCM-8e3842652a16e11187790d99,WCRS-c2c3eca5a6143a3eb27a2ca6,Yorkville,NY,Northeast,wage_schedule,RESOLUTION FOR SET WORK DAY AND SALARY (with schedule included),https://villageofyorkvilleny.org/meetings-minutes-and-newsletters,across_the_board_raise,unclear,The proposed budget contained a pay increase of 3% for Police and Highway employees as specified in the Teamsters Union contract.,repair_needed,undated-source-B4X2500LIVE-20260729-004030,,,,source_level_identifier_only,low,missing explicit period,false
WCM-da1da8f8562e70aaf303e530,WCRS-e771d0ac65d13efda9d522dd,Cass Lake,MN,Midwest,mou_or_memorandum,"Minutes of Regular Council Meeting — Nov 12, 2025 (item: approve MOU from Teamsters Local No. 346 re: Minnesota Paid Family and Medical Leave Law, effective Jan 1, 2026)",https://ci.casslake.mn.us/uploads/1/5/8/7/15876296/11-12-25_council_meeting_minutes.pdf,retroactivity_implementation,unclear,"Medical Leave Law, effective January 1, 2026.",mechanism_only,2026,2026,2026,2026,bounded_text_or_title_or_source_url,moderate,,false
