qualitative_observation_id,extraction_case_id,mixed_join_key,document_identity_id,text_table_detection_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,contract_period_start,contract_period_end,page_number,mechanism_type,bargaining_logic,indexing_formula,comparability_basis,parity_logic,step_progression_rule,eligibility_rule,implementation_rule,fiscal_constraint,reopener_clause,differentiation_logic,bounded_evidence_pointer,confidence,reason_code,qa_status
lobs_e831656e706058e27d3da3f2,cexrem_9a72bf51536d242cccb16ec5,,doc_f0a6ebbf4022cdd490e34800,ttd_1c7c3aaade460664832fa860,sr_a54b5411edb6a212fc64d603,NSCQ-OH-20260720-0047,OH,Hamilton,CITY OF HAMILTON,fire,cba,,,14,rank_or_classification_differentiation,,,,,Firefighter Trainee (Step 1) includes a 1-year probationary period; no advancement beyond “Firefighter Trainee” pay grade until certification as both Firefighter II and EMT; placement rules into “Firefighter EMT” step (Step 2) based on hire,"No employee advances beyond “Firefighter Trainee” until earned certification as both Firefighter II and EMT; no advancement beyond “Firefighter EMT” until earned Paramedic certification, then placed in the appropriate FFPM pay range.",,,,Pay range placement consistent with Paramedic certification and training/time served conditions described in the section.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0146_sr_a54b5411edb6a212fc64d603.pdf#page=14,medium,FFPMFIREFIGHTER_TRAINEE_TO_EMT_AND_PARAM,provisional_unverified
lobs_7a6d465fcb6017a0db561021,cexrem_f77ecddc31205980fa212b54,mix_eedbcc67cf9fd7612c40e018,doc_d219517e1a50e1570d5f09d1,ttd_b88c37bad6c1c490d43af8b5,sr_1b8f43149ae081311c6fb81d,NSCQ-OH-20260720-0618,OH,Hubbard,CITY OF HUBBARD,non_safety,cba,,,52,step_movement_or_seniority,,,,,"Employees in progressive steps remain at their current percentage of the full rate; if between percentages are not reflected in the new progressive scale, they are moved to the next highest step.",Applies to current employees whose current progressive-step percentage is 'between' percentages not reflected in the new progressive scale.,"Effective January 1, 2020.",,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0294_sr_1b8f43149ae081311c6fb81d.pdf#page=52,medium,MOU_FPROG_WAGE_SCALE_TRANSITION_NEXT_HIG,provisional_unverified
lobs_2f119cf36a4a8763cf553b46,cexrem_1b5c6e679d98e86b0450078a,mix_dbd1bedae7ae40268ffd1d8a,doc_d4989a163f5b9238af5e9101,ttd_b4835883f16ca108b6eeebd0,sr_926ce637873440d218cbd95b,NSCQ-OH-20260720-0682,OH,Huron,CITY OF HURON,police,cba,,,11,implementation_or_effective_date_logic,,,,,,,Base Rate increases effective January 1 for each stated year.,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0355_sr_926ce637873440d218cbd95b.pdf#page=11,medium,BASE_RATE_INCREASES_EFFECTIVE_DATES,provisional_unverified
lobs_84d0ad5485da13b3d7b01b41,cexrem_1b5c6e679d98e86b0450078a,mix_dbd1bedae7ae40268ffd1d8a,doc_d4989a163f5b9238af5e9101,ttd_b4835883f16ca108b6eeebd0,sr_926ce637873440d218cbd95b,NSCQ-OH-20260720-0682,OH,Huron,CITY OF HURON,police,cba,,,11,rank_or_classification_differentiation,,,,,Each Sergeant shall progress from step to step of the wage scale upon his/her/their,,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0355_sr_926ce637873440d218cbd95b.pdf#page=11,low,SERGEANT_STEP_PROGRESSION_REFERENCE,needs_review
lobs_d6c2a47e7a79b44313a180ed,cexrem_791b01cd6c30d3983b7c6a5c,,doc_3bb8d3f2326d2af4dc980500,ttd_1752d41d3428c0deeaa3be4a,sr_a35671996765a3ec0e482f76,NSCQ-OH-20260720-0644,OH,Jackson,CITY OF JACKSON,non_safety,cba,,,17,implementation_or_effective_date_logic,,,,,,When an employee is temporarily transferred to another job and the transfer is deemed necessary (subject to emergency exception for notice); pay treatment depends on whether the other job rate is lower or higher than the employee’s regular/,"If the rate of pay for the other job is lower than the employee’s regular rate, the employee receives the regular rate. If the other job rate is higher, the employee receives an adjustment in pay commensurate with the work required on the [",,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0047_sr_a35671996765a3ec0e482f76.pdf#page=17,medium,TEMPORARY_TRANSFER_PAY_RULES_NO_NUMERIC_,provisional_unverified
lobs_d774b774485539d5dc2fa9f0,cexrem_49bed4b1faa32f7e5705f5c1,,doc_3e5e04c21ad02f6ec4fa96c9,ttd_403c3ef28023157069d85d21,sr_e9301c0fbd9b6637dcf6fc5d,NSCQ-OH-20260720-0162,OH,Kent,CITY OF KENT,fire,cba,,,16,other,,,,,,Overtime compensation applies to employees entitled to overtime; overtime threshold within work cycle is 212 hours actually worked for Firefighters and Lieutenants under the Section 7(k) exemption.,"Overtime rate calculated by multiplying overtime hours by one and one-half (1-1/2) times the employee’s normal hourly rate, unless a different rate is established elsewhere (after longevity pay and other forms determined).",,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0116_sr_e9301c0fbd9b6637dcf6fc5d.pdf#page=16,high,P15B22A12A08A2A3R1B2FLSA7KEX1,provisional_unverified
lobs_62cd2cd8f7dab76fce8a1291,cexrem_49bed4b1faa32f7e5705f5c1,,doc_3e5e04c21ad02f6ec4fa96c9,ttd_403c3ef28023157069d85d21,sr_e9301c0fbd9b6637dcf6fc5d,NSCQ-OH-20260720-0162,OH,Kent,CITY OF KENT,fire,cba,,,17,implementation_or_effective_date_logic,,,,,,If an employee is not scheduled to work on a holiday but is called in nonetheless.,"Employee may choose either (i) in addition to normal salary, two (2) times annual salary divided by 2080 (as salary exists on the day of the holiday) for all hours worked on the holiday, or (ii) accumulated paid leave at two (2) hours of PT",,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0116_sr_e9301c0fbd9b6637dcf6fc5d.pdf#page=17,medium,P16P17_HOLIDAY_CALLED_IN_CHOICES_2X_ANNU,provisional_unverified
lobs_52694ca06c5e84b0b0361c3c,cexrem_ae0a7b9a2681aed18cb6616b,mix_781298fbe0ed9e51bbe7a0c5,doc_a08e4d1af0b100560098f0ea,ttd_7dbd22f78991718c612ea008,sr_0f0821f53436de9c62af7276,NSCQ-OH-20260720-0080,OH,Lancaster,CITY OF LANCASTER,police,cba,,,25,collective_bargaining_agreement_terms,Promotions are limited by a pay-floor requirement.,,,,,"Whenever members are promoted, they shall not receive less than the base rate of pay of the position from which they are promoted.",,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0353_sr_0f0821f53436de9c62af7276.pdf#page=25,medium,ARTICLE_26_3_PROMOTION_BASE_RATE_FLOOR,provisional_unverified
lobs_a5189888439a8da6a1f828d2,cexrem_ae0a7b9a2681aed18cb6616b,mix_781298fbe0ed9e51bbe7a0c5,doc_a08e4d1af0b100560098f0ea,ttd_7dbd22f78991718c612ea008,sr_0f0821f53436de9c62af7276,NSCQ-OH-20260720-0080,OH,Lancaster,CITY OF LANCASTER,police,cba,,,24,arbitration_or_factfinding_reasoning,Grievance arbitration is governed by agreement jurisdiction limits and timing/selection process.,,,,,,Arbitrator selection and hearing scheduling occur as soon as possible after the arbitration process steps.,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0353_sr_0f0821f53436de9c62af7276.pdf#page=24,low,ARTICLE_4_ARBITRATION_PROCEDURE_JURISDI,needs_review
lobs_7ff382c367e1cb689d9b87c6,cexrem_8b448f1c31e1acfa181ca174,,doc_acbfec7f640bb3a6412a86fa,ttd_c4131491bdb828d0fbe660f7,sr_59cfad64db6bad6f8bf04005,NSCQ-OH-20260720-0569,OH,Louisville,CITY OF LOUISVILLE,police,cba,,,7,collective_bargaining_agreement_terms,,,,,,OPBA representative compensation for time spent in collective bargaining (emergency relief / representative capacity context).,Employee acting in the capacity of representative is compensated for time spent in collective bargaining.,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0287_sr_59cfad64db6bad6f8bf04005.pdf#page=7,medium,UPDRESSED_COMPENSATION_MECHANISM_NO_NUMS,provisional_unverified
lobs_abcfb923cf01cd4353c71f99,cexrem_ca7316c873a8aa3d26ac21d9,,doc_221fe50da6e8e8683a97a7a0,ttd_c1f129bcb615f21705891d98,sr_1962283bcf4c038a37ef99cb,NSCQ-OH-20260720-0652,OH,Martins Ferry,CITY OF MARTINS FERRY,non_safety,cba,,,13,implementation_or_effective_date_logic,,,,,,"After a temporary period to qualify (qualifying time does not exceed thirty (30) working days), if the employee can satisfactorily perform required duties, the employee is considered to have qualified.","Upon being considered qualified, the employee shall receive the rate of pay as assigned to the new job/classification.",,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0185_sr_1962283bcf4c038a37ef99cb.pdf#page=13,medium,TEMPORARY_PROMOTION_QUALIFYING_PERIOD_TH,provisional_unverified
lobs_3ee16cf111d7ec54b240654d,cexrem_166e545d25ab523c6cb157aa,,doc_3d0339850b9c00f37a78c567,ttd_ad1b0744cacf997a7993ec2c,sr_44b58c0244677b03619c0685,NSCQ-OH-20260720-0650,OH,Martins Ferry,CITY OF MARTINS FERRY,police,cba,,,3,wage_reopener_or_future_negotiation,,,,,,,,,"Agreement includes a reopener pursuant to SERB rules to begin ninety days prior to December 31, 2022 to negotiate Article 10 (Wages for years two and three) and Article 34 (Longevity rates).",,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0207_sr_44b58c0244677b03619c0685.pdf#page=3,high,TERM_SECTION_REOPENER_SERB_BEGIN_90_DAYS,provisional_unverified
lobs_3feebd859147bbe75eac5515,cexrem_cedfa772d9b6a4028c5ca186,,doc_1de3b62ef34d94878b979a0b,ttd_b8facb102b66c8e6155266c7,sr_f009c6cf644b16672cd94a51,NSCQ-OH-20260720-0167,OH,Marysville,CITY OF MARYSVILLE,fire,cba,,,30,implementation_or_effective_date_logic,,,,,,Employees may participate in the sick leave incentive buy-out program (calendar-year submissions referenced).,"On October 1 of each calendar year, employees may participate by submitting for sick leave buy-out incentive; program year runs from the day after the second pay day in November until the date of the following year’s second November pay day",,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0312_sr_f009c6cf644b16672cd94a51.pdf#page=30,medium,SICK_LEAVE_INCENTIVE_PROGRAM_DATES_AND_T,provisional_unverified
lobs_c4910b3a9558dd96d0e0166b,cexrem_cedfa772d9b6a4028c5ca186,,doc_1de3b62ef34d94878b979a0b,ttd_b8facb102b66c8e6155266c7,sr_f009c6cf644b16672cd94a51,NSCQ-OH-20260720-0167,OH,Marysville,CITY OF MARYSVILLE,fire,cba,,,30,implementation_or_effective_date_logic,,,,,,Mid-year submission option is available by April 1 for the official duty MFD employees (per provided text).,"When utilizing the mid-year April 1 submission, the subsequent October 1 submission is for the remaining half of the annual entitlement window.",,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0312_sr_f009c6cf644b16672cd94a51.pdf#page=30,medium,MID_YEAR_APR_1_OPTION_THEN_SPLIT_ENTITLE,provisional_unverified
lobs_cb46144047c851032aa2eff2,cexrem_cedfa772d9b6a4028c5ca186,,doc_1de3b62ef34d94878b979a0b,ttd_b8facb102b66c8e6155266c7,sr_f009c6cf644b16672cd94a51,NSCQ-OH-20260720-0167,OH,Marysville,CITY OF MARYSVILLE,fire,cba,,,31,implementation_or_effective_date_logic,,,,,,Regular Fire Division employees injured in the line of duty qualify for injury leave (wage continuation) subject to policy terms and documentation submission.,Injury leave (initially up to 13 work weeks) enters the BWC lost wage system at the 13-week mark; management may extend injury leave for cases where back-to-work is expected within another 13 weeks.,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0312_sr_f009c6cf644b16672cd94a51.pdf#page=31,medium,INJURY_LEAVE_13_WK_THEN_BWC_LOST_WAGES,provisional_unverified
lobs_f4e8a927d5014c92e52e584b,cexrem_949425a848add81ee3831174,,doc_0024bda1e1f67c8f7d82669e,ttd_62cffe1e02ca181bf501d4f9,sr_2e6b140569db57018f2b22f0,NSCQ-OH-20260720-0127,OH,Massillon,CITY OF MASSILLON,police,cba,,,26,implementation_or_effective_date_logic,,,,,,,Salary schedule effective with the pay period closest to January 1st of each year,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0344_sr_2e6b140569db57018f2b22f0.pdf#page=26,medium,WAGE_SCHEDULE_EFFECTIVE_DATE_LOGIC_NO_AM,provisional_unverified
lobs_49e45aee9c7ac1c64e2ceaa1,cexrem_949425a848add81ee3831174,,doc_0024bda1e1f67c8f7d82669e,ttd_62cffe1e02ca181bf501d4f9,sr_2e6b140569db57018f2b22f0,NSCQ-OH-20260720-0127,OH,Massillon,CITY OF MASSILLON,police,cba,,,26,step_movement_or_seniority,,,,,Initial employment starting at entrance rate; advancement within a pay range per this section,Any position (upon initial employment),Starting rate set at entrance rate; advancement within pay range according to the referenced pay range framework,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0344_sr_2e6b140569db57018f2b22f0.pdf#page=26,medium,ENTRANCE_RATE_AND_ADVANCEMENT_RULE_DESCR,provisional_unverified
lobs_4c208cc57c9c701387c20c2c,cexrem_949425a848add81ee3831174,,doc_0024bda1e1f67c8f7d82669e,ttd_62cffe1e02ca181bf501d4f9,sr_2e6b140569db57018f2b22f0,NSCQ-OH-20260720-0127,OH,Massillon,CITY OF MASSILLON,police,cba,,,26,step_movement_or_seniority,,,,,Return to duty in the same grade class after discreditable circumstances: receive step rate in grade class at the step corresponding to step rate at time of separation; subsequently serve for at least the period normally required for next-h,Returning to duty in the same grade class after discreditable circumstances,Step correspondence to prior separation step rate; then advancement governed by normal time-in-step,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0344_sr_2e6b140569db57018f2b22f0.pdf#page=26,low,REEMPLOYMENT_STEP_CORRESPONDENCE_RULE_TR,needs_review
lobs_6dfaaa55e5b0340a440c011c,cexrem_8128b13669c960d3b16b297a,,doc_db429d9d062bb07f9fe2d89f,ttd_e0c077ed181f644e44c64ffa,sr_c69679b42b077a507c27dbe0,NSCQ-OH-20260720-0710,OH,Mentor-on-the-Lake,CITY OF MENTOR ON THE LAKE,fire,cba,,,3,implementation_or_effective_date_logic,,,,,,Shift exchanges are permitted only if they do not require the compensation or accumulation of overtime; prior approval from the Department Head is required (approval not unreasonably withheld).,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0309_sr_c69679b42b077a507c27dbe0.pdf#page=3,medium,ARTICLE_5_01_SHIFT_EXCHANGE_CONDITION_NO,provisional_unverified
lobs_c0e6d2fab1691ed6c922bcc2,cexrem_0ffe805c411db62ffa97b6a7,mix_91170e0a416c85be9f5605fc,doc_42b57df7650ca26d1a0af466,ttd_f0e125593376ca007e25978d,sr_d10db729e6b4ff2fe7062e7d,NSCQ-OH-20260720-0091,OH,North Ridgeville,CITY OF NORTH RIDGEVILLE,fire,cba,,,28,implementation_or_effective_date_logic,,,,,,,Wage rates are increased by the stated percentages and the increases apply to wages earned during the specified pay periods.,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0270_sr_d10db729e6b4ff2fe7062e7d.pdf#page=28,medium,ARTICLE_XXIII_23_01_EFFECTIVE_DATE_AND_P,provisional_unverified
lobs_163bb32f3c7268e2f28e76ea,cexrem_153da8b4d5299d394fa4652f,mix_3ff4c2f33b1f2bbae84875a0,doc_b23fe79655f1a813a8f83401,ttd_8560fc195b09cbd78730a867,sr_a33d6c8dbc09b77a450c1e5d,NSCQ-OH-20260720-0090,OH,North Ridgeville,CITY OF NORTH RIDGEVILLE,police,cba,,,22,implementation_or_effective_date_logic,wage increase schedule tied to first full pay period in January of each year,,,,may be subject to an additional Class Step on the employee's classification date,applies to all wages earned during the pay period; employees receive scheduled percentage increase to existing wages,Effective at the first full pay period occurring in January (2021/2022/2023) and applicable to all wages earned during the pay period,,,additional Class Step may apply according to schedule,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0313_sr_a33d6c8dbc09b77a450c1e5d.pdf#page=22,medium,ARTICLE26_WAGE_INCREASE_SCHEDULE_EFFECT_,provisional_unverified
lobs_241da1d2d48a37676f796dd1,cexrem_153da8b4d5299d394fa4652f,mix_3ff4c2f33b1f2bbae84875a0,doc_b23fe79655f1a813a8f83401,ttd_8560fc195b09cbd78730a867,sr_a33d6c8dbc09b77a450c1e5d,NSCQ-OH-20260720-0090,OH,North Ridgeville,CITY OF NORTH RIDGEVILLE,police,cba,,,22,other,percent increase applied to existing wages,2021: 0%; 2022: 2.5%; 2023: 2.5%,,,,applies to all employees in the described wage schedule,first full pay period in January each year,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0313_sr_a33d6c8dbc09b77a450c1e5d.pdf#page=22,medium,ARTICLE26_WAGE_INCREASE_PERCENTS_0_2_5_2,provisional_unverified
lobs_f6f1baa083ba8fa2bed908d7,cexrem_40583a88bdde619507293e8f,,doc_37990a9c2d5751bc79d96e80,ttd_549e3a5d63d792240058fdb8,sr_c90507c5afb016910a457d33,NSCQ-OH-20260720-0717,OH,Northwood,CITY OF NORTHWOOD,police,cba,,,10,arbitration_or_factfinding_reasoning,,,,,,,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0358_sr_c90507c5afb016910a457d33.pdf#page=10,medium,ARB_LIMITS_NO_AUTHORITY_TO_ESTABLISH_NEW,provisional_unverified
lobs_f1d5f736dc9ffbdc2d9faea4,cexrem_6334da46c3748079926a6351,,doc_db2db4e56cd42528e6cc458b,ttd_d089178ca90bdd0add9edaad,sr_2b826123bcc7f3536de95c70,NSCQ-OH-20260720-0733,OH,Olmsted Falls,CITY OF OLMSTED FALLS,non_safety,cba,,,7,implementation_or_effective_date_logic,,,,,,Union representatives/Union meeting attendance for presentation relative to the Union,"Meeting for purposes of making a presentation relative to the Union, limited to not to exceed thirty (30) minutes during normal working hours",,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0215_sr_2b826123bcc7f3536de95c70.pdf#page=7,low,WPIU_PAID_MEETING_NO_LOSS_OF_PAY_NO_AMT,needs_review
lobs_ebd69e7bcc89a3a061ee7bee,cexrem_5fba465916f7f14b04c81c19,,doc_70aac4f4bb014794a9ee2f3b,ttd_424215e1a09e805b2c9f4fbc,sr_291785dc591252b2d59858a5,NSCQ-OH-20260720-0274,OH,Oxford,CITY OF OXFORD,police,cba,,,11,longevity_or_service_based_pay,,,,,,Police supervisors longevity pay will be rolled into base salary each year; a supervisor not actively employed on his/her anniversary date is not eligible; supervisors separating prior to the anniversary date must repay longevity pay.,Longevity pay rolled into base salary each year pursuant to a schedule (schedule content not shown in packet).,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0363_sr_291785dc591252b2d59858a5.pdf#page=11,medium,LON_PAY_ROLLED_INTO_BASE_RULE_AND_ELIGIB,provisional_unverified
lobs_8065b9911f03e70d66221ab5,cexrem_5fba465916f7f14b04c81c19,,doc_70aac4f4bb014794a9ee2f3b,ttd_424215e1a09e805b2c9f4fbc,sr_291785dc591252b2d59858a5,NSCQ-OH-20260720-0274,OH,Oxford,CITY OF OXFORD,police,cba,,,11,CPI_or_COLA_indexing,,Longevity pay is not subject to COLA increases.,,,,,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0363_sr_291785dc591252b2d59858a5.pdf#page=11,high,LON_PAY_NOT_SUBJECT_TO_COLA,provisional_unverified
lobs_d12f37b659d8d62793538b82,cexrem_4f965e867dbaf78c3bb4e6c3,,doc_265263197789b3eb1cbbb112,ttd_1e067bbf4edeb89f5011ffe8,sr_752b8f675de30a8d4cc0b9c4,NSCQ-OH-20260720-0185,OH,Perrysburg,CITY OF PERRYSBURG,fire,cba,,,13,step_movement_or_seniority,,,,,An employee who bumps into a lower rated classification retains the same step level but receives the appropriate pay for the lower classification.,,,,,Lower rated classification bumping drives pay adjustment while step level is retained.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0280_sr_752b8f675de30a8d4cc0b9c4.pdf#page=13,medium,STEP_LEVEL_RETAINED_ON_BUMP_WITH_PAY_ADJ,provisional_unverified
