candidate_id,lane_id,priority_tier,quality_label,gap_priority_score,gap_priority_reason,source_url_or_locator,source_title,municipality,state,derived_region,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,same_city_match_status,overlapping_cycle_status,candidate_only_lineage_status,review_candidate_quality_score,review_queue_rank,secondary_mechanism_families,match_priority_tier,review_disposition
TS4L-f64992999c70bd8bf23c,lane_1,tier_c,verification_ready_low,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://d3n9y02raazwpg.cloudfront.net/cityofallen/78ae61c3-bc65-11ee-8fe8-0050569183fa-fb5124fc-752c-4ab2-82c2-b94dbf49ecf3-1729288516.pdf,"City of Allen, Texas — City Council Regular Meeting Agenda PDF (mentions Oct 1, 2024 through Sep 30, 2028)",Allen,TX,South,non_safety_comparator,Non-safety (municipal employment/pay related item referenced in agenda context),,"October 1, 2024 through September 30, 2028 (as indicated in search snippet)",2024-10-01,2028-09-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same-city,exact_overlap_possible,candidate_only_not_verified,79,1625,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,verification_queue
TS4L-f982ab3509345e831d28,lane_1,tier_c,verification_ready_low,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.ramseynj.com/AgendaCenter/ViewFile/ArchivedAgenda/_10222025-2634,"Ramsey Borough (AgendaCenter) – Whereas clause referencing collectively negotiated agreement timeframe January 1, 2022 through December 31, 2025",Ramsey,NJ,Northeast,non_safety_comparator,Non-safety (negotiated employee group referenced generally),Collectively negotiated agreement (employee group not specified in snippet),"January 1, 2022 through December 31, 2025",2022-01-01,2025-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city_expected,overlaps_target_period_(2022-01-01_to_2026-12-31),candidate_only_not_verified,79,1629,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,verification_queue
TS4L-4beb3f7000f7379faac5,lane_1,tier_c,verification_ready_low,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://erd.dli.mt.gov/labor-standards/collective-bargaining/board-of-personnel-appeals/case-decision-index/firefighter-factfinding,Firefighter Interest Arbitration Awards — Havre/IAFF related case decision index (category listing),Havre,MT,West,non_safety_comparator,Firefighters / IAFF bargaining unit (Havre FF),City of Havre vs. IAFF (multiple entries listed across years),Index for firefighter factfinding/arbitration awards (category page),2017-07-01,2019-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,match (Havre appears in index/category context),unknown-from-index (category page; may contain adjacent/preceding Havre/IAFF decisions around the target years),candidate_only_not_verified,77,1931,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,verification_queue
TS4L-38a6926da6477f578153,lane_1,tier_c,verification_ready_medium,138,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.seiu105.org/wp-content/uploads/2022/10/6.9.21-G2-Contract.pdf,"SEIU Local 105 document: Contract (SEIU Local 105 and G2 Secure Staff) referencing City and County of Denver; term until Dec 31, 2022",Denver,CO,West,non_safety_comparator,Security/Facility staff (non-safety comparator candidate),SEIU Local 105 / G2 Secure Staff,"In full force and effect until December 31, 2022 (effective/term language appears in document snippet)",2021-01-01,2022-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city_unconfirmed,overlaps_2021_2022_unconfirmed,candidate_only_not_verified,86,850,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,verification_queue
TS4L-3d33b1afc1a125dc811d,lane_1,tier_c,verification_ready_medium,138,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-03-0202.pdf,City of Munroe Falls and The Ohio Patrolmen's Benevolent Association (OPBA) — Contract (SERB PDF),Munroe Falls,OH,Midwest,non_safety_comparator,Police (OPBA; part-time patrol officers and sergeants),The Ohio Patrolmen's Benevolent Association (OPBA) / Part-Time Patrol Officers and Sergeants,"Effective upon ratification; remains in full force and effect until June 30, 2023",unknown (ratificatio,"June 30, 2023",collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"same_city (Munroe Falls, OH)","overlaps_expected_end (ends June 30, 2023)",candidate_only_not_verified,86,852,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,verification_queue
TS4L-458dae8d3191aac6c2ae,lane_1,tier_c,verification_ready_medium,138,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://elkgrove.gov/sites/default/files/city-files/city-government/city-council/council-meetings/attachments/2026/06-10-26-8-3.pdf,"Elk Grove City Council Agenda Item 8.3 (June 10, 2026): Adopting an updated City-Wide Salary Schedule; ratifying MOU amendments and authorizing unrepresented compensation policy amendment",Elk Grove,CA,West,non_safety_comparator,City employee classifications (unrepresented/comp policy + city-wide salary schedule),Unrepresented Employees (Compensation Policy) + (also references PMA/POA MOUs),Unrepresented Compensation Policy effective for unrepresented employees (as authorized in staff report/resolution packet); city-wide salary schedule adopted in FY2026-27 context,2023-07-01 (expected,2027-06-30 (expected,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city,overlaps_target_period,candidate_only_not_verified,86,855,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,verification_queue
TS4L-4c0cc09ece894fcc631c,lane_1,tier_c,verification_ready_medium,138,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2022/22-MED-08-0723.pdf,"Bucyrus & AFSCME, Local 1728 - 2023-25 CBA - TENTATIVE- 12.22.2022",Bucyrus,OH,Midwest,non_safety_comparator,"AFSCME-represented municipal employees (non-safety roles, inferred by union-type vs police safety units)",AFSCME Local 1728 bargaining unit (name not extracted),2023-25 (tentative; overlaps 2024),2024-01-01,2025-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"same-city (Bucyrus, OH) inferred from document title","partial overlap with expected period (covers 2024-2025, not 2026)",candidate_only_not_verified,86,859,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,verification_queue
TS4L-5a31d5c55f1140d8381b,lane_1,tier_c,verification_ready_medium,138,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.beloitwi.gov/vertical/sites/%7B662E25CC-A6A0-4B38-B151-A18A081D6A0A%7D/uploads/2023_-_2025_WPPA_CBA_%28FINAL_SIGNED%29_20231106.pdf,City of Beloit and WPPA/LEER CBA (2023-2025) (FINAL SIGNED),Beloit,WI,Midwest,non_safety_comparator,unknown_from_lead,WPPA/LEER (as labeled in document),"2023-2025 (Effective 1/1/2023; salary/wage appendix labeled 1/1/2023, 1/1/2024, 1/1/2025)",2023-01-01,2025-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_municipality_name_match (City of Beloit),overlaps_expected_period (document labeled 2023-2025),candidate_only_not_verified,86,865,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,verification_queue
TS4L-82242b7d3dcf633f6ae0,lane_1,tier_c,verification_ready_medium,138,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://elkgrove.gov/sites/default/files/city-files/City%20Government/City%20Clerk/Resolutions/2023/08-09-23-7-15-2023-186.pdf,"Resolution No. 2023-186 (Aug 9, 2023): Compensation Policy for Unrepresented Employees; modifies salary ranges (Amended Salary and Step Schedule as of July 2, 2023)",Elk Grove,CA,West,non_safety_comparator,Unrepresented City employees (unrepresented/non-bargaining classifications),Unrepresented Employees,"Unrepresented Employees Compensation Policy effective from July 1, 2023 through June 30, 2027 (per linked agenda item context)",2023-07-01,2027-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city,fully_within_target_period,candidate_only_not_verified,86,875,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,verification_queue
TS4L-8952ddd669fd3715854a,lane_1,tier_c,verification_ready_medium,138,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://seiu73.org/wp-content/uploads/2020/03/Cicero-School-Dist-99-CM-July-1-2019-June-30-2024.pdf,"MASTER AGREEMENT BETWEEN BOARD OF EDUCATION CICERO SCHOOL DISTRICT 99 (Custodial and Maintenance) — July 1, 2019 to June 30, 2024",Cicero,IL,Midwest,non_safety_comparator,Custodial & maintenance (CTW),"Cicero School District #99 Custodial and Maintenance Employees (SEIU Local 73, CTW)","July 1, 2019 - June 30, 2024",2021-01-01,2024-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_municipality_cicero_il,overlaps_expected_period_2021-2025,candidate_only_not_verified,86,879,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,verification_queue
TS4L-9e74b10cebc94da1337e,lane_1,tier_c,verification_ready_medium,138,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.deperewi.gov/egov/documents/1748965713_05686.pdf,"AGREEMENT BETWEEN CITY OF DE PERE AND DE PERE POLICE B (Duration: Jan 1, 2024 – Dec 31, 2026)",De Pere,WI,Midwest,non_safety_comparator,Public Safety - Police (bargaining unit labeled “Police B”),De Pere Police B,"January 1, 2024 through December 31, 2026 (plus renewal language)",2024-01-01,2026-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city_unknown_non_safety_target_unit,overlaps_2024_2026,candidate_only_not_verified,86,891,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,verification_queue
TS4L-ad540e15041fc9c35f8b,lane_1,tier_c,verification_ready_medium,138,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://werc.wi.gov/interest_awards/40239-A.pdf,"WERC interest award PDF (includes Menomonee Falls settlement details, dated content mentions 2024 Menomonee Falls settlement and multi-year wage proposals)",Menomonee Falls,WI,Midwest,non_safety_comparator,Unknown (WERC interest award document; unit/industry specifics not determined here),Unknown (not extracted/verified),Mentions wage proposals across 2022-2025 and Menomonee Falls 2024 settlement (exact contract period not extracted here),2024-01-01,2024-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city_candidate (Menomonee Falls referenced in document snippet),expected_period_overlap_candidate (2024 referenced),candidate_only_not_verified,86,895,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,verification_queue
TS4L-b782a25d7260816a533b,lane_1,tier_c,verification_ready_medium,138,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-09-0759.pdf,"Agreement Between City of Hillsboro and Fraternal Order of Police, Ohio Labor Council, Inc. (SERB, 18-MED-09-0759)",Hillsboro,OH,Midwest,non_safety_comparator,Police dispatchers included in the FOP bargaining units (along with patrol officers/sergeants),"Fraternal Order of Police, Ohio Labor Council, Inc. (FOP/OLC) — City of Hillsboro police bargaining units","Contract set to expire December 31, 2021 (term details not fully specified in search snippet)",,2021-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"Exact municipality match (City of Hillsboro, OH)",Possible overlap with FY2021-linked wage increases; exact effective dates not confirmed from snippet,candidate_only_not_verified,86,898,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,verification_queue
TS4L-f9f6d6fc8e550303d2be,lane_1,tier_c,verification_ready_medium,138,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://elkgrove.gov/sites/default/files/city-files/Departments/human-resources/salary-step-schedule-all-classes.pdf,City of Elk Grove — Salary Schedule (All Classes) (effective/revised dates shown in file),Elk Grove,CA,West,non_safety_comparator,All City classifications (salary/step schedule),Not specified per file title (salary schedule for classes),"Salary schedule file includes effective and revised dates (e.g., effective 7/13/2025; revised 12/14/2025 shown in search snippet)",2023-07-01 (expected,2027-06-30 (expected,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city,overlaps_target_period,candidate_only_not_verified,86,914,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,verification_queue
TS4L-0b270896c8690d3e045f,lane_1,tier_c,verification_ready_low,138,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://pub-capecoral.escribemeetings.com/FileStream.ashx?DocumentId=21943,"Exhibit A — Collective Bargaining Agreement (Blue Collar Unit, IUPAT Local 2301), City of Cape Coral",Cape Coral,FL,South,non_safety_comparator,Blue Collar Unit,"BLUE COLLAR UNIT (International Union of Painters and Allied Trades, AFL-CIO District Council #78 – Local 2301)","October 1, 2024 through September 30, 2026",2024-10-01,2026-09-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,match,overlaps (with other listed IUPAT Local 2301 exhibits in the same date range),candidate_only_not_verified,78,1646,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_strengthen_incomplete_scout_triad,verification_queue
