state,municipality,geography_type
NY,Southampton,municipality
NY,Southold,municipality
NY,Southport,municipality
NY,Spafford,municipality
NY,Spencerport,municipality
NY,Springport,municipality
NY,Springville,municipality
NY,St. Johnsville,municipality
NY,Stafford,municipality
NY,Stamford,municipality
NY,Stephentown,municipality
NY,Stony Point,municipality
NY,Suffern,municipality
NY,Sullivan,municipality
NY,Summerhill,municipality
NY,Sweden,municipality
NY,Sylvan Beach,municipality
NY,Taghkanic,municipality
NY,Tarrytown,municipality
NY,Theresa,municipality
NY,Thomaston,municipality
NY,Thompson,municipality
NY,Thurman,municipality
NY,Thurston,municipality
NY,Ticonderoga,municipality
NY,Tioga,municipality
NY,Tivoli,municipality
NY,Tompkins,municipality
NY,Tonawanda,municipality
NY,Tuckahoe,municipality
NY,Tupper Lake,municipality
NY,Tuscarora,municipality
NY,Tuxedo Park,municipality
NY,Tyre,municipality
NY,Ulster,municipality
NY,Ulysses,municipality
NY,Unadilla,municipality
NY,Union,municipality
NY,Utica,municipality
NY,Van Buren,municipality
NY,Varick,municipality
NY,Vernon,municipality
NY,Vestal,municipality
NY,Veteran,municipality
NY,Victor,municipality
NY,Victory,municipality
NY,Walden,municipality
NY,Wallkill,municipality
NY,Walton,municipality
NY,Wappingers Falls,municipality
NY,Warrensburg,municipality
NY,Warsaw,municipality
NY,Warwick,municipality
NY,Washingtonville,municipality
NY,Waterford,municipality
NY,Watertown,municipality
NY,Watervliet,municipality
NY,Watkins Glen,municipality
NY,Wawarsing,municipality
NY,Wayne,municipality
NY,Webb,municipality
NY,Weedsport,municipality
NY,Wellsville,municipality
NY,West Almond,municipality
NY,West Hampton Dunes,municipality
NY,West Seneca,municipality
NY,Westfield,municipality
NY,Westhampton Beach,municipality
NY,Westville,municipality
NY,Wheatfield,municipality
NY,White Creek,municipality
NY,Williamson,municipality
NY,Williamsville,municipality
NY,Wilmington,municipality
NY,Wilna,municipality
NY,Windham,municipality
NY,Wirt,municipality
NY,Woodstock,municipality
NY,Yorkshire,municipality
NY,Yorktown,municipality
NY,Yorkville,municipality
OH,Alexandria,municipality
OH,Amboy,municipality
OH,American,municipality
OH,Amherst,municipality
OH,Anderson,municipality
OH,Antwerp,municipality
OH,Apple Creek,municipality
OH,Arcadia,municipality
OH,Arcanum,municipality
OH,Ashtabula,municipality
OH,Athens,municipality
OH,Auburn,municipality
OH,Austintown,municipality
OH,Bainbridge,municipality
OH,Baltic,municipality
OH,Baltimore,municipality
OH,Batavia,municipality
OH,Bath,municipality
OH,Bay,municipality
OH,Bazetta,municipality
OH,Beaver,municipality
OH,Beavercreek,municipality
OH,Bedford,municipality
OH,Belpre,municipality
OH,Berlin,municipality
OH,Bethel,municipality
OH,Blendon,municipality
OH,Bloom,municipality
OH,Bloomdale,municipality
OH,Blue Ash,municipality
OH,Boardman,municipality
OH,Bolivar,municipality
OH,Boston Heights,municipality
OH,Bradford,municipality
OH,Bradner,municipality
OH,Bratenahl,municipality
OH,Bremen,municipality
OH,Brewster,municipality
OH,Brimfield,municipality
OH,Brinkhaven,municipality
OH,Brookfield,municipality
OH,Brookville,municipality
OH,Brunswick Hills,municipality
OH,Bucyrus,municipality
OH,Burbank,municipality
OH,Burton,municipality
OH,Butler,municipality
OH,Caldwell,municipality
OH,Caledonia,municipality
OH,Canfield,municipality
OH,Carlisle,municipality
OH,Carroll,municipality
OH,Catawba Island,municipality
OH,Chagrin Falls,municipality
OH,Champion,municipality
OH,Chardon,municipality
OH,Chauncey,municipality
OH,Chester,municipality
OH,Chippewa Lake,municipality
OH,Cincinnati,municipality
OH,Circleville,municipality
OH,Clear Creek,municipality
OH,Clearcreek,municipality
OH,Cleveland,municipality
OH,Clinton,municipality
OH,Coal Grove,municipality
OH,Colerain,municipality
OH,Columbus Grove,municipality
OH,Concord,municipality
OH,Copley,municipality
OH,Corwin,municipality
OH,Coventry,municipality
OH,Covington,municipality
OH,Creston,municipality
OH,Crooksville,municipality
OH,Custar,municipality
OH,Cuyahoga Heights,municipality
OH,Dalton,municipality
OH,Danville,municipality
OH,Darby,municipality
OH,De Graff,municipality
OH,Deerfield,municipality
OH,Defiance,municipality
OH,Delaware,municipality
OH,Delhi,municipality
OH,Dover,municipality
OH,Dublin,municipality
OH,Duchouquet,municipality
OH,East Sparta,municipality
OH,Elida,municipality
OH,Elmore,municipality
OH,Elyria,municipality
OH,Etna,municipality
OH,Fairfax,municipality
OH,Fairfield,municipality
OH,Farmersville,municipality
OH,Farmington,municipality
OH,Findlay,municipality
OH,Frankfort,municipality
OH,Franklin,municipality
OH,Fredericktown,municipality
OH,Galena,municipality
OH,Garrettsville,municipality
OH,Gates Mills,municipality
OH,Genoa,municipality
OH,German,municipality
OH,Gibsonburg,municipality
OH,Glandorf,municipality
OH,Glendale,municipality
OH,Glenwillow,municipality
OH,Goshen,municipality
OH,Grafton,municipality
OH,Grand Rapids,municipality
OH,Granville,municipality
OH,Green,municipality
OH,Greenfield,municipality
OH,Greenville,municipality
OH,Greenwich,municipality
OH,Groveport,municipality
OH,Hamilton,municipality
OH,Hanover,municipality
OH,Harris,municipality
OH,Harrison,municipality
OH,Harveysburg,municipality
OH,Hebron,municipality
OH,Hinckley,municipality
OH,Hiram,municipality
OH,Hocking,municipality
OH,Holiday City,municipality
OH,Holland,municipality
OH,Howland,municipality
OH,Hubbard,municipality
OH,Hunting Valley,municipality
OH,Huntington,municipality
OH,Huntsville,municipality
OH,Independence,municipality
OH,Jackson,municipality
OH,Jackson Center,municipality
OH,Jefferson,municipality
OH,Jerome,municipality
OH,Jeromesville,municipality
OH,Killbuck,municipality
OH,Kirkersville,municipality
OH,Lake,municipality
OH,Lakemore,municipality
OH,Lakeview,municipality
OH,Laurelville,municipality
OH,Lawrence,municipality
OH,Lebanon,municipality
OH,Leipsic,municipality
OH,Lemon,municipality
OH,Lewisburg,municipality
OH,Liberty,municipality
OH,Licking,municipality
OH,Lisbon,municipality
OH,Loveland,municipality
OH,Lynchburg,municipality
OH,Mad River,municipality
OH,Madison,municipality
OH,Magnolia,municipality
OH,Malta,municipality
OH,Mantua,municipality
OH,Margaretta,municipality
OH,Marion,municipality
OH,Mason,municipality
OH,Mayfield,municipality
OH,McComb,municipality
OH,McConnelsville,municipality
OH,McDonald,municipality
OH,Mechanicsburg,municipality
OH,Medina,municipality
OH,Mentor-on-the-Lake,municipality
OH,Miami,municipality
OH,Middlefield,municipality
OH,Middleport,municipality
OH,Middletown,municipality
OH,Mifflin,municipality
OH,Milan,municipality
OH,Milford,municipality
OH,Milford Center,municipality
OH,Monclova,municipality
OH,Monroe,municipality
OH,Montville,municipality
OH,Moreland Hills,municipality
OH,Mount Healthy,municipality
OH,Munroe Falls,municipality
OH,Muskingum,municipality
OH,Napoleon,municipality
OH,Navarre,municipality
OH,New Bloomington,municipality
OH,New Concord,municipality
OH,New Holland,municipality
OH,New Lebanon,municipality
OH,New London,municipality
OH,New Madison,municipality
OH,New Russia,municipality
OH,Newark,municipality
OH,Newtown,municipality
OH,Nimishillen,municipality
OH,Northfield Center,municipality
OH,Norwalk,municipality
OH,Norwich,municipality
OH,Oakwood,municipality
OH,Ohio,municipality
OH,Olmsted,municipality
OH,Ontario,municipality
OH,Orange,municipality
OH,Orwell,municipality
OH,Ottoville,municipality
OH,Oxford,municipality
OH,Painesville,municipality
OH,Paris,municipality
OH,Payne,municipality
OH,Peninsula,municipality
OH,Perkins,municipality
OH,Perry,municipality
OH,Perrysburg,municipality
OH,Phillipsburg,municipality
OH,Pierce,municipality
OH,Pike,municipality
OH,Piketon,municipality
OH,Plain,municipality
OH,Pleasant,municipality
OH,Pleasant Hill,municipality
OH,Plymouth,municipality
OH,Poland,municipality
OH,Prairie,municipality
OH,Prospect,municipality
OH,Put-in-Bay,municipality
OH,Ravenna,municipality
OH,Reading,municipality
OH,Richland,municipality
OH,Riverside,municipality
OH,Roseville,municipality
OH,Ross,municipality
OH,Russell,municipality
OH,Russia,municipality
OH,Sagamore Hills,municipality
OH,Salem,municipality
OH,Sandusky,municipality
OH,Saybrook,municipality
OH,Scio,municipality
OH,Scioto,municipality
OH,Seven Mile,municipality
OH,Seville,municipality
OH,Shawnee,municipality
OH,Shawnee Hills,municipality
OH,Shelby,municipality
OH,Shreve,municipality
OH,Smithville,municipality
OH,Somerset,municipality
OH,South Amherst,municipality
OH,South Bloomfield,municipality
OH,South Zanesville,municipality
OH,Spencerville,municipality
OH,Springboro,municipality
OH,Springcreek,municipality
OH,Springfield,municipality
OH,St. Clair,municipality
OH,Sugarcreek,municipality
OH,Swanton,municipality
OH,Sycamore,municipality
OH,Symmes,municipality
OH,Tate,municipality
OH,Thornville,municipality
OH,Toledo,municipality
OH,Trumbull,municipality
OH,Turtlecreek,municipality
OH,Tuscarawas,municipality
OH,Twinsburg,municipality
OH,Union,municipality
OH,Upper Sandusky,municipality
OH,Urbana,municipality
OH,Urbancrest,municipality
OH,Vanlue,municipality
OH,Versailles,municipality
OH,Vienna,municipality
OH,Wadsworth,municipality
OH,Wakeman,municipality
OH,Walton Hills,municipality
OH,Warren,municipality
OH,Washington,municipality
OH,Waterville,municipality
OH,Wayne,municipality
OH,Wayne Lakes,municipality
OH,Waynesfield,municipality
OH,Waynesville,municipality
OH,Weathersfield,municipality
OH,West Lafayette,municipality
OH,West Leipsic,municipality
OH,West Liberty,municipality
OH,Westerville,municipality
OH,Weston,municipality
OH,Willard,municipality
OH,Williamsburg,municipality
OH,Woodsfield,municipality
OH,Wooster,municipality
OH,Worthington,municipality
OK,Alva,municipality
OK,Antlers,municipality
OK,Bristow,municipality
OK,Burns Flat,municipality
OK,Central High,municipality
OK,Checotah,municipality
OK,Cherokee,municipality
OK,Chickasha,municipality
OK,Choctaw,municipality
OK,Chouteau,municipality
OK,Claremore,municipality
OK,Cleveland,municipality
OK,Collinsville,municipality
OK,Comanche,municipality
OK,Coyle,municipality
OK,Cushing,municipality
OK,Del City,municipality
OK,Disney,municipality
OK,Drummond,municipality
OK,Durant,municipality
OK,El Reno,municipality
OK,Elgin,municipality
OK,Eufaula,municipality
OK,Geary,municipality
OK,Grandfield,municipality
OK,Harrah,municipality
OK,Hartshorne,municipality
OK,Heavener,municipality
OK,Henryetta,municipality
OK,Hinton,municipality
OK,Holdenville,municipality
OK,Hugo,municipality
OK,Jenks,municipality
OK,Jones,municipality
OK,Kiefer,municipality
OK,Kiowa,municipality
OK,Krebs,municipality
OK,Laverne,municipality
OK,Mannford,municipality
OK,Marlow,municipality
OK,Marshall,municipality
OK,McAlester,municipality
OK,Moore,municipality
OK,Mountain Park,municipality
OK,Mustang,municipality
OK,New Cordell,municipality
OK,Newcastle,municipality
OK,Noble,municipality
OK,Oilton,municipality
OK,Okemah,municipality
OK,Okmulgee,municipality
OK,Oologah,municipality
OK,Owasso,municipality
OK,Perry,municipality
OK,Pink,municipality
OK,Pocola,municipality
OK,Ponca City,municipality
OK,Pond Creek,municipality
OK,Porter,municipality
OK,Purcell,municipality
OK,Ringwood,municipality
OK,Salina,municipality
OK,Shattuck,municipality
OK,Skiatook,municipality
OK,Sperry,municipality
OK,Stilwell,municipality
OK,Sulphur,municipality
OK,Tahlequah,municipality
OK,Tecumseh,municipality
OK,Tonkawa,municipality
OK,Tuttle,municipality
OK,Warr Acres,municipality
OK,Waynoka,municipality
OK,Weatherford,municipality
OK,Welch,municipality
OK,Wilburton,municipality
OK,Woodward,municipality
OK,Yukon,municipality
OR,Adair Village,municipality
OR,Amity,municipality
OR,Arlington,municipality
OR,Athena,municipality
OR,Aumsville,municipality
OR,Banks,municipality
OR,Beaverton,municipality
OR,Boardman,municipality
OR,Burns,municipality
OR,Butte Falls,municipality
OR,Canyonville,municipality
OR,Cascade Locks,municipality
OR,Clatskanie,municipality
OR,Coburg,municipality
OR,Condon,municipality
OR,Coquille,municipality
OR,Corvallis,municipality
OR,Culver,municipality
OR,Donald,municipality
OR,Dundee,municipality
OR,Elgin,municipality
OR,Elkton,municipality
OR,Gearhart,municipality
OR,Gold Beach,municipality
OR,Haines,municipality
OR,Halfway,municipality
OR,Halsey,municipality
OR,Idanha,municipality
OR,Irrigon,municipality
OR,Junction City,municipality
OR,La Pine,municipality
OR,Lafayette,municipality
OR,Lakeview,municipality
OR,Lyons,municipality
OR,Manzanita,municipality
OR,Merrill,municipality
OR,Millersburg,municipality
OR,Milton-Freewater,municipality
OR,Moro,municipality
OR,Mount Angel,municipality
OR,Myrtle Creek,municipality
OR,North Plains,municipality
OR,North Powder,municipality
OR,Nyssa,municipality
OR,Oakridge,municipality
OR,Phoenix,municipality
OR,Port Orford,municipality
OR,Rainier,municipality
OR,Rockaway Beach,municipality
OR,Rogue River,municipality
OR,Shady Cove,municipality
OR,Sheridan,municipality
OR,Turner,municipality
OR,Ukiah,municipality
OR,Vale,municipality
OR,Wallowa,municipality
OR,Willamina,municipality
OR,Winston,municipality
OR,Yamhill,municipality
PA,Adams,municipality
PA,Albion,municipality
PA,Alburtis,municipality
PA,Aldan,municipality
PA,Allegheny,municipality
PA,Ambler,municipality
PA,Amity,municipality
PA,Annville,municipality
PA,Baldwin,municipality
PA,Bally,municipality
PA,Bangor,municipality
PA,Barnett,municipality
PA,Bart,municipality
PA,Beaver,municipality
PA,Beaver Falls,municipality
PA,Belle Vernon,municipality
PA,Bellefonte,municipality
PA,Ben Avon Heights,municipality
PA,Benezette,municipality
PA,Bernville,municipality
PA,Bethel,municipality
PA,Bethlehem,municipality
PA,Blair,municipality
PA,Blakely,municipality
PA,Bowmanstown,municipality
PA,Bradford,municipality
PA,Brady,municipality
PA,Brecknock,municipality
PA,Brentwood,municipality
PA,Briar Creek,municipality
PA,Brighton,municipality
PA,Bristol,municipality
PA,Brookhaven,municipality
PA,Buckingham,municipality
PA,Bushkill,municipality
PA,Butler,municipality
PA,Caernarvon,municipality
PA,Caln,municipality
PA,Cambridge Springs,municipality
PA,Camp Hill,municipality
PA,Carnegie,municipality
PA,Carroll,municipality
PA,Cascade,municipality
PA,Castle Shannon,municipality
PA,Catasauqua,municipality
PA,Catawissa,municipality
PA,Catharine,municipality
PA,Cecil,municipality
PA,Center,municipality
PA,Centre,municipality
PA,Chanceford,municipality
PA,Chapman,municipality
PA,Charlestown,municipality
PA,Cheltenham,municipality
PA,Cherrytree,municipality
PA,Chester,municipality
PA,Chester Hill,municipality
PA,Chippewa,municipality
PA,Clairton,municipality
PA,Clarion,municipality
PA,Clark,municipality
PA,Clay,municipality
PA,Clifton Heights,municipality
PA,Clintonville,municipality
PA,Clymer,municipality
PA,Coaldale,municipality
PA,Collingdale,municipality
PA,Colwyn,municipality
PA,Concord,municipality
PA,Conemaugh,municipality
PA,Conestoga,municipality
PA,Conewago,municipality
PA,Connellsville,municipality
PA,Connoquenessing,municipality
PA,Conoy,municipality
PA,Conshohocken,municipality
PA,Conyngham,municipality
PA,Coolbaugh,municipality
PA,Coplay,municipality
PA,Corry,municipality
PA,Covington,municipality
PA,Cranberry,municipality
PA,Cumberland,municipality
PA,Cumru,municipality
PA,Cussewago,municipality
PA,Delmont,municipality
PA,Denver,municipality
PA,Derry,municipality
PA,Dickson City,municipality
PA,Donegal,municipality
PA,Dormont,municipality
PA,Douglass,municipality
PA,Doylestown,municipality
PA,Dublin,municipality
PA,Dunbar,municipality
PA,Dupont,municipality
PA,Duquesne,municipality
PA,Durham,municipality
PA,Eagles Mere,municipality
PA,East Berlin,municipality
PA,East Bradford,municipality
PA,East Donegal,municipality
PA,East Fallowfield,municipality
