path,size_bytes,git_status,tracked_or_ignored,classification,proposed_action,safety_basis,active_reference_count,manifest_or_hash_coverage,archive_target_path,deletion_allowed_flag,requires_manual_confirmation_flag,reason,verification_kind,verification_reference,sha256
tmp/parallel_worker_api_stability_validation_2026-07-21,2319,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/pdf_readiness_full_retained_relay_2026-07-24_b45876e,8189269,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/pdf_readiness_full_retained_relay_2026-07-24_b45876e.zip,f3cf891a6fa63ddfd95173764eb7b9fd16dc884805dcdf08a65dce2c8a68bc66
tmp/pdf_readiness_full_retained_relay_2026-07-24_b45876e.zip,1824806,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/pdf_readiness_full_retained_serial_merge_relay_2026-07-24_11e689a,7057393,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/pdf_readiness_full_retained_serial_merge_relay_2026-07-24_11e689a.zip,82721955ca4705d0278a0c60138ca4927f3962a1bddbc2ed08138ee9d8fc8f4b
tmp/pdf_readiness_full_retained_serial_merge_relay_2026-07-24_11e689a.zip,1431414,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/pdf_readiness_full_retained_serial_merge_validation_2026-07-24,23080,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/pdf_readiness_pilot1_150_relay_2026-07-24_74a843a,3299354,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/pdf_readiness_pilot1_150_relay_2026-07-24_74a843a.zip,f354a711fcf6abc47edcb0261944ef1d14990a0f5defca6b33f51bf732138014
tmp/pdf_readiness_pilot1_150_relay_2026-07-24_74a843a.zip,822463,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/pdf_readiness_pilots,4496889,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/pdfs,11842668,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/pi_progress_dashboard_report_relay_2026-07-22_b9d698f,2178410,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/pi_progress_dashboard_report_relay_2026-07-22_b9d698f.zip,d1727f6777bad8aadb3b7a92f6858710bcd339b4b994750ada76a144137033b0
tmp/pi_progress_dashboard_report_relay_2026-07-22_b9d698f.zip,532617,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/pi_progress_dashboard_structural_validation_2026-07-22.txt,2621,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/pi_progress_dashboard_validation_2026-07-22.txt,8795,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/pi_progress_pdf_dashboard_publish_relay_2026-07-22_c3bdbc7,2458669,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/pi_progress_pdf_dashboard_publish_relay_2026-07-22_c3bdbc7.zip,9d68908a1a2c623078a65f679b02320f08af23b7f8631f021e5b83940c4e6bcc
tmp/pi_progress_pdf_dashboard_publish_relay_2026-07-22_c3bdbc7.zip,781282,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/pi_progress_pdf_dashboard_structural_validation_2026-07-22.txt,1420,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/pi_progress_pdf_dashboard_validation_2026-07-22.txt,9602,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/pi_progress_pdf_git_branch_pre_push.txt,5,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/pi_progress_pdf_git_push_output.txt,434,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/pi_progress_pdf_git_remote_pre_push.txt,117,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/pi_progress_pdf_git_status_after_push.txt,241,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/pi_progress_pdf_git_status_pre_push.txt,297,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/post_pi_wave1_coordinator_150row_serial_live_direct_sdk_2026-07-23_attempt1,804094,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/post_pi_wave1_coordinator_150row_serial_live_dry_run_2026-07-23_attempt1,803800,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/post_pi_wave1_coordinator_150row_serial_live_relay_2026-07-23_bd5e259.zip,664216,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/post_pi_wave1_dashboard_worker_prep_relay_2026-07-23_6db14f0.zip,634767,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/post_pi_wave1_dashboard_worker_prep_relay_2026-07-23_6db14f0_stage,2957296,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/post_pi_wave1_dashboard_worker_prep_relay_2026-07-23_6db14f0.zip,02b869d1b670ace71c5a442c1a4ee293d2a3b22010ddf81db8babe085f267fa0
tmp/post_pi_wave1_one_row_probe_direct_sdk_2026-07-23_attempt1,50220,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/post_pi_wave1_one_row_probe_input_2026-07-23_attempt1.csv,3079,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/post_pi_wave1_preflight_gate_live_2026-07-23_attempt1,11143,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/post_pi_wave1_preflight_gate_plan_only_2026-07-23_attempt1,1942,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/post_pi_wave1_validation_2026-07-23,22098,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/post_pi_wave1_worker_1_prep_relay_2026-07-23_11fa202.zip,30504,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/post_pi_wave1_worker_2_prep_relay_2026-07-23_d11015c.zip,34248,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/post_pi_wave1_worker_3_prep_relay_2026-07-23_5212d6d.zip,33562,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/preflight_gate_plan_only_2026-07-22,1919,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/push_only_repair_pdf_text_readiness_4961_relay_2026-07-28_push_failed,12093,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/push_only_repair_pdf_text_readiness_4961_relay_2026-07-28_push_failed.zip,914eadf27d9ad50887812a3544d97d4cdcda2ec0e3c3ea4aa8ba2d064bec284b
tmp/push_only_repair_pdf_text_readiness_4961_relay_2026-07-28_push_failed.zip,10126,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/push_only_repair_source_review_download_5589_relay_2026-07-28_a305a4d,8527,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/push_only_repair_source_review_download_5589_relay_2026-07-28_a305a4d.zip,afc1f97615aabff055ef725a1c2cb61bffb0baffdf64c469e33b79ce04bd8dd9
tmp/push_only_repair_source_review_download_5589_relay_2026-07-28_a305a4d.zip,9515,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/quantitative_direct_text_claim_triage_862_relay_2026-07-26_7d3a69a,14573,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/quantitative_direct_text_claim_triage_862_relay_2026-07-26_7d3a69a.zip,46b5253a54a1bd491d54f620914236f582f5d1a92ef0031ba78e3957ba0cfbcf
tmp/quantitative_direct_text_claim_triage_862_relay_2026-07-26_7d3a69a.zip,13220,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/quantitative_to_qualitative_mechanism_linkage_513_relay_2026-07-26_8946109,14613,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/quantitative_to_qualitative_mechanism_linkage_513_relay_2026-07-26_8946109.zip,2af34672e8f306743f29f026cbe9232dab77b8cfd48adb6f3f5ce4d2342fc044
tmp/quantitative_to_qualitative_mechanism_linkage_513_relay_2026-07-26_8946109.zip,16207,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/quarantine_interrupted_sequential_broad_state_4x1000_live_scout_2026-07-27,777079,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/relay_bundle_2026-07-15,1394939,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/relay_bundle_2026-07-15_pa25batch,1719373,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/relay_bundle_2026-07-15_ratelimit,1275895,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/relay_bundle_2026-07-15_tuning_matrix,1461621,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/relay_inspect_b516140,2545863,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
