selection_rank,extraction_case_id,document_identity_id,text_table_detection_id,pdf_readiness_id,source_review_id,candidate_queue_row_id,triage_id,verification_id,state,municipality,government_name,unit_type,candidate_source_type,contract_period_start,contract_period_end,content_artifact_path,content_hash,pdf_page_count,text_layer_status,wage_table_signal,extraction_pilot_priority,candidate_wage_pages,selection_score,selection_reason_codes,matched_group_id,matched_non_safety_selected,matched_non_safety_case_id,planned_lane,gate3_category,gate3_confidence,existing_rendered_page_count,selection_status,cumulative_cohort,requires_gabriel,seed_selection_rank,inventory_rows_for_content_hash,duplicate_hash_representative_rule,excluded_duplicate_detection_ids
499,cexrem_6dacb0d1f5dc137e5e46255f,doc_ee0fd5099d1377d5469538d4,ttd_31f74d31adb07bd4576b39f4,pr_1331597b3e5448bc269bc048,sr_4906c331a27cb17e3d8f664d,NSCQ-OH-20260720-0055,TRI-d2b7ed5aa84e15e16768,VER-90d6f0c686dae07e9f9d,OH,Euclid,CITY OF EUCLID,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0332_sr_4906c331a27cb17e3d8f664d.pdf,7e7fd75c4f2333efccbac301b72281072300d5bafb0d48351372d14c63912364,39,present,possible,p2,"2,9,14",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|MATCHED_NON_SAFETY_OPPORTUNITY,match_c7d092e18b0c5c0b8a8cdd1c,yes,cexrem_ac7a59b6102aace6668fa219,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
500,cexrem_674e89d2030a0b0e2e2be5b6,doc_05bb560aa9034e679cd20109,ttd_ebca6b17447fffa24758caa5,pr_b43426a73394e9e7ad051acf,sr_f46a3bcde5cc70e4276e1e3f,NSCQ-OH-20260720-0696,TRI-a8fb82ae20ffca9ddb53,VER-340b32f0a14f80122d71,OH,Fairlawn,CITY OF FAIRLAWN,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0238_sr_f46a3bcde5cc70e4276e1e3f.pdf,d503c1869990238a6dd9d08ba2e049d8f6dd3d3bd00c6ce94f4c0315b2328f03,40,present,possible,p2,"5,10,18,21",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_d90433d21aa2c9130696dfb2,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
501,cexrem_6e8b026234ac4076f6bffc88,doc_61e15a4ebc64b0dd480e5d80,ttd_3023b6e8ece931cd2451e9da,pr_2dbe91bd3a4eaea1bd0c32ba,sr_c8af5cfa36de497397d6c031,NSCQ-OH-20260720-0695,TRI-3c0eb7a7e7763c9a4d52,VER-eb4655b9aa920d790270,OH,Fairlawn,CITY OF FAIRLAWN,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0291_sr_c8af5cfa36de497397d6c031.pdf,906676270cf2e796058b9af0a100257b33ab002c4b70ee635f740c62e4650342,47,present,likely,p1,"6,16,24,27",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY,match_d90433d21aa2c9130696dfb2,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
502,cexrem_70884d395b3e5c7f00719df3,doc_15e3cd280b9073c42d2cabf4,ttd_a2a4b74b689cd082088e55cc,pr_dd46f7bf2c8f0fb0486400f6,sr_837483f28af9d3372af1a670,NSCQ-OH-20260720-0365,TRI-b8074e3068d02a3859e8,VER-4eaa44e89fe281e482af,OH,Fairview Park,CITY OF FAIRVIEW PARK,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0237_sr_837483f28af9d3372af1a670.pdf,8416813f9805a38e71e64c8f6f67851ad9a232ce559c5ca3bfe8ad6dc815afd8,38,present,possible,p2,"13,17,22",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|MATCHED_NON_SAFETY_OPPORTUNITY,match_dcddfa3ce7a1267bac919607,yes,cex1000_285d2388b17b489d32147546,quantitative,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
503,cexrem_ffd76925001a3dac743d6469,doc_5dae284ba5505d63b08ed81e,ttd_a5f0657a51de4d77120e10f7,pr_8e151c01a248daf593f61c4f,sr_8e35922bb10c1cfee95c4dd6,NSCQ-OH-20260720-0086,TRI-20e2f60c60c190c15633,VER-734adcf26f806ec05fc2,OH,Findlay,CITY OF FINDLAY,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0308_sr_8e35922bb10c1cfee95c4dd6.pdf,13bb6679aed80ad586a2e8491dabddd7e304cce1203090bc646919e63003dddf,69,partial,likely,p1,"24,31,39",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY,match_eafb9f3751d002fdf0f54bd9,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
504,cexrem_32c3038590256cde059f802d,doc_93dba66908def704da7f5441,ttd_034a9133ff84393b276a8659,pr_855934e5c1627477ebb85a9f,sr_95ec3803c9f3c7da17ddbd70,NSCQ-OH-20260720-0087,TRI-e7c324a14dcc840a4986,VER-ad8e69576e51068124e2,OH,Findlay,CITY OF FINDLAY,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0347_sr_95ec3803c9f3c7da17ddbd70.pdf,5d4613287fb2ff126b6630e881b276d9eacaca09d591090e2dc7b52b422c4135,40,partial,possible,p2,21,12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_eafb9f3751d002fdf0f54bd9,no,,quantitative,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
505,cexrem_565d47ed7eee3f7a9c2bd48d,doc_34925026da20c9b0143457af,ttd_516c528a792043d36c0d74ca,pr_9eb602ba4d17a637b26b39bd,sr_0c5dcddb9e51fb0e864fa303,NSCQ-OH-20260720-0232,TRI-146040dddc1dec5b5d6e,VER-65a82215b73c4907d5d6,OH,Fostoria,CITY OF FOSTORIA,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0322_sr_0c5dcddb9e51fb0e864fa303.pdf,f839b92f4e0626815f46258d951ae38a3d95a96b8265bfee5ada5c4ad21faf8d,40,present,possible,p2,"2,14,21,23",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|MATCHED_NON_SAFETY_OPPORTUNITY,match_ba497024dc017d357af63a34,yes,cex1000_7b5264719d97c1530912b9cc,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
506,cexrem_0534af0c055b670d8bd2f194,doc_9b1bb83b822438026d782746,ttd_f821a43d7e38ccddbc0b6d6f,pr_1973d082dc2f25b89ec9e744,sr_a71d6430a98e4d373848a15d,NSCQ-OH-20260720-0378,TRI-9a1b36f7befc0f10938e,VER-33df0d595f0437e5cc91,OH,Fremont,CITY OF FREMONT,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0226_sr_a71d6430a98e4d373848a15d.pdf,b1f9e8bb692da702acfeb3111493d3723023b99d168d4945ebc47a1dc76d9f00,47,present,possible,p2,"46,47",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_629ec4c1fe99070eaa56b3b3,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
507,cexrem_1921217fc2acdec8658663b8,doc_a53a095e71c02e761774102e,ttd_b0febe204c6a36bce68b0aed,pr_40f27184c0daf4588aed04ca,sr_cba067ba470d342a28df8d8a,NSCQ-OH-20260720-0121,TRI-762910319fc046696eda,VER-bdbfd5acf62b11831260,OH,Gahanna,CITY OF GAHANNA,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0394_sr_cba067ba470d342a28df8d8a.pdf,dffa77e249fa2f6d781dfb9254be4e22e3270c1b0b574726630d6fb622be7b57,61,present,possible,p2,"8,28,31",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|MATCHED_NON_SAFETY_OPPORTUNITY,match_ab93eda8520085efb9867962,yes,cex1000_78f9c9ed0ccdeb710391d248,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
508,cexrem_1182a56114935b55492c66b3,doc_5cdbcb1ddaccc152624bc102,ttd_07a4b2f56c7756017b0d43c2,pr_e58d9a7da6294f868576e6eb,sr_d03eb02621f220675e7f8527,NSCQ-OH-20260720-0368,TRI-627b5a8f3641df525fea,VER-d4865a31d4f5a1a51248,OH,Galion,CITY OF GALION,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0124_sr_d03eb02621f220675e7f8527.pdf,7c79a3bc25195d3e60faff90e5750408bce898804d7645dbe7c950dae1002362,41,present,possible,p2,"10,14,19,21,23,41",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|MATCHED_NON_SAFETY_OPPORTUNITY,match_3def6fd095365e3609c08117,yes,cex1000_13b4a6cc363d5ba7f9ac95dd,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
509,cexrem_47a05b51ecb2d4551957d4ad,doc_c1dd6f455f76d1ea849d8bb3,ttd_56efaa5142f5d564f525fb6a,pr_c5956861478b7564aa4c38c2,sr_d2e3e8e7362b1f727c608478,NSCQ-OH-20260720-0369,TRI-587de3e43699a328ebb1,VER-8d2006e3fd4313ece46f,OH,Galion,CITY OF GALION,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0353_sr_d2e3e8e7362b1f727c608478.pdf,f3392ade9054aa96670a0ba9113a1a0c3d13305416816f69efde5eef0e849c6d,42,present,possible,p2,"6,19,22,41",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|MATCHED_NON_SAFETY_OPPORTUNITY,match_3def6fd095365e3609c08117,yes,cex1000_13b4a6cc363d5ba7f9ac95dd,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
510,cexrem_61d91fcabdb1e8237ea3e114,doc_6dbb965a74ed5eaa147e37ae,ttd_af0fc669e72ccaf5e291552b,pr_f6bdcc6f6ec4eaff79f9afb8,sr_ec41ca1bcded9f01930c307c,NSCQ-OH-20260720-0156,TRI-2147315f832fc45f20dd,VER-05346e86f720f649da04,OH,Garfield Heights,CITY OF GARFIELD HEIGHTS,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0209_sr_ec41ca1bcded9f01930c307c.pdf,e05b389d30f1c8fd3a0c91e8a1b87eb49762e6f5ab508370c4afd65feb7f752e,60,present,possible,p2,"14,27,34",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|MATCHED_NON_SAFETY_OPPORTUNITY,match_139f023d8e99bc5da61ad13b,yes,cexrem_61d91fcabdb1e8237ea3e114,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
511,cexrem_4f541cc735b98201629d62a3,doc_d925c859294ebb0df8894972,ttd_82b53751cb42143c4736b9d5,pr_faf36b09a75c3ce699b66de5,sr_5b9549421a41ac0adc44acb5,NSCQ-OH-20260720-0154,TRI-b03671193698adb5db22,VER-2252b76abdf449889195,OH,Garfield Heights,CITY OF GARFIELD HEIGHTS,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0239_sr_5b9549421a41ac0adc44acb5.pdf,148f7cf5abe355047c4917663e8a1b212de46838c8629bde592e71168fb6de7f,41,present,possible,p2,"2,10,19,23,41",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|MATCHED_NON_SAFETY_OPPORTUNITY,match_139f023d8e99bc5da61ad13b,yes,cexrem_61d91fcabdb1e8237ea3e114,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
512,cexrem_f09e02ed83a866edeb797fad,doc_438853d4035f082aaa9e7649,ttd_9419530987553378fb05b516,pr_8ded5bedb8c343e9ea5cf3f7,sr_249f05fc33d23f1b24d6618f,NSCQ-OH-20260720-0155,TRI-70f9d4136616671f0991,VER-830e481d901fcbc3506f,OH,Garfield Heights,CITY OF GARFIELD HEIGHTS,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0355_sr_249f05fc33d23f1b24d6618f.pdf,70490ea592d9a0a02af67f62ca446746fc32be47930be87011a7fb4505cbcae1,41,present,possible,p2,"2,10,23,41",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|MATCHED_NON_SAFETY_OPPORTUNITY,match_139f023d8e99bc5da61ad13b,yes,cexrem_61d91fcabdb1e8237ea3e114,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
513,cexrem_04eb2e2683cdc89f773985a9,doc_d76dac7a66e1b54af3947249,ttd_dbcc7b8b771badb4eb4624d0,pr_6a765b01ca77ff941aeee10d,sr_e755a4173013eaaf7fa59308,NSCQ-OH-20260720-0725,TRI-c69b7dd43512ec36ce64,VER-111c6c1a9e62da6c4545,OH,Grafton,VILLAGE OF GRAFTON,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0329_sr_e755a4173013eaaf7fa59308.pdf,01d215bec04ae7f5e0c1ba01771037d30b7849f126dc6d08e42bf564c67df5ed,19,present,possible,p2,"10,11",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_e2cf482b6c2b731c4a12ee46,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
514,cexrem_b09bbc4d19af4a53a86ea566,doc_9da39e715e2f1ffe7ed766cf,ttd_fe2bc0a1ee7a0e5591f8567e,pr_8c97f5fe2b1264c5e9da5f9a,sr_e67eaee5dd007a581a9f8d06,NSCQ-OH-20260720-0726,TRI-56e8e578e932f470390b,VER-5d2dc2f4cf484a14a186,OH,Grafton,VILLAGE OF GRAFTON,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0360_sr_e67eaee5dd007a581a9f8d06.pdf,427218876a611c503d13dc1fc58dcde3e5c88c385a904d3c0b6440b4d3ddcfae,25,present,possible,p2,"4,12",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_e2cf482b6c2b731c4a12ee46,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
515,cexrem_98a0d22a538a0d64ac0545da,doc_81e9a771eb1bfdc1fa91b287,ttd_6afef6563d403457a0550ecc,pr_fdd93e07c3b9fa3937966a21,sr_c86bcf0fe1db147d87166374,NSCQ-OH-20260720-0648,TRI-0ef6c914a439ef3d5c3d,VER-3301a43ed8b6adaa0efd,OH,Grandview Heights,CITY OF GRANDVIEW HEIGHTS,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0190_sr_c86bcf0fe1db147d87166374.pdf,bf2cd3dd6c226e3d3d2fda3a88e59082dd5de0fc8ef1f90dd8e4e02ac2c116bc,52,partial,possible,p2,"1,7,18,24,27",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_97a0fc73d697154ba3a1b5c2,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
516,cexrem_ec554c78bb1df06f4cac7ebd,doc_825b53fda33c0b97a92c2330,ttd_cf1d02717f3e576fb01055c7,pr_b689b78451003c5d89182ee4,sr_f76eb58be447c0ad7638879f,NSCQ-OH-20260720-0647,TRI-fef26376b2a7a17cee89,VER-e57749aff4aae5afdbb2,OH,Grandview Heights,CITY OF GRANDVIEW HEIGHTS,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0261_sr_f76eb58be447c0ad7638879f.pdf,0c8c578426a7a1c86d56854569a36f2eb26c25f2337fd3a0a2adbd5d6bdff3ac,90,present,likely,p1,"2,11,21,41",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY,match_97a0fc73d697154ba3a1b5c2,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
517,cexrem_f38178c6808bfbeae47dbe6d,doc_fb462cdd688ceea0f3b52579,ttd_a705ed2e70d53fabc2934c2e,pr_bf6946769a0a9b8b3501580a,sr_f9cf83d9a84e12148124b128,NSCQ-OH-20260720-0806,TRI-2054e8e548b21ff59a88,VER-52c9c5f33b6f85f388be,OH,Green,TOWNSHIP OF GREEN,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0281_sr_f9cf83d9a84e12148124b128.pdf,ba3b6956d914e436b216ab15ad68e8f561cf3b525d342f34f3cb79a50e91258a,51,present,possible,p2,,12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|MATCHED_NON_SAFETY_OPPORTUNITY,match_2bfbff6be00cea213541a11f,yes,cexrem_f38178c6808bfbeae47dbe6d,reference_and_exclusion,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
518,cexrem_07d677ea9ec6c813d8f00db4,doc_c7afa74231445a2f579bfd4d,ttd_0ea4ce8fdc21e736e019640d,pr_4db78a5aeab2fc7ed6fa02f8,sr_7eaac2f8b3a74580b11806f4,NSCQ-OH-20260720-0083,TRI-9dc097622e7cf18a14f6,VER-6f30c95d57817a246bba,OH,Grove City,CITY OF GROVE,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0308_sr_7eaac2f8b3a74580b11806f4.pdf,2c4fa9563cbfa9b0377b8e39bdcc5b2e8b18ca1d716586cf2fa921f21d7b3b31,55,partial,possible,p2,"13,25",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|MATCHED_NON_SAFETY_OPPORTUNITY,match_6fde5ce8a913403e39460968,yes,cexrem_07d677ea9ec6c813d8f00db4,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
519,cexrem_4e32f09c9a3da24a9ac00039,doc_9fe2b58b2d3cd745bf9af425,ttd_622d51f22b7ae45971899df6,pr_766ead507c8b412a967e264d,sr_28b81bf170a7e5ee4269d0fc,NSCQ-OH-20260720-0082,TRI-b43ede72ae9686bb78a2,VER-8609b88663e9d3e24864,OH,Grove City,CITY OF GROVE,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0328_sr_28b81bf170a7e5ee4269d0fc.pdf,d2c2e596334ed30ecf244a9ef0f871f1a92c580c398730f53c778b2f75177440,60,present,possible,p2,"27,31,34",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|MATCHED_NON_SAFETY_OPPORTUNITY,match_6fde5ce8a913403e39460968,yes,cexrem_07d677ea9ec6c813d8f00db4,quantitative,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
520,cexrem_956398ad969fc9c57a011de6,doc_d17532db1f6e31d7e3b3f5f1,ttd_a06b46268efbeccb3358b8e8,pr_d57c578dcfe22c0020afc86d,sr_fcce3ce9952ea97a954274ae,NSCQ-OH-20260720-0746,TRI-056acf203fff3c84fe15,VER-0a782beac246c7dbae52,OH,Groveport,CITY OF GROVEPORT,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0350_sr_fcce3ce9952ea97a954274ae.pdf,feb823f82f6540d9da6c4772eadbaafd450a265d305fc4f19260df0e303c2287,33,present,possible,p2,"5,12,32",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_8290652cb97cb749aebc7040,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
521,cexrem_0701d0f266570a34979bc903,doc_4b350e2c919018fc3e546cd2,ttd_e466834c678bbc77e0e87800,pr_1437d54606084577f9284d9d,sr_a51dfa10e106013dea07978a,NSCQ-OH-20260720-0747,TRI-e1f8cd37b62cc540a6f4,VER-232a8585c540455f6d70,OH,Groveport,CITY OF GROVEPORT,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0365_sr_a51dfa10e106013dea07978a.pdf,bc8d4f1e6289d9ffc553a1c044e57fd60d2af4d0dc0b00c532789c0de88d1219,32,present,possible,p2,"2,11",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_8290652cb97cb749aebc7040,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
522,cexrem_9a72bf51536d242cccb16ec5,doc_f0a6ebbf4022cdd490e34800,ttd_1c7c3aaade460664832fa860,pr_f4e93b91f42ac5c11bbd5756,sr_a54b5411edb6a212fc64d603,NSCQ-OH-20260720-0047,TRI-b8b43e789570691ebed0,VER-79f3a928c424557ec9c1,OH,Hamilton,CITY OF HAMILTON,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0146_sr_a54b5411edb6a212fc64d603.pdf,ce91c662bae95e8ec72de56aab9b5c8d8e1cd65600b9d26f1beafb9568f7f92e,62,present,likely,p1,"2,15,28,35",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY,match_47e31e70bf67f5bae10ef3b7,no,,quantitative,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
523,cexrem_fd0bf6273d993a1d9ef01287,doc_44aec83ee443c4983784b7e6,ttd_ba6998a432bce7cc57da33d8,pr_95100e5a02537899b10437c4,sr_ed217bfdcd33da3cc0517342,NSCQ-OH-20260720-0046,TRI-c67036d7ea07014114e9,VER-05cee5a948d91f7d4127,OH,Hamilton,CITY OF HAMILTON,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0213_sr_ed217bfdcd33da3cc0517342.pdf,a743319f7ce75c6874745d9212738a5f68b61cba66cccc75c29f3f6d1334b4b5,49,present,likely,p1,"1,2,6,12,17,22,25,28,48,49",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY,match_47e31e70bf67f5bae10ef3b7,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
