aggressive_tier,caveat,claim_links,computed_percentage,corroboration_status,direction,directional_value_retained,formula,magnitude,mechanism,municipality,period,raw_values,relaxation_rule,reported_percentage,reproduced,result_id,semantic_outcome,side,source_basis,source_coordinates,source_count,source_ids,source_record_id,state,stored_percentage,strict_eligibility,unit_type
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,5.0,source_reported_direction_or_percentage,,COLA_CPI,Williamston,->,"["""", """", ""5%""]",GROWTH-3,5.0,True,AGGRES-f23ca64e52a8e704c8d45d83,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-6f5acdf22d5906f862564b50""}",1,,B4X2500GROWTHSRC-bb0bea31db75026bd210,NC,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,2.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Williamston,->,"["""", """", ""2%""]",GROWTH-3,2.0,True,AGGRES-05b62bc051f0310bcbf2e3cd,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-a7b29668b3f16a043fff0f01""}",1,,B4X2500GROWTHSRC-d9774d39956031c00a38,NC,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,1.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Cortland,->,"["""", """", ""1%""]",GROWTH-3,1.0,True,AGGRES-90bc2cb62c3dab508bd5000f,uphold_tier_3_directional,non_safety,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-b3ef3a87baee994430da6e0e""}",1,,B4X2500GROWTHSRC-ff48ff324d760dc01453,NE,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,7.5,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Kingwood,->,"["""", """", ""7.5%""]",GROWTH-3,7.5,True,AGGRES-41ea54b33fb9745335812a74,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-840154830aa5d83ecdcc9638""}",1,,B4X2500GROWTHSRC-110ac391498d54b999cd,NJ,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.25,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Kingwood,->,"["""", """", ""3.25%; 2.75%; 6.55%""]",GROWTH-3,3.25,True,AGGRES-a200bb44c90f8b7ac03d449e,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-9bd9a5c9bdf39045a25df06c""}",1,,B4X2500GROWTHSRC-44ff9f25f7da80998634,NJ,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,2.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,North Brunswick,->,"["""", """", ""2%; 2%; 2%; 2%""]",GROWTH-3,2.0,True,AGGRES-d32d558050c21b4cb601e17b,uphold_tier_3_directional,non_safety,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-4abce8bff505c75f5f4e20bb""}",1,,B4X2500GROWTHSRC-e00b2fef5c18b06557d9,NJ,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,2.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,North Brunswick,->,"["""", """", ""2%; 2%; 2%""]",GROWTH-3,2.0,True,AGGRES-6ee419668d42b73a988bef39,uphold_tier_3_directional,non_safety,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-188c7d70270d1b0d23ca5345""}",1,,B4X2500GROWTHSRC-e2390163b97de66a9dc3,NJ,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.0,source_reported_direction_or_percentage,,COLA_CPI,Altamont,->,"["""", """", ""3%""]",GROWTH-3,3.0,True,AGGRES-b56e7532be7c65771239f0d2,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-2f526d5afe62af7308c4db2e""}",1,,B4X2500GROWTHSRC-2e564a437cfd07fcade7,NY,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,25.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Chester,->,"["""", """", ""25%""]",GROWTH-3,25.0,True,AGGRES-ead93dc7c6f172ab149e3147,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-679de5eeb1369ef3d9e8e815""}",1,,B4X2500GROWTHSRC-7f2a739baa7b317eeecb,NY,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,1.0,source_reported_direction_or_percentage,,implementation_retroactivity,Ulster,->,"["""", """", ""$1.00""]",GROWTH-3,1.0,True,AGGRES-ae1c792ad8fcd089ac725770,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-edaf88213edcb8da1d4d7566""}",1,,B4X2500GROWTHSRC-2ff5806c88ce16dcb33c,NY,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,5.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Glendale,->,"["""", """", ""5%""]",GROWTH-3,5.0,True,AGGRES-572e032c9cb36c7177bb5744,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-e9e549401d09ba1d3d77f71f""}",1,,B4X2500GROWTHSRC-1a55801bb661284b1582,OH,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,5.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Glendale,->,"["""", """", ""5%""]",GROWTH-3,5.0,True,AGGRES-625664637f66a6d5108e7d08,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-ce4a04ace1902125fab7881d""}",1,,B4X2500GROWTHSRC-b02bd0909c487886ff7c,OH,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,7.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Howland,->,"["""", """", ""7%""]",GROWTH-3,7.0,True,AGGRES-c5c9d281f56e12784afc9b0c,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-44ff7e89748661fd14a3c93c""}",1,,B4X2500GROWTHSRC-4d2d83b4e9d2cfa9052e,OH,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,7.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Howland,->,"["""", """", ""7%""]",GROWTH-3,7.0,True,AGGRES-c42abcffd644d5f4c581c26f,uphold_tier_3_directional,fire,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-57cce7f6cee1fd724ff91af3""}",1,,B4X2500GROWTHSRC-ba73e18e0bf05f110028,OH,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,2.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Liberty,->,"["""", """", ""2%""]",GROWTH-3,2.0,True,AGGRES-f8472986937846a1bccabbf6,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-5e2bac71ad2b074a1f62663e""}",1,,B4X2500GROWTHSRC-fd47c78f3b566b1af97d,OH,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.25,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Marion,->,"["""", """", ""3.25%""]",GROWTH-3,3.25,True,AGGRES-bf7484949fb8bb456f193824,uphold_tier_3_directional,fire,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-0a45e893c81ea0dd00870748""}",1,,B4X2500GROWTHSRC-db1dac6445d3d3c41737,OH,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.25,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Russell,->,"["""", """", ""3.25%""]",GROWTH-3,3.25,True,AGGRES-1f95005af355dc579298e6a9,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-bec6fa127c3c31c8c936334a""}",1,,B4X2500GROWTHSRC-96833c913a447fc5cb37,OH,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,2.25,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Nanty-Glo,->,"["""", """", ""2.25%""]",GROWTH-3,2.25,True,AGGRES-1e9d985434063aeb5a3828ac,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-73ffd13728f372f305b52adc""}",1,,B4X2500GROWTHSRC-c56dc28cf75dc5607b18,PA,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,20.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Topton,->,"["""", """", ""20%""]",GROWTH-3,20.0,True,AGGRES-2ced79290c5605d059c848f8,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-5a2e6ee54f44af2b048502bd""}",1,,B4X2500GROWTHSRC-2d702d2e7e3cfdcf5f7f,PA,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,25.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Tullytown,->,"["""", """", ""25%; 10%""]",GROWTH-3,25.0,True,AGGRES-bdbf2ff09e038ef45be2b777,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-07504f9e064ad9ff38047813""}",1,,B4X2500GROWTHSRC-8f71064a47d382548d1a,PA,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,6.38,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Colorado City,->,"["""", """", ""$167.00; 6.38%""]",GROWTH-3,6.38,True,AGGRES-f8f913eee6e95665625350da,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-966fd80960f4d67794611145""}",1,,B4X2500GROWTHSRC-4482b98f551621056fd3,TX,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,10.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Montgomery,->,"["""", """", ""10%""]",GROWTH-3,10.0,True,AGGRES-6147f1847df49af1bba8e4d0,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-f835f077f4e5da62d2616c19""}",1,,B4X2500GROWTHSRC-016ad47c15db9a51fe5f,TX,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,10.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Montgomery,->,"["""", """", ""10%""]",GROWTH-3,10.0,True,AGGRES-aef2e4ecc2a3352c7741a58e,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-02c3a1991871c992b7b66a7e""}",1,,B4X2500GROWTHSRC-3dd70bc1e72956ddfaac,TX,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,10.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Montgomery,->,"["""", """", ""10%""]",GROWTH-3,10.0,True,AGGRES-19dd89ff2412eece27010089,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-270f8e685e6325a74ca240fd""}",1,,B4X2500GROWTHSRC-964d35930bca86ab718e,TX,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,5.0,source_reported_direction_or_percentage,,COLA_CPI,Eureka,->,"["""", """", ""5%""]",GROWTH-3,5.0,True,AGGRES-d7e63dcd51207d4d3e244ab1,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-ff7b6b9183f25835e01f8e0e""}",1,,B4X2500GROWTHSRC-cd8656732a3a005d7b6e,UT,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,5.0,source_reported_direction_or_percentage,,COLA_CPI,Eureka,->,"["""", """", ""5%""]",GROWTH-3,5.0,True,AGGRES-2b61d3e0abad1245359bab55,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-f7d693d04677a5e3d9c1178c""}",1,,B4X2500GROWTHSRC-d93cca20781d3a96ef8a,UT,,source_reported_growth_rate,growth
