period_rescue_id,normalization_id,original_period_status,original_period_label,period_rescue_status,cleaned_period_label,period_evidence_basis,period_rescue_confidence,source_title,raw_period_tokens,source_locator_lineage
BRMPERRES-66e1328e0e5cd858a9b16946,BRMQNORM-20260803-9f255b128de2c2bdc542f5f8,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,"Village of Necedah, Dec. No. 28652-B (WERC, 08-12-96) (Findings, Conclusions and Order with MEMO)",[],"{""candidate_id"": ""BRM5C-BRM5-20260731-06532-01"", ""final"": ""https://werc.wi.gov/decisions/28652-B.pdf"", ""original"": ""https://werc.wi.gov/decisions/28652-B.pdf"", ""scout_target_id"": ""BRM5-20260731-06532""}"
BRMPERRES-7b285de1e2cae7f82866da0d,BRMQNORM-20260803-9f2cd2e3cd32dbf54c79086d,explicit_or_bounded_repair,2022–2023,explicit_period_rescued,2022–2023,existing explicit or bounded normalized period,high,"City of Rio Hondo, Texas — Annual Budget (Fiscal Year October 1, 2022 to September 30, 2023)","[""October 1, 2022"",""September 30, 2023""]","{""candidate_id"": ""BRM5C-BRM5-20260731-07457-01"", ""final"": ""https://riohondo.us/documents/248/October_1_2022_to_September_30_2023_Budget.pdf"", ""original"": ""https://riohondo.us/documents/248/October_1_2022_to_September_30_2023_Budget.pdf?1674684805="", ""scout_target_id"": ""BRM5-20260731-07457""}"
BRMPERRES-9386b452ec59da71bf8ed2ff,BRMQNORM-20260803-9f2e5f88829a5878fa0fac48,explicit_or_bounded_repair,2020–2023,explicit_period_rescued,2020–2023,existing explicit or bounded normalized period,high,2020 - 2023 Proposed Agreement Between the Muskingum County Water Department and AFSCME,"[""2020 - 2023""]","{""candidate_id"": ""BRM5C-BRM5-20260731-17312-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-CON-01-1792.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-CON-01-1792.pdf"", ""scout_target_id"": ""BRM5-20260731-17312""}"
BRMPERRES-a6664cccae135a8df4e9824e,BRMQNORM-20260803-9f30700f714b63893df1631d,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,"In the Matter of the Interest Arbitrayextra (sic) (Waupun City Employees, AFSCME Local 1112) — Arbitrator’s Award (interest arbitration)",[],"{""candidate_id"": ""BRM5C-BRM5-20260731-17825-03"", ""final"": ""https://werc.wi.gov/interest_awards/int29463.pdf"", ""original"": ""https://werc.wi.gov/interest_awards/int29463.pdf"", ""scout_target_id"": ""BRM5-20260731-17825""}"
BRMPERRES-bcbf3bd77bbf4367feb0a0cf,BRMQNORM-20260803-9f3674b0f0c4c2c8bee013b6,explicit_or_bounded_repair,2026,explicit_period_rescued,2026,existing explicit or bounded normalized period,high,Town of Troy Monthly Board Meeting Packet (includes FY 2026 budget resolution with a 'Public Safety' expenditure line item),"[""FY 2026""]","{""candidate_id"": ""BRM5C-BRM5-20260731-02856-02"", ""final"": ""https://files.heygov.com/townoftroy.com/meetings/me_01kj2mdrzhr1ak3bxr7wp749ka/251023twn-brd-mtng-pckt-1.pdf"", ""original"": ""https://files.heygov.com/townoftroy.com/meetings/me_01kj2mdrzhr1ak3bxr7wp749ka/251023twn-brd-mtng-pckt-1.pdf"", ""scout_target_id"": ""BRM5-20260731-02856""}"
BRMPERRES-727ded96ae656881f8948266,BRMQNORM-20260803-9f51fba051f1da99428de7a4,explicit_or_bounded_repair,2026–2028,explicit_period_rescued,2026–2028,existing explicit or bounded normalized period,high,Kaukauna Professional Police Association Contract Ratification (Tentative Agreement included) — 2026-2028 (packet includes wage-scale/longevity/shift-related edits),"[""2026-2028""]","{""candidate_id"": ""BRM5C-BRM5-20260731-02742-01"", ""final"": ""https://mccmeetings.blob.core.usgovcloudapi.net/kaukaunawi-pubu/MEET-Packet-250f1b7e8489470cab6a35d4fb8f0ea0.pdf"", ""original"": ""https://mccmeetings.blob.core.usgovcloudapi.net/kaukaunawi-pubu/MEET-Packet-250f1b7e8489470cab6a35d4fb8f0ea0.pdf"", ""scout_target_id"": ""BRM5-20260731-02742""}"
BRMPERRES-ab07d2feead869f93c6f7718,BRMQNORM-20260803-9f55223b6a8ad27824d789a3,explicit_or_bounded_repair,2007–2023,explicit_period_rescued,2007–2023,existing explicit or bounded normalized period,high,"Collective Bargaining Agreement (City of Bedford and Ohio Council 8 and Local 2007, AFSCME)","[""2007"",""2023""]","{""candidate_id"": ""BRM5C-BRM5-20260731-09677-03"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-08-0794.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-08-0794.pdf"", ""scout_target_id"": ""BRM5-20260731-09677""}"
BRMPERRES-8ade4250187a9b0c37164d37,BRMQNORM-20260803-9f596dc6d438fc75ed8334d5,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,"Agreement between the Charter Township of Bloomfield and the Government Employees Labor Council, Bloomfield Township General Employees (Signature Copy)",[],"{""candidate_id"": ""BRM5C-BRM5-20260731-01052-01"", ""final"": ""https://bloomfieldtwp.org/media/seud03zj/general-employees-contract-2026-2028_signature-copy-20260427.pdf"", ""original"": ""https://www.bloomfieldtwp.org/media/seud03zj/general-employees-contract-2026-2028_signature-copy-20260427.pdf"", ""scout_target_id"": ""BRM5-20260731-01052""}"
BRMPERRES-dcca3b86eec1b1b03c0ae0e1,BRMQNORM-20260803-9f5a7701cb1d6d5daed2de77,explicit_or_bounded_repair,2025,period_not_applicable,2025,existing explicit or bounded normalized period,high,Minutes for the November 2025 Board Meeting (wage amounts set; includes employee hourly rates and increases),"[""2025""]","{""candidate_id"": ""BRM5C-BRM5-20260731-02718-01"", ""final"": ""https://townofhamiltonwi.org/assets/files/2026/01/nov-minutes-2025.pdf"", ""original"": ""https://www.townofhamiltonwi.org/assets/files/2026/01/nov-minutes-2025.pdf"", ""scout_target_id"": ""BRM5-20260731-02718""}"
BRMPERRES-5f88fee1f979006a9fcaaa7c,BRMQNORM-20260803-9f6560ffa86dc900d85e8cb2,explicit_or_bounded_repair,2021–2022,explicit_period_rescued,2021–2022,existing explicit or bounded normalized period,high,"Organizational Meeting Minutes (April 13, 2021) — Resolution Approving Final Budget FY 2021-2022; salary rates increase at 3% (for village clerk/treasurer, deputy clerk/treasurer, DPW motor equipment operators; elected Mayor/Trustees stipend increases)","[""April 13, 2021"",""FY 2021-2022""]","{""candidate_id"": ""BRM5C-BRM5-20260731-18053-01"", ""final"": ""https://villageofvictory.com/wp-content/uploads/2021/05/April.13.2021.pdf"", ""original"": ""https://www.villageofvictory.com/wp-content/uploads/2021/05/April.13.2021.pdf"", ""scout_target_id"": ""BRM5-20260731-18053""}"
BRMPERRES-a04db829a92e9a36670d686e,BRMQNORM-20260803-9f6e5c5fb0e44ab4ffba8d21,explicit_or_bounded_repair,2026,explicit_period_rescued,2026,existing explicit or bounded normalized period,high,"WATERLOO TOWNSHIP FEE SCHEDULE: Effective June 1, 2026 (Approved 04/14/2026 at Township Meeting)","[""2026"",""June 1, 2026"",""May 1, 2026""]","{""candidate_id"": ""BRM5C-BRM5-20260731-01267-01"", ""final"": ""https://waterlootwpmi.gov/wp-content/uploads/2026/05/Fee-Schedule-Effective-June-1_2026_Approved.pdf"", ""original"": ""https://waterlootwpmi.gov/wp-content/uploads/2026/05/Fee-Schedule-Effective-June-1_2026_Approved.pdf"", ""scout_target_id"": ""BRM5-20260731-01267""}"
BRMPERRES-14b16a09cf4622954c643d5d,BRMQNORM-20260803-9f7550cd9f13136a3e66dbe4,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,City of Amsterdam and Amsterdam Police Benevolent Association — Opinion and Award (PERB Case IA93-026),[],"{""candidate_id"": ""BRM5C-BRM5-20260731-06652-01"", ""final"": ""https://perb.ny.gov/system/files/documents/2024/03/ia93-026-award-6-30-95.pdf"", ""original"": ""https://perb.ny.gov/system/files/documents/2024/03/ia93-026-award-6-30-95.pdf"", ""scout_target_id"": ""BRM5-20260731-06652""}"
BRMPERRES-afa3bc8bef82c54449ab2928,BRMQNORM-20260803-9f8ad4b37d13bd3c4ae673f2,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,"Collective Bargaining Agreement (Bazetta Township Trustees and Chauffeurs, Teamsters, Warehousemen, and Helpers Local Union No. 377) — SERB Case 20-MED-10-1287",[],"{""candidate_id"": ""BRM5C-BRM5-20260731-17159-03"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-10-1287.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-10-1287.pdf"", ""scout_target_id"": ""BRM5-20260731-17159""}"
BRMPERRES-15cfd50891cca78bf93b26e3,BRMQNORM-20260803-9f8c473bee3ecf0dfd21dd86,explicit_or_bounded_repair,2025,explicit_period_rescued,2025,existing explicit or bounded normalized period,high,"City Council Minutes — December 16, 2025","[""December 16, 2025""]","{""candidate_id"": ""BRM5C-BRM5-20260731-14923-01"", ""final"": ""https://cityofroxton.com/documents/668/December_Mintues_2025.pdf"", ""original"": ""https://cityofroxton.com/documents/668/December_Mintues_2025.pdf"", ""scout_target_id"": ""BRM5-20260731-14923""}"
BRMPERRES-3edcdeaccc055b47a4f00670,BRMQNORM-20260803-9f8f049608ee46aed07d8945,explicit_or_bounded_repair,2023–2024,explicit_period_rescued,2023–2024,existing explicit or bounded normalized period,high,Resolution 2023-86: Establishing the Organizational Listings and Pay Rates for City of Franklin Officials and Employees for the Year 2024,"[""2023-86"",""2024""]","{""candidate_id"": ""BRM5C-BRM5-20260731-05998-02"", ""final"": ""https://cms2.revize.com/revize/franklinoh/Document%20Center/Department/Government/City%20Council/Legislation/Resolutions/2023/R-23-86%20Pay%20Rates%202024.pdf"", ""original"": ""https://cms2.revize.com/revize/franklinoh/Document%20Center/Department/Government/City%20Council/Legislation/Resolutions/2023/R-23-86%20Pay%20Rates%202024.pdf"", ""scout_target_id"": ""BRM5-20260731-05998""}"
BRMPERRES-29fca113e0d1b47aed525f36,BRMQNORM-20260803-9f91801a2c2563848b65fccf,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,Day County Commission Minutes (wage increase items; includes one-year highway employee pay increase),[],"{""candidate_id"": ""BRM5C-BRM5-20260731-13723-01"", ""final"": ""https://day.sdcounties.org/files/2025/12/12-02-2025-Minutes.pdf"", ""original"": ""https://day.sdcounties.org/files/2025/12/12-02-2025-Minutes.pdf"", ""scout_target_id"": ""BRM5-20260731-13723""}"
BRMPERRES-69ffa754ffe6ef41f9e7c1b4,BRMQNORM-20260803-9f949a67c86260608a8d87db,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,"Collective Bargaining Agreement (Bazetta Township Trustees and Chauffeurs, Teamsters, Warehousemen, and Helpers Local Union No. 377) — SERB Case 20-MED-10-1287",[],"{""candidate_id"": ""BRM5C-BRM5-20260731-17159-03"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-10-1287.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-10-1287.pdf"", ""scout_target_id"": ""BRM5-20260731-17159""}"
BRMPERRES-c3c837c6cc1e20f6ad5473b5,BRMQNORM-20260803-9f98dffbde44a5c942de93a8,explicit_or_bounded_repair,2024–2025,explicit_period_rescued,2024–2025,existing explicit or bounded normalized period,high,"City of Seadrift April 15, 2025 Special Meeting Agenda Packet (includes 2024-2025 FY Budget salary line items)","[""2024-2025"",""April 15, 2025""]","{""candidate_id"": ""BRM5C-BRM5-20260731-14930-01"", ""final"": ""https://img1.wsimg.com/blobby/go/db5e3f47-9fc2-4db5-ac80-931dc15bb4d1/downloads/d2289249-0507-47f3-b46d-d5e0b7ae8260/2025-04-15%20Agenda%20Packet.pdf"", ""original"": ""https://img1.wsimg.com/blobby/go/db5e3f47-9fc2-4db5-ac80-931dc15bb4d1/downloads/d2289249-0507-47f3-b46d-d5e0b7ae8260/2025-04-15%20Agenda%20Packet.pdf?ver=1748883239073"", ""scout_target_id"": ""BRM5-20260731-14930""}"
BRMPERRES-b5f8e29c0c51c60fc560457a,BRMQNORM-20260803-9f9e1c988411f5ec2af7e18b,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,"Baraboo, City of (Public Works) and Teamsters Union Local 695 — Arbitration Award (Decision No. 28691-A)",[],"{""candidate_id"": ""BRM5C-BRM5-20260731-06379-02"", ""final"": ""https://werc.wi.gov/interest_awards/int_pre-99_vol_2_of_2/int28691.pdf"", ""original"": ""https://werc.wi.gov/interest_awards/int_pre-99_vol_2_of_2/int28691.pdf"", ""scout_target_id"": ""BRM5-20260731-06379""}"
BRMPERRES-27a607505cb0fdb4c6434578,BRMQNORM-20260803-9fb8f08ae9f6de9e7be005d5,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,"Agreement Between The City of Springfield, Ohio And The Springfield Police Patrolmen's Association",[],"{""candidate_id"": ""BRM5C-BRM5-20260731-02419-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-09-0748.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-09-0748.pdf"", ""scout_target_id"": ""BRM5-20260731-02419""}"
BRMPERRES-b1118c425858bf2fe47cbb9e,BRMQNORM-20260803-9fc14abaad751ee92506207a,explicit_or_bounded_repair,2023–2025,explicit_period_rescued,2023–2025,existing explicit or bounded normalized period,high,Amherst OPBA- Part Time Dispatchers 2023 - 2025 Agreement Final,"[""2023 - 2025""]","{""candidate_id"": ""BRM5C-BRM5-20260731-05928-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2022/22-MED-09-0965.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2022/22-MED-09-0965.pdf"", ""scout_target_id"": ""BRM5-20260731-05928""}"
BRMPERRES-76295082c6cbe0a7ef9d0c4c,BRMQNORM-20260803-9fd12a3ce4afc529ab14df65,explicit_or_bounded_repair,2025,explicit_period_rescued,2025,existing explicit or bounded normalized period,high,"Village of Jefferson Council Meeting packet (October 20, 2025)","[""October 20, 2025"",""October 6, 2025""]","{""candidate_id"": ""BRM5C-BRM5-20260731-17263-02"", ""final"": ""https://jeffersonohio.gov/wp-content/uploads/2025/11/Council-Meeting-October-20-2025.pdf"", ""original"": ""https://jeffersonohio.gov/wp-content/uploads/2025/11/Council-Meeting-October-20-2025.pdf"", ""scout_target_id"": ""BRM5-20260731-17263""}"
BRMPERRES-0323f962847dbed5725508dd,BRMQNORM-20260803-9fd49dd374a6e5c32122d2db,explicit_or_bounded_repair,2025–2027,explicit_period_rescued,2025–2027,existing explicit or bounded normalized period,high,"Agreement between the City of Duluth and Local 66 of A.F.S.C.M.E., Council 5 for Basic Unit Employees (2025-2027)","[""2025"",""2025-2027""]","{""candidate_id"": ""BRM5C-BRM5-20260731-05125-03"", ""final"": ""https://duluthmn.gov/media/ivafcawu/2025-2027-basic.pdf"", ""original"": ""https://duluthmn.gov/media/ivafcawu/2025-2027-basic.pdf"", ""scout_target_id"": ""BRM5-20260731-05125""}"
BRMPERRES-acb9243bd355bbfb09a658d1,BRMQNORM-20260803-9fe6344fe6b382c8d562df2f,explicit_or_bounded_repair,2026,explicit_period_rescued,2026,existing explicit or bounded normalized period,high,"Title 1 (Administration and Personnel), Chapter 1.08 Schedule of Compensation to Employees (Town of Troy, Indiana) (includes base wage setting for 2026; amended salary ordinance for changes)","[""2026""]","{""candidate_id"": ""BRM5C-BRM5-20260731-04462-01"", ""final"": ""https://ind15rpc.org/wp-content/themes/region15/codes/troy/Troy-Title1.pdf"", ""original"": ""https://www.ind15rpc.org/wp-content/themes/region15/codes/troy/Troy-Title1.pdf"", ""scout_target_id"": ""BRM5-20260731-04462""}"
BRMPERRES-df0e2d526c88b32bd6a48cf5,BRMQNORM-20260803-9fe848c0ebf875653cd17d46,explicit_or_bounded_repair,2019,explicit_period_rescued,2019,existing explicit or bounded normalized period,high,"BUDGET PLANNING MEETING OCTOBER 23, 2019 (clerk/treasurer wage increase decision)","[""OCTOBER 23, 2019""]","{""candidate_id"": ""BRM5C-BRM5-20260731-14062-04"", ""final"": ""https://townofshermandunn.com/assets/files/2020/10/october-23-2019-budget-planning-meeting-final.pdf"", ""original"": ""https://www.townofshermandunn.com/assets/files/2020/10/october-23-2019-budget-planning-meeting-final.pdf"", ""scout_target_id"": ""BRM5-20260731-14062""}"
BRMPERRES-53098917e509dc07b6d4386a,BRMQNORM-20260803-9feaf8821fe5d1fbbd307550,explicit_or_bounded_repair,2025,explicit_period_rescued,2025,existing explicit or bounded normalized period,high,"Labor Contract Between City of Benson MN and AFSCME (Local Union No. 2538, Minnesota Council 65)","[""January 1, 2025""]","{""candidate_id"": ""BRM5C-BRM5-20260731-08785-02"", ""final"": ""https://cityofbensonmn.gov/vertical/sites/%7B4CF162DA-DB48-48F1-B00C-5A678A59875D%7D/uploads/2025-26_AFSCME__Benson_City_Contract.pdf"", ""original"": ""https://cityofbensonmn.gov/vertical/sites/%7B4CF162DA-DB48-48F1-B00C-5A678A59875D%7D/uploads/2025-26_AFSCME__Benson_City_Contract.pdf"", ""scout_target_id"": ""BRM5-20260731-08785""}"
BRMPERRES-72931d5669be768b95e0c93b,BRMQNORM-20260803-9ff8661950e6a8fdfa157c9e,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,"Fact Finder's Report — City of Jackson, Ohio & OAPSE/AFSCME Local 4, AFL-CIO, Local 410",[],"{""candidate_id"": ""BRM5C-BRM5-20260731-02290-04"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2019/19-MED-06-0573.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2019/19-MED-06-0573.pdf"", ""scout_target_id"": ""BRM5-20260731-02290""}"
BRMPERRES-3fa4ab5db844e26f48c33564,BRMQNORM-20260803-a0089d8d3f2ff30ff4ed52ea,explicit_or_bounded_repair,2013,explicit_period_rescued,2013,existing explicit or bounded normalized period,high,"Indian Lake Borough Council Meeting Minutes (May 8, 2013) - Ratify Hiring of Chad Howell and Set Hourly Wage","[""May 8, 2013""]","{""candidate_id"": ""BRM5C-BRM5-20260731-07022-01"", ""final"": ""https://indianlakepa.us/FILES/MINUTES/PDF/Minutes%205-08-13.pdf"", ""original"": ""https://indianlakepa.us/FILES/MINUTES/PDF/Minutes%205-08-13.pdf"", ""scout_target_id"": ""BRM5-20260731-07022""}"
BRMPERRES-ffcf0e05fbed0a4e335846d7,BRMQNORM-20260803-a00bc841113407720a152d55,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,City of Macomb Employee Personnel Manual (Compensation System / Matrix Pay System),[],"{""candidate_id"": ""BRM5C-BRM5-20260731-00320-01"", ""final"": ""https://cityofmacomb.com/wp-content/uploads/2022/09/Personnel-Maual-9-1-2022.pdf"", ""original"": ""https://cityofmacomb.com/wp-content/uploads/2022/09/Personnel-Maual-9-1-2022.pdf"", ""scout_target_id"": ""BRM5-20260731-00320""}"
