non_base_wage_observation_id,extraction_case_id,document_identity_id,text_table_detection_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,contract_period_start,contract_period_end,page_number,non_base_wage_type,value_text,effective_date,eligibility_or_implementation_rule,bounded_evidence_pointer,confidence,reason_code,qa_status,source_quantitative_observation_id,qa_original_status,qa_resolution_id,qa_resolution_classification,qa_resolution_status,canonical_observation_id,duplicate_of,active_in_corrected_lane
nobs_2b500b638805d44a4c74ff4c,cex_dc8ca1ca223426bc2c51fb4a,doc_e90d33037f617b12f5e4453c,ttd_ba44f9966629c00ea66e7582,sr_d0a129ffeb7507b7401b63b4,NSCQ-MI-20260720-0136,MI,Ypsilanti,CITY OF YPSILANTI,non_safety,cba,,,29,leave,Family and Medical Leave provision; employee allowed up to one (1) year and return to equivalent job with equivalent pay,,Leave triggered by personal illness or illness in immediate family; requires medical certification from a qualified physician; additional medical certification may be required during the one (1) year period; leave not to exceed one (1) year,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0120_sr_d0a129ffeb7507b7401b63b4.pdf#page=29,low,CBA29B6F2A1D0,needs_review,,needs_review,,not_in_targeted_queue,not_applicable,nobs_2b500b638805d44a4c74ff4c,,true
nobs_112c6e115bf289353e12bd94,cex_e8174b9b1993df0687cbeb5c,doc_8298e5ced77de97f1484dc2e,ttd_36a5bd3c4ad73b4a24b4e293,sr_e480b8e5fdfb34b4b7fef455,NSCQ-MI-20260720-0135,MI,Ypsilanti,CITY OF YPSILANTI,police,cba,,,49,leave,Sick Leave: 12 hours per month (144 hours per year); Personal Days: Accumulate 108 hours per year on July 1; must beused,01/01/2021,Accrual/usage timing specified (July 1 accumulation; use by following June 30).,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0132_sr_e480b8e5fdfb34b4b7fef455.pdf#page=49,medium,LEAVE_ACCRUAL_RULES,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_112c6e115bf289353e12bd94,,true
nobs_e70a645a6432f7388c741ec8,cex_e8174b9b1993df0687cbeb5c,doc_8298e5ced77de97f1484dc2e,ttd_36a5bd3c4ad73b4a24b4e293,sr_e480b8e5fdfb34b4b7fef455,NSCQ-MI-20260720-0135,MI,Ypsilanti,CITY OF YPSILANTI,police,cba,,,49,leave,Vacation Days: (1)-(4)=120 hours; (5)-(9)=168 hours; (10)+=180 hours,01/01/2021,Vacation hours depend on years of service brackets.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0132_sr_e480b8e5fdfb34b4b7fef455.pdf#page=49,high,VACATION_HOURS_BY_SERVICE,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_e70a645a6432f7388c741ec8,,true
nobs_017d3e46792e73b633fb0aee,cex_e8174b9b1993df0687cbeb5c,doc_8298e5ced77de97f1484dc2e,ttd_36a5bd3c4ad73b4a24b4e293,sr_e480b8e5fdfb34b4b7fef455,NSCQ-MI-20260720-0135,MI,Ypsilanti,CITY OF YPSILANTI,police,cba,,,49,pension,"City Police and Fire Pension System: Tier 1 Contribution 10.0%, Multiplier 3.0%; Tier 2 Contribution 5.0%, Multiplier 2.",01/01/2021,Tiered contribution and multiplier terms; annuity withdrawal differs by tier.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0132_sr_e480b8e5fdfb34b4b7fef455.pdf#page=49,medium,PENSION_TIER_RATES,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_017d3e46792e73b633fb0aee,,true
nobs_2328f60ddfa0dfd723eedafb,cex_e8174b9b1993df0687cbeb5c,doc_8298e5ced77de97f1484dc2e,ttd_36a5bd3c4ad73b4a24b4e293,sr_e480b8e5fdfb34b4b7fef455,NSCQ-MI-20260720-0135,MI,Ypsilanti,CITY OF YPSILANTI,police,cba,,,49,other,Health Care Waiver: Single=$2000.00; 2 persons=$4000.00; Family=$5000.00,01/01/2021,Waiver amount varies by coverage level.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0132_sr_e480b8e5fdfb34b4b7fef455.pdf#page=49,high,HEALTH_CARE_WAIVER_AMOUNTS,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_2328f60ddfa0dfd723eedafb,,true
nobs_2b01737deb77d9d781929e73,cex_e8174b9b1993df0687cbeb5c,doc_8298e5ced77de97f1484dc2e,ttd_36a5bd3c4ad73b4a24b4e293,sr_e480b8e5fdfb34b4b7fef455,NSCQ-MI-20260720-0135,MI,Ypsilanti,CITY OF YPSILANTI,police,cba,,,49,benefits,"Life Insurance: $70,000.00; Flexible Spending Account: Employee contribution only",01/01/2021,FSA funded by employee contribution only.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0132_sr_e480b8e5fdfb34b4b7fef455.pdf#page=49,high,LIFE_INSURANCE_AND_FSA,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_2b01737deb77d9d781929e73,,true
nobs_58d6f6c87f95439808c378a1,cex_47fc35f9d528af0ec6185b9d,doc_04f12d902d6e4e983844ae8b,ttd_ec34d7978abf7b0f7a0ad879,sr_8597d3a12fde454e0d499f62,NSCQ-MN-20260720-0014,MN,Duluth,CITY OF DULUTH,non_safety,cba,,,9,other,rate as Basic Hourly Rate for purposes of overtime pay calculation under Article 17,,Applies to overtime pay calculation under Article 17.,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0016_sr_8597d3a12fde454e0d499f62.pdf#page=9,low,REFERENCE_TO_OVERTIME_CALCULATION_BASIS,needs_review,,needs_review,,not_in_targeted_queue,not_applicable,nobs_58d6f6c87f95439808c378a1,,true
nobs_0cfd9130f3db58b13e3ce452,cex_47fc35f9d528af0ec6185b9d,doc_04f12d902d6e4e983844ae8b,ttd_ec34d7978abf7b0f7a0ad879,sr_8597d3a12fde454e0d499f62,NSCQ-MN-20260720-0014,MN,Duluth,CITY OF DULUTH,non_safety,cba,,,8,overtime,overtime rate of pay after at least 40 hours/week (Article 7.1) or 37.5 hours/week (Article 7.2),,Eligibility based on weekly hour thresholds described; schedule/approval steps included.,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0016_sr_8597d3a12fde454e0d499f62.pdf#page=8,medium,OVERTIME_ELIGIBILITY_WEEKLY_THRESHOLD,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_0cfd9130f3db58b13e3ce452,,true
nobs_42d3cc8dbe5f632424a9c61b,cex_47fc35f9d528af0ec6185b9d,doc_04f12d902d6e4e983844ae8b,ttd_ec34d7978abf7b0f7a0ad879,sr_8597d3a12fde454e0d499f62,NSCQ-MN-20260720-0014,MN,Duluth,CITY OF DULUTH,non_safety,cba,,,18,overtime,pay at one and one-half (1½) times current Basic Hourly Rate for excess hours OR compensatory time off at one and one½ (,,Excess over forty (40) regular hours in a week; compensatory option available.,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0016_sr_8597d3a12fde454e0d499f62.pdf#page=18,medium,OVERTIME_RATE_FACTOR_1_5,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_42d3cc8dbe5f632424a9c61b,,true
nobs_cfbbe915e7ca1784041391f8,cex_47fc35f9d528af0ec6185b9d,doc_04f12d902d6e4e983844ae8b,ttd_ec34d7978abf7b0f7a0ad879,sr_8597d3a12fde454e0d499f62,NSCQ-MN-20260720-0014,MN,Duluth,CITY OF DULUTH,non_safety,cba,,,18,overtime,compensatory time off at one (1) hour for each hour worked (for excess hours compensated with time off),,Applies to excess hours compensated with compensatory time off (per Section 2 of the article).,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0016_sr_8597d3a12fde454e0d499f62.pdf#page=18,low,COMP_TIME_1_HOUR_PER_HOUR_TOKEN,needs_review,,needs_review,,not_in_targeted_queue,not_applicable,nobs_cfbbe915e7ca1784041391f8,,true
nobs_80f701e6b62b4a5b6f5bb317,cex_47fc35f9d528af0ec6185b9d,doc_04f12d902d6e4e983844ae8b,ttd_ec34d7978abf7b0f7a0ad879,sr_8597d3a12fde454e0d499f62,NSCQ-MN-20260720-0014,MN,Duluth,CITY OF DULUTH,non_safety,cba,,,18,leave,"Effective January 1, 2016, all paid leave hours except sick leave considered hours worked for daily and weekly overtime","January 1, 2016",Sick leave excluded from being counted as hours worked for overtime purposes.,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0016_sr_8597d3a12fde454e0d499f62.pdf#page=18,high,PAID_LEAVE_EXCEPT_SICK_COUNTED_FOR_OVERT,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_80f701e6b62b4a5b6f5bb317,,true
nobs_9d14672bd7e20e7d9a3838d7,cex_d007a3ad5fc6446b74229fa0,doc_05ae94499158f877b817c17f,ttd_eb174a76d03767000b80953b,sr_b9a2055dbdd4fd2994034acd,NSCQ-MN-20260720-0012,MN,Duluth,CITY OF DULUTH,police,cba,,,11,overtime,Overtime computed to the nearest fifteen (15) minutes.,,,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0010_sr_b9a2055dbdd4fd2994034acd.pdf#page=11,medium,OVERTIME_COMPUTATION_ROUNDING_RULE,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_9d14672bd7e20e7d9a3838d7,,true
nobs_da998591c820f25752a7fec8,cex_d007a3ad5fc6446b74229fa0,doc_05ae94499158f877b817c17f,ttd_eb174a76d03767000b80953b,sr_b9a2055dbdd4fd2994034acd,NSCQ-MN-20260720-0012,MN,Duluth,CITY OF DULUTH,police,cba,,,10,overtime,Holiday overtime is compensated at three (3) times Basic Hourly Rate when paid double time; and at time plus one half (1,,Overtime is voluntary; employees who decline are not subject to action.,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0010_sr_b9a2055dbdd4fd2994034acd.pdf#page=10,low,HOLIDAY_OVERTIME_RATE_RULES_PARTIAL_TEXT,needs_review,,needs_review,,not_in_targeted_queue,not_applicable,nobs_da998591c820f25752a7fec8,,true
nobs_6eead01a0a61fe9e35dea3fd,cex_d007a3ad5fc6446b74229fa0,doc_05ae94499158f877b817c17f,ttd_eb174a76d03767000b80953b,sr_b9a2055dbdd4fd2994034acd,NSCQ-MN-20260720-0012,MN,Duluth,CITY OF DULUTH,police,cba,,,11,other,Court time minimum four (4) hours pay at one and one-half (1½) times Basic Hourly Rate; cancellation notice over eight (,,Not entitled when more than eight (8) hours notice of cancellation; shorter timelines reference four (4) hours pay at 1½ times.,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0010_sr_b9a2055dbdd4fd2994034acd.pdf#page=11,low,COURT_TIME_MINIMUM_AND_NOTICE_CONDITION,needs_review,,needs_review,,not_in_targeted_queue,not_applicable,nobs_6eead01a0a61fe9e35dea3fd,,true
nobs_52038b155cdffae5b43343f8,cex_cfa31a5021ecc19b7b8a8170,doc_7b1811716679f2978995d80b,ttd_114801843023ad0e77b3ca55,sr_087024d4c8ccfa6869c1d77f,NSCQ-MN-20260720-0077,MN,Faribault,CITY OF FARIBAULT,fire,cba,,,3,leave,Emergency Leave,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0094_sr_087024d4c8ccfa6869c1d77f.pdf#page=3,unknown,SILENT_ON_TERMS_OR_AMOUNTS_PAGE_ONLY_CON,needs_review,,needs_review,,not_in_targeted_queue,not_applicable,nobs_52038b155cdffae5b43343f8,,true
nobs_76f4973f78f6884faaeac258,cex_cfa31a5021ecc19b7b8a8170,doc_7b1811716679f2978995d80b,ttd_114801843023ad0e77b3ca55,sr_087024d4c8ccfa6869c1d77f,NSCQ-MN-20260720-0077,MN,Faribault,CITY OF FARIBAULT,fire,cba,,,3,leave,Jury Duty,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0094_sr_087024d4c8ccfa6869c1d77f.pdf#page=3,unknown,SILENT_ON_TERMS_OR_AMOUNTS_PAGE_ONLY_CON,needs_review,,needs_review,,not_in_targeted_queue,not_applicable,nobs_76f4973f78f6884faaeac258,,true
nobs_f2b04c2ba5f76eb24b989578,cex_cfa31a5021ecc19b7b8a8170,doc_7b1811716679f2978995d80b,ttd_114801843023ad0e77b3ca55,sr_087024d4c8ccfa6869c1d77f,NSCQ-MN-20260720-0077,MN,Faribault,CITY OF FARIBAULT,fire,cba,,,3,leave,Funeral Leave,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0094_sr_087024d4c8ccfa6869c1d77f.pdf#page=3,unknown,SILENT_ON_TERMS_OR_AMOUNTS_PAGE_ONLY_CON,needs_review,,needs_review,,not_in_targeted_queue,not_applicable,nobs_f2b04c2ba5f76eb24b989578,,true
nobs_b00abf3dd444f856f74db6a8,cex_cfa31a5021ecc19b7b8a8170,doc_7b1811716679f2978995d80b,ttd_114801843023ad0e77b3ca55,sr_087024d4c8ccfa6869c1d77f,NSCQ-MN-20260720-0077,MN,Faribault,CITY OF FARIBAULT,fire,cba,,,3,leave,Military Leave,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0094_sr_087024d4c8ccfa6869c1d77f.pdf#page=3,unknown,SILENT_ON_TERMS_OR_AMOUNTS_PAGE_ONLY_CON,needs_review,,needs_review,,not_in_targeted_queue,not_applicable,nobs_b00abf3dd444f856f74db6a8,,true
nobs_c883d9c297a5e233592bca90,cex_cfa31a5021ecc19b7b8a8170,doc_7b1811716679f2978995d80b,ttd_114801843023ad0e77b3ca55,sr_087024d4c8ccfa6869c1d77f,NSCQ-MN-20260720-0077,MN,Faribault,CITY OF FARIBAULT,fire,cba,,,3,leave,Personal Leave of Absence,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0094_sr_087024d4c8ccfa6869c1d77f.pdf#page=3,unknown,SILENT_ON_TERMS_OR_AMOUNTS_PAGE_ONLY_CON,needs_review,,needs_review,,not_in_targeted_queue,not_applicable,nobs_c883d9c297a5e233592bca90,,true
nobs_c3779a26c9d69b109f54468e,cex_7eb5ea33a2c8158cb7467f01,doc_fc494df5223fe7e2e47cc76b,ttd_0fa189021a093b62b2182561,sr_b9607a4440b896438a067dad,NSCQ-MN-20260720-0076,MN,Faribault,CITY OF FARIBAULT,police,cba,,,5,benefits,prorated fringe benefits,,Regular Part-Time: works less than 30 hours in a standard work week for an indefinite period,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0198_sr_b9607a4440b896438a067dad.pdf#page=5,medium,MENTION_ONLY_NO_VALUES_OR_RATE,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_c3779a26c9d69b109f54468e,,true
nobs_a7476585ea1e7cbbdae79ae6,cex_f900a0d73a3e1bce27f60102,doc_c3502317759cc1f87665dedd,ttd_9cd8caca05359d6f9000673b,sr_fab9c2fc9af0eb925da8bf7c,NSCQ-MN-20260720-0118,MN,Golden Valley,CITY OF GOLDEN VALLEY,non_safety,cba,,,5,overtime,Overtime: work performed at express authorization of the EMPLOYER in excess of 40 hours per week,,Express authorization by the EMPLOYER; threshold is excess over 40 hours/week,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0423_sr_fab9c2fc9af0eb925da8bf7c.pdf#page=5,medium,OVERTIME_RULE_AND_THRESHOLD_VISIBLE,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_a7476585ea1e7cbbdae79ae6,,true
nobs_dedb93fd2d27b5a1c7391cb8,cex_f900a0d73a3e1bce27f60102,doc_c3502317759cc1f87665dedd,ttd_9cd8caca05359d6f9000673b,sr_fab9c2fc9af0eb925da8bf7c,NSCQ-MN-20260720-0118,MN,Golden Valley,CITY OF GOLDEN VALLEY,non_safety,cba,,,5,other,Holiday Pay Rate: One and one-half (1½) times the EMPLOYEE'S regular base pay rate,,Holiday pay uses 1.5x the employee's regular base pay rate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0423_sr_fab9c2fc9af0eb925da8bf7c.pdf#page=5,medium,HOLIDAY_PAY_MULTIPLIER_VISIBLE,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_dedb93fd2d27b5a1c7391cb8,,true
nobs_7836d23f1ffa0501c7cb76cf,cex_e469fdd18c2c380fe9bc356d,doc_06d3efc56d5928f6f34191cd,ttd_a7ca0dde0ef19ad10047f56c,sr_e502cbf1452fd01f3ef87efc,NSCQ-MN-20260720-0117,MN,Golden Valley,CITY OF GOLDEN VALLEY,police,cba,,,10,leave,Termination pay includes 1/3 of unused sick leave in addition to accrued annual leave,,Applies to employees covered by the termination pay section (laid off/retired referenced in section).,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0442_sr_e502cbf1452fd01f3ef87efc.pdf#page=10,medium,NONBASE_TERMINATION_SICK_AND_ANNUAL_LEAV,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_7836d23f1ffa0501c7cb76cf,,true
nobs_923e7d8b7a0accd6b9adfba7,cex_e469fdd18c2c380fe9bc356d,doc_06d3efc56d5928f6f34191cd,ttd_a7ca0dde0ef19ad10047f56c,sr_e502cbf1452fd01f3ef87efc,NSCQ-MN-20260720-0117,MN,Golden Valley,CITY OF GOLDEN VALLEY,police,cba,,,10,leave,Termination pay includes one days' pay for each full year of service to the City,,Applies to employees covered by the termination pay section.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0442_sr_e502cbf1452fd01f3ef87efc.pdf#page=10,medium,NONBASE_TERMINATION_PER_YEAR_OF_SERVICE,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_923e7d8b7a0accd6b9adfba7,,true
nobs_3615ffb918f4da29293b4fe2,cex_e469fdd18c2c380fe9bc356d,doc_06d3efc56d5928f6f34191cd,ttd_a7ca0dde0ef19ad10047f56c,sr_e502cbf1452fd01f3ef87efc,NSCQ-MN-20260720-0117,MN,Golden Valley,CITY OF GOLDEN VALLEY,police,cba,,,10,leave,Jury duty: no loss in normal salary; employees sign over jury duty fees to the Employer,,Eligibility tied to being called for jury duty; requires transfer of jury duty fees.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0442_sr_e502cbf1452fd01f3ef87efc.pdf#page=10,high,JURY_DUTY_NO_LOSS_AND_FEES_TRANSFER,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_3615ffb918f4da29293b4fe2,,true
nobs_afd99dc200eb7fadf8a453c2,cex_e469fdd18c2c380fe9bc356d,doc_06d3efc56d5928f6f34191cd,ttd_a7ca0dde0ef19ad10047f56c,sr_e502cbf1452fd01f3ef87efc,NSCQ-MN-20260720-0117,MN,Golden Valley,CITY OF GOLDEN VALLEY,police,cba,,,10,leave,Military service: no loss in normal salary,,Eligibility tied to serving in the military.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0442_sr_e502cbf1452fd01f3ef87efc.pdf#page=10,high,MILITARY_NO_LOSS_NORMAL_SALARY,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_afd99dc200eb7fadf8a453c2,,true
nobs_3828e752a3d0d97a8c8050a8,cex_e469fdd18c2c380fe9bc356d,doc_06d3efc56d5928f6f34191cd,ttd_a7ca0dde0ef19ad10047f56c,sr_e502cbf1452fd01f3ef87efc,NSCQ-MN-20260720-0117,MN,Golden Valley,CITY OF GOLDEN VALLEY,police,cba,,,10,leave,Leave of absence without pay: no accrual of leave or seniority while on the unpaid leave,,Granted by City Manager; accrual prohibition stated for this type of leave.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0442_sr_e502cbf1452fd01f3ef87efc.pdf#page=10,medium,UNPAID_LEAVE_NO_ACCRUAL,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_3828e752a3d0d97a8c8050a8,,true
nobs_69493378b3464d410eab1c73,cex_cf5859e9b822047195b73c79,doc_6d6abe1ed21b3ef8516c6c62,ttd_c598215dc755dac4d4dc0ccc,sr_40f0dc58cd2725d2a1a75942,NSCQ-MN-20260720-0091,MN,Lino Lakes,CITY OF LINO LAKES,police,cba,,,12,uniform_or_equipment,annual clothing allowance equals annual wage adjustment; $966.68 in 2025; $995.68 in 2026,2025 and 2026,prorated uniform allowance on anniversary after one year; full uniform allowance each January 1 thereafter,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0437_sr_40f0dc58cd2725d2a1a75942.pdf#page=12,medium,ARTICLE_23_CLOTHING_ALLOWANCE_VALUES,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_69493378b3464d410eab1c73,,true
nobs_02a7433f56918e8ac6df6a76,cex_cf5859e9b822047195b73c79,doc_6d6abe1ed21b3ef8516c6c62,ttd_c598215dc755dac4d4dc0ccc,sr_40f0dc58cd2725d2a1a75942,NSCQ-MN-20260720-0091,MN,Lino Lakes,CITY OF LINO LAKES,police,cba,,,12,stipend,hourly stipend for Officer/Firefighter classification: $1.30 (2025) and $1.44 (2026) in addition to regular wage rate,2025 and 2026,hourly stipend applies to specified classification/position,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0437_sr_40f0dc58cd2725d2a1a75942.pdf#page=12,high,ARTICLE_24_HOURLY_STIPEND_VALUES,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_02a7433f56918e8ac6df6a76,,true
nobs_5aefbd3b095c3e502e32db57,cex_cf5859e9b822047195b73c79,doc_6d6abe1ed21b3ef8516c6c62,ttd_c598215dc755dac4d4dc0ccc,sr_40f0dc58cd2725d2a1a75942,NSCQ-MN-20260720-0091,MN,Lino Lakes,CITY OF LINO LAKES,police,cba,,,12,stipend,hourly stipend for sergeant/foremen job classification during regular school year shift: $1.13 (2025) and $1.27 (2026) (,2025 and 2026,paid in addition to regular wage rate during regular school year shift,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0437_sr_40f0dc58cd2725d2a1a75942.pdf#page=12,medium,ARTICLE_24_SCHOOL_YEAR_STIPEND_VALUES,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_5aefbd3b095c3e502e32db57,,true
