selection_rank,extraction_case_id,document_identity_id,text_table_detection_id,pdf_readiness_id,source_review_id,candidate_queue_row_id,triage_id,verification_id,state,municipality,government_name,unit_type,candidate_source_type,contract_period_start,contract_period_end,content_artifact_path,content_hash,pdf_page_count,text_layer_status,wage_table_signal,extraction_pilot_priority,candidate_wage_pages,selection_score,selection_reason_codes,matched_group_id,matched_non_safety_selected,matched_non_safety_case_id,planned_lane,gate3_category,gate3_confidence,existing_rendered_page_count,selection_status,cumulative_cohort,requires_gabriel,seed_selection_rank
535,cex1000_1f246119680dcc27599bec04,doc_42045490fa4fc7840f4de002,ttd_f3512fbb4dda40c96818eebd,pr_8942749984855f9b5bc47fd4,sr_865e4af194eb3c47fe570edc,NSCQ-CA-20260720-0014,TRI-ceb6ffd4888ecda97c6d,VER-f5b4b6ad299914fa671a,CA,Fresno,CITY OF FRESNO,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0221_sr_865e4af194eb3c47fe570edc.pdf,0d42ef163b1da6407d1704634c5161c0d1d3a4cab20cab94d182a7f11b61c115,114,present,possible,p2,"14,39,51,58,113",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW,match_24af2f0dc39e874015be8084,yes,cex1000_6769bc0ac381397f00fcf33c,quantitative,,,0,frozen_new_requires_api,new_500_scale,yes,
536,cex1000_4c4974544ece48d95021df22,doc_02a95f05841194513f8d7a7c,ttd_2dd18fed31bed69736e37386,pr_160c7f8f860efa3613735f9b,sr_f8aa3f99435a5de2de09b8af,NSCQ-CA-20260720-0429,TRI-53fe9ba1bdd7fc62747d,VER-2eff963b368edd765661,CA,Glendora,CITY OF GLENDORA,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0160_sr_f8aa3f99435a5de2de09b8af.pdf,8f49780c0ca14590fa90d3dfdd2238a642cb28be8e08485ad040f25d0e764cbd,46,present,possible,p2,"16,24,26",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW,match_b12bcb5f680f50a803c54546,yes,cex1000_4c4974544ece48d95021df22,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
537,cex1000_f3ec845e3ae93109a5e7df4d,doc_f672c02efb44f014db739cb3,ttd_1fffaeac0a1d7afb47417203,pr_56d716cf85c022d143b10547,sr_40c7abee23e30e9ebc8cf27f,NSCQ-CA-20260720-0428,TRI-d7e314bdf9c0437e514c,VER-12cf0ac36dc0e8de2f85,CA,Glendora,CITY OF GLENDORA,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0433_sr_40c7abee23e30e9ebc8cf27f.pdf,ff47da4c3e0850702edd6a1a1afd25b89e98c6a04009abb16d016ca3672e80bf,26,present,likely,p1,"2,4,7,9,12,14,15,25,26",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_b12bcb5f680f50a803c54546,yes,cex1000_4c4974544ece48d95021df22,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
538,cex1000_81d32ddd9323d4b94b8ed2a2,doc_c0eea5a63544cb72b2a048a5,ttd_7b25b587c82775f4fc2d5c1d,pr_49d2f0de28d3dcb8a6c7385b,sr_81c22ad3568e853bbd6acb3f,NSCQ-CA-20260720-0718,TRI-b336e6fc1d65309fc3be,VER-7c931311c60679074fd9,CA,Grass Valley,CITY OF GRASS VALLEY,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0214_sr_81c22ad3568e853bbd6acb3f.pdf,a228ce32c2426dcda9e55d255e5eeabebf6c768e40684fd91b50654657939d07,36,present,likely,p1,"9,13,19,20,36",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_8024b1289961969a7155eb16,yes,cex1000_81d32ddd9323d4b94b8ed2a2,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
539,cex1000_fca5d19d4cc50bf5951e9f6c,doc_39099ef6a7eb7e13835304f7,ttd_c6c2c3b32918e2b51a032953,pr_c6968685e074c65fca4aed50,sr_89f60fb0e3517dc056139701,NSCQ-CA-20260720-0716,TRI-6b3523a2e249dca1fea0,VER-c47adece11be1094cd0b,CA,Grass Valley,CITY OF GRASS VALLEY,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0207_sr_89f60fb0e3517dc056139701.pdf,0b2fe31d4f1ee01eaef10542eada81762773ef62034ec2ebea1cbdb227003298,37,present,likely,p1,"5,9,17,19,21,37",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_8024b1289961969a7155eb16,yes,cex1000_81d32ddd9323d4b94b8ed2a2,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
540,cex1000_9fe447b67cb5179ad7f046e2,doc_7b2ea0c85a57ed3eaaead3ae,ttd_cd50ddae38d655a0c85d7b6c,pr_610ed5bf56451e66b901e13e,sr_ca343b763485ae1e025e711c,NSCQ-CA-20260720-0354,TRI-552baf6bf2bc76bd3556,VER-49d51126fd4baa331c6e,CA,Hanford,CITY OF HANFORD,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0448_sr_ca343b763485ae1e025e711c.pdf,1b81aae75739a2efe71ab82750d8cef39e5b67c206518a31bebce0019793f693,39,present,likely,p1,"5,18,20",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_88ba1c8ec960141664063820,yes,cex1000_3a5823a606b4490d894e2541,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
541,cex1000_3a5823a606b4490d894e2541,doc_1fa721d744bcf5b12b8c6f55,ttd_bd107131dbee79ec0e5f6a1e,pr_5a1ce6c009aac001d3a30ca4,sr_9d7a403111623a94d7599514,NSCQ-CA-20260720-0355,TRI-ffdd02c65bba40a3ff25,VER-06844e503c65be8b6ec7,CA,Hanford,CITY OF HANFORD,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0456_sr_9d7a403111623a94d7599514.pdf,b204901f61e736a2521a6d45c2e7b97c5882576eab5a2303ba34bb6abcaf6044,48,present,possible,p2,"6,11,17,22,25,27",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW,match_88ba1c8ec960141664063820,yes,cex1000_3a5823a606b4490d894e2541,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
542,cex1000_9ab984c44270682b5b30e983,doc_0be453f413c5db26a27f11bc,ttd_e7bb452e7f5dac04b219e14a,pr_18a0061404a2c4aeea8294d8,sr_b706b5aabfbf0e370f5a6254,NSCQ-CA-20260720-0678,TRI-8e883e277abdcff3ac29,VER-720a523d757d31190194,CA,Hercules,CITY OF HERCULES,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0019_sr_b706b5aabfbf0e370f5a6254.pdf,90007d1ac997d2d84dc44bcf7147f7e05882335e9464bd1ddca86726fe005936,31,present,possible,p2,30,12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW,match_997bd5b7a5f20824d54b5059,yes,cex1000_9ab984c44270682b5b30e983,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
543,cex1000_a042153bd5db1b40e5bdfb1c,doc_564347073980cebc406599bb,ttd_0a6c6733fe0e98e3600b180c,pr_ad52796d559c252e60cb2f1a,sr_d4f1ff9c78eff37fe588a4f7,NSCQ-CA-20260720-0677,TRI-4854d01c85c7267352dc,VER-fe6045ab76cb3a4f7fea,CA,Hercules,CITY OF HERCULES,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0236_sr_d4f1ff9c78eff37fe588a4f7.pdf,2cd43f6dea1f63e5c45e765437e1e249e0102e861b6d8962294f5a6dbb6cffb9,42,present,likely,p1,"6,10,19,22",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_997bd5b7a5f20824d54b5059,yes,cex1000_9ab984c44270682b5b30e983,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
544,cex1000_875fd219232b9380546d3864,doc_4f4b061f4ef2cc3f72fbe7a9,ttd_0425ee897dabad98903f9484,pr_11cfe5b4e48257391e279286,sr_3adc7cf7f53b3bc2a7057475,NSCQ-CA-20260720-0714,TRI-12073fdf39613379e85a,VER-cc6b7c837251c8e77d19,CA,Kerman,CITY OF KERMAN,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0138_sr_3adc7cf7f53b3bc2a7057475.pdf,5796546b9fc6cc65dbbb8221a97e91db4da69faea35bd571190679fa94a9ac48,14,present,possible,p2,"2,8,11,13",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW,match_b442692b16fc0ef5803276aa,yes,cex1000_875fd219232b9380546d3864,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
545,cex1000_60a9d5f772fa1c9d45404148,doc_44e93f48bb658f155f772462,ttd_76f058d87422c7c27ff156f2,pr_babb5d05ffde366f8cc67f4d,sr_f47f522cf97717298b9dbf23,NSCQ-CA-20260720-0713,TRI-5b72ecc5865e2ef89ce2,VER-af3fc69a47eea51fff4b,CA,Kerman,CITY OF KERMAN,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0119_sr_f47f522cf97717298b9dbf23.pdf,828069a66b3faac43d20dd786e1a6209340093507639fc227479e3d918aa9cc0,14,present,likely,p1,"4,8,11,13",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_b442692b16fc0ef5803276aa,yes,cex1000_875fd219232b9380546d3864,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
546,cex1000_cdabe33085b4f593e7d61536,doc_91ad7acf2216d9cca500b147,ttd_d9e8c4d1b40b16a52557081f,pr_71409a9e1fc4829e4534d6b6,sr_51b90d7d3c30a59abb1da612,NSCQ-CA-20260720-0002,TRI-ae76f8dfda1a5cb8191d,VER-0b86d0f8924f142e22c0,CA,Los Angeles,CITY OF LOS ANGELES,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0045_sr_51b90d7d3c30a59abb1da612.pdf,800517481298dd506f2cc3cbab423f463ab08ec95bd89f447a3d057e5c9e297a,111,present,possible,p2,"13,38,50,62,111",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW,match_636ca655456d48d7a0f399a0,yes,cex_b469b0a23a3b954deb1b702e,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
547,cex1000_d1ceb67b1c8248a697f854bd,doc_68002cadbae48ed808ad2fb9,ttd_e8cfe6c30d9838bb190b37c4,pr_0faf5f3c61922a2292d88b16,sr_fb71817081e019610daa3d6c,NSCQ-CA-20260720-0627,TRI-c2cf9d6cee0d6a0ac1fd,VER-f3d6c28c4078e59d50d0,CA,Los Gatos,TOWN OF LOS GATOS,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0192_sr_fb71817081e019610daa3d6c.pdf,8908d50e224d2ab7155a5ec036d040a0c1c532255c04feccb481ee1660323b64,35,present,likely,p1,"5,12,16,20",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_30f14c71387fcb44315ae325,yes,cex1000_d1ceb67b1c8248a697f854bd,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
548,cex1000_4dcf958b0456ad7f5ae10773,doc_dea83af12f8d165fe6c4b459,ttd_a47798d877644dd9dde88004,pr_7e1a7d0b599da396ef49cf6e,sr_070e460ae3b05c51f7435a6d,NSCQ-CA-20260720-0626,TRI-e1bac2012be8ed886423,VER-af85f6980f4c957a49da,CA,Los Gatos,TOWN OF LOS GATOS,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0265_sr_070e460ae3b05c51f7435a6d.pdf,89f04a702f32ca8d3bc034eb9900832606567605a3fda98c59d5f14b69620f0b,31,present,likely,p1,"8,11,16,30,31",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_30f14c71387fcb44315ae325,yes,cex1000_d1ceb67b1c8248a697f854bd,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
549,cex1000_a57bc302f654f4003cfa9a71,doc_e5af4bd181628b31cf3e2342,ttd_4a0bf246fd683f73044b5b81,pr_6a82c0a0c36c13bc4f730a0f,sr_ecc00eb6a7dc2363243e4a0e,NSCQ-CA-20260720-0625,TRI-f306bc2a52930e82a000,VER-c6e081d262674acfc0a5,CA,Los Gatos,TOWN OF LOS GATOS,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0185_sr_ecc00eb6a7dc2363243e4a0e.pdf,db8c09d21a9bd2133c9cc94b85f89350edee1903b9e88ec0dde817fafbec8d69,30,present,likely,p1,"7,11,14",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_30f14c71387fcb44315ae325,yes,cex1000_d1ceb67b1c8248a697f854bd,quantitative,,,0,frozen_new_requires_api,new_500_scale,yes,
550,cex1000_40be950fa0a1abee96242ee5,doc_18f9dd74c6ebc31ee4d729a7,ttd_ae65b9b6b5e1af7515fe8b62,pr_65de2b754b3933967306b47f,sr_6a1134d7f55049b7a538aca8,NSCQ-CA-20260720-0472,TRI-05800b286333f230d643,VER-d16b860c49ceb3712c61,CA,Menlo Park,CITY OF MENLO PARK,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0186_sr_6a1134d7f55049b7a538aca8.pdf,330295d08f5912733360f30e2ee7201e6f6ca0870d3437710225d4500a3653d4,73,present,likely,p1,"9,17,33,37,41,72",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_1c899d25eec1570dc262d5ad,yes,cex1000_40be950fa0a1abee96242ee5,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
551,cex1000_c65e3b38c4a2023cae8b4014,doc_f7de2b00e9564e6666315625,ttd_5ab9b6e0a401dc4a8e5aca2d,pr_ca4efffdec8d95b185e61e39,sr_20763f92269f6c5e57c2cf65,NSCQ-CA-20260720-0471,TRI-b5217da8aa60acc82f8b,VER-4d457e33b7388e41a026,CA,Menlo Park,CITY OF MENLO PARK,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0174_sr_20763f92269f6c5e57c2cf65.pdf,f00448100acad0bfad430ac8b635c1f8ca2f135630555ad3377a16f86839ca3b,58,present,likely,p1,"14,26,33",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_1c899d25eec1570dc262d5ad,yes,cex1000_40be950fa0a1abee96242ee5,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
552,cex1000_c08611b9899fd8bdf1445155,doc_06732dab57ddb71b8c3640c6,ttd_93f5a59de798d1e54fab85fe,pr_93e1bcda3f3c3d316fab9cdc,sr_8883da35542d21f9c08306a8,NSCQ-CA-20260720-0039,TRI-61f9ff7f5e8f7fba6000,VER-aeff91e41ebb0e71e89c,CA,Modesto,CITY OF MODESTO,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0172_sr_8883da35542d21f9c08306a8.pdf,6382eb9c74780fd6446b292073e19eb0478df9da0002cb76aa14bd877cc97d43,61,present,likely,p1,"2,8,14,21,60,61",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_45a365fa49347cdb2f5f9a33,yes,cex1000_45d6824814a56c7b9dc97156,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
553,cex1000_45d6824814a56c7b9dc97156,doc_d35526b6e96607b1c388ff06,ttd_59b884393ab0f5321be21ae8,pr_796443ae77ca959ae7f0d2db,sr_9ace937c117ab8f030d04092,NSCQ-CA-20260720-0040,TRI-462e822bd05ed9bd463b,VER-634427f46c5908961e8a,CA,Modesto,CITY OF MODESTO,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0247_sr_9ace937c117ab8f030d04092.pdf,93329230e8a6db12c9c4203133f45f4a0f05d3e744e1c103e0507e860548cfbc,88,present,likely,p1,"2,40,45,88",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_45a365fa49347cdb2f5f9a33,yes,cex1000_45d6824814a56c7b9dc97156,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
554,cex1000_dd524ad9b09144b0e4c8be68,doc_d7d9ac7263cbff7bad23a235,ttd_ed68bf0d585136179b56f69d,pr_fb7782a6969595a0f1b2af33,sr_978265fca5e819d8f140fc46,NSCQ-CA-20260720-0038,TRI-e7bb6575cec46a31f2c4,VER-23f438db1c8dd3f5e6c8,CA,Modesto,CITY OF MODESTO,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0245_sr_978265fca5e819d8f140fc46.pdf,ea0a3ee3929f634c67e2a8d2c96349509068f02980553b30456fb8e0f052f8d4,86,present,likely,p1,"2,10,20,29,44,48",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_45a365fa49347cdb2f5f9a33,yes,cex1000_45d6824814a56c7b9dc97156,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
555,cex1000_a2a4a753588b930fb86f0d3d,doc_fc176379f296a2821175357c,ttd_3031febf40fe5fc5c38229ba,pr_e0b044ee3649e188731cb450,sr_d8ff3269bc3aa853d3fe50eb,NSCQ-CA-20260720-0481,TRI-c5b1a9c77d574a0bc5ed,VER-fbf8754c8a77a33eebbd,CA,Morgan Hill,CITY OF MORGAN HILL,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0455_sr_d8ff3269bc3aa853d3fe50eb.pdf,10a8a789acb1c55605c76a18cffbb232a49395fecfc437a0eff351a69ba2e225,69,present,likely,p1,"2,9,16,35,68",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_ac11f8272455b85234b6a0fa,yes,cex1000_a2a4a753588b930fb86f0d3d,quantitative,,,0,frozen_new_requires_api,new_500_scale,yes,
556,cex1000_3c327aedcc29116db0a07b78,doc_71884da261dc2450cff313d9,ttd_55643088497edea7ef89a3d6,pr_a8fd9ae8aaaf47b9719b76ce,sr_971a45ac9c2b965b60955af2,NSCQ-CA-20260720-0479,TRI-c7766dcaab16c6330250,VER-c94a98da507a11cda546,CA,Morgan Hill,CITY OF MORGAN HILL,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0451_sr_971a45ac9c2b965b60955af2.pdf,dc74031d75c74753f62743cd4a92faa64246ce9c24a361ca4121b69705ed6e45,33,present,likely,p1,"2,5,8,15,17",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_ac11f8272455b85234b6a0fa,yes,cex1000_a2a4a753588b930fb86f0d3d,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
557,cex1000_a3c108d5e02c16f9793fddce,doc_fecf382cb08ea9bcaf0cfc71,ttd_0dda57db727ff593b565b210,pr_88b08bfff63a9f051811f2df,sr_82ebfb37065b2eeaffa3b588,NSCQ-CA-20260720-0698,TRI-581584b3573e543d6999,VER-cbd6eaa9f0b23d1473ef,CA,Oroville,CITY OF OROVILLE,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0208_sr_82ebfb37065b2eeaffa3b588.pdf,840d40a97ccfc8583b0d47bdd4aaa2d80fa931f523bd40e5556d55bbfe897ae1,42,present,likely,p1,"6,10,15,22,24",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_2fb94119a6aea554b93a824b,yes,cex1000_a3c108d5e02c16f9793fddce,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
558,cex1000_0cfa6cc91f45047fc5a9b455,doc_ab15e3f7873913fae7dd7611,ttd_3dffe9ebd2c4fcb89cf3f5f0,pr_19696b9244faad03547c7cfa,sr_02fca049c6c49688d482ddc7,NSCQ-CA-20260720-0697,TRI-ce60a69eacd53cca2b48,VER-c35d659493c69c2642fd,CA,Oroville,CITY OF OROVILLE,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0197_sr_02fca049c6c49688d482ddc7.pdf,3aeba7914decb28e7946cf04ae096e94755d9ba944ce4c0dc2dbebcbd411ac64,41,present,possible,p2,"2,10,14,19",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW,match_2fb94119a6aea554b93a824b,yes,cex1000_a3c108d5e02c16f9793fddce,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
559,cex1000_80f7088677adaed28ca7a13a,doc_691f18f17575c30d6828456d,ttd_fcc01c1747b52b5d2c9b9c87,pr_3b8415762fb43983e17a6cee,sr_902b18615f58e54fa643702e,NSCQ-CA-20260720-0737,TRI-926cb4e58a9dca7f9189,VER-d808271e6bd17e79c04a,CA,Pacific Grove,CITY OF PACIFIC GROVE,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0241_sr_902b18615f58e54fa643702e.pdf,317f34b1dbb36fbfc9f44376b7a0fccbbcc9afbc93c95acb256dde3908166fa7,20,present,likely,p1,"2,3,7,11,12",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_46e637ea03fbdbae97615165,yes,cex1000_80f7088677adaed28ca7a13a,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
560,cex1000_47db2b550289f2bd87650407,doc_550c89e334bb12b357464998,ttd_9d196bcba8ea44a566c2e062,pr_eaa0fe3fb82e5148fc7b6da4,sr_5ad7292d1f6c318307670366,NSCQ-CA-20260720-0736,TRI-cf77a9b0555d475c80a0,VER-b0740ec0d491c73b9977,CA,Pacific Grove,CITY OF PACIFIC GROVE,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0237_sr_5ad7292d1f6c318307670366.pdf,1898e4656f7a5c485aa813fd335c0d467008645e15994caa66ac67c54d07374f,26,present,likely,p1,"4,14,15",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_46e637ea03fbdbae97615165,yes,cex1000_80f7088677adaed28ca7a13a,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
