non_base_wage_observation_id,extraction_case_id,document_identity_id,text_table_detection_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,contract_period_start,contract_period_end,page_number,non_base_wage_type,value_text,effective_date,eligibility_or_implementation_rule,bounded_evidence_pointer,confidence,reason_code,qa_status
nobs_48889f034ccd4e1333bd2902,cexrem_847808e0cc30d0a0b72c78b4,doc_a8a003a925db79e05c57dc60,ttd_1b256f76e8efeafcbd3445b2,sr_8da3c178a5bf7a0c05de5742,NSCQ-MI-20260720-0095,MI,Traverse City,CITY OF TRAVERSE CITY,non_safety,cba,,,14,healthcare_contributions,"ACA guidelines, currently no more than 9.5% of gross wages",,Referenced in the description of Hospitalization Insurance for part-time employees (opportunity to Affordable Care Act (ACA) guidelines).,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0124_sr_8da3c178a5bf7a0c05de5742.pdf#page=14,low,HEALTHCARE_INSURANCE_ACA_CAP_9_5_PERCENT,needs_review
nobs_2845e24a234ff6cc3c9ff749,cexrem_847808e0cc30d0a0b72c78b4,doc_a8a003a925db79e05c57dc60,ttd_1b256f76e8efeafcbd3445b2,sr_8da3c178a5bf7a0c05de5742,NSCQ-MI-20260720-0095,MI,Traverse City,CITY OF TRAVERSE CITY,non_safety,cba,,,12,other,Separation pay will be based on the following factors,,Triggered when contracting/subcontracting results in full or partial layoff of bargaining unit employees; negotiations within ten (10) calendar days after notice receipt to minimize effects; includes separation benefit/separation pay for an,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0124_sr_8da3c178a5bf7a0c05de5742.pdf#page=12,low,SEPARATION_PAY_MECHANISM_FACTORS_NOT_SH,needs_review
nobs_baea910f4906565f63275271,cexrem_ada18fc6ea483718076c0a5b,doc_9a33d05165c29dcbb3ede522,ttd_86beebd75652147a32920d2d,sr_b02a3d4c94907472ea117c53,NSCQ-MI-20260720-0140,MI,Trenton,CITY OF TRENTON,police,cba,,,8,overtime,Hours worked in excess of twelve (12) hours per day or eighty-four (84) hours in any bi-week compensated at time and one,,Overtime triggered by hours exceeding 12/day or 84/bi-week; 81-84 hours may be paid or converted to comp time at 1x employee rate (as described in surrounding contract language).,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0076_sr_b02a3d4c94907472ea117c53.pdf#page=8,medium,ARTICLE_VIII_SHIFT_WORKING_HOURS_OVERTIM,provisional_unverified
nobs_abf3610e0c6807f6c52f71ad,cexrem_ada18fc6ea483718076c0a5b,doc_9a33d05165c29dcbb3ede522,ttd_86beebd75652147a32920d2d,sr_b02a3d4c94907472ea117c53,NSCQ-MI-20260720-0140,MI,Trenton,CITY OF TRENTON,police,cba,,,8,overtime,$100.00 stipend in addition to any overtime worked,,Detective on-call compensation includes a $100.00 stipend in addition to any overtime worked.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0076_sr_b02a3d4c94907472ea117c53.pdf#page=8,medium,ARTICLE_VIII_ON_CALL_STIPEND_PLUS_OVERT,provisional_unverified
nobs_f1ec0e3cc335a5b3b2fe6c46,cexrem_ca18d39fead57a43fe088075,doc_475c2b49b5189e49a8ead943,ttd_a962a37f8d5ce1e1d408571e,sr_52b25633e6084c4a0cb07e9b,NSCQ-MI-20260720-0021,MI,Troy,CITY OF TROY,police,cba,,,16,overtime,Overtime paid at one and one-half (1½) times the regular rate for hours worked in excess of (1) 40 hours per week and (2,,Overtime payment may be declined for banking compensatory time at 1½ hours compensatory time for every 1 hour earned overtime; maximum 120 hours compensatory time each year; overtime hours on designated holiday paid at two (2) times the 2x),tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0016_sr_52b25633e6084c4a0cb07e9b.pdf#page=16,medium,OVERTIME_RATE_AND_COMP_TIME_TERMS_ONLY,provisional_unverified
nobs_7f977011845510f72f5d3bef,cexrem_ca18d39fead57a43fe088075,doc_475c2b49b5189e49a8ead943,ttd_a962a37f8d5ce1e1d408571e,sr_52b25633e6084c4a0cb07e9b,NSCQ-MI-20260720-0021,MI,Troy,CITY OF TROY,police,cba,,,16,overtime,Overtime hours scheduled work day and work hours shall be paid at the rate of two (2) times his regular hourly rate.,,Starting time of the shift determines eligibility for this overtime rate.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0016_sr_52b25633e6084c4a0cb07e9b.pdf#page=16,low,SECOND_OVERTIME_RATEMENTION_WITH_START_T,needs_review
nobs_6740dbbca4873d885ce91a89,cexrem_ca18d39fead57a43fe088075,doc_475c2b49b5189e49a8ead943,ttd_a962a37f8d5ce1e1d408571e,sr_52b25633e6084c4a0cb07e9b,NSCQ-MI-20260720-0021,MI,Troy,CITY OF TROY,police,cba,,,16,leave,"During disability, sick leave only shall accrue; fifteen (15) minute breaks (not taken contiguously).",,Hospitalization insurance continued even if employee utilizes all accrued leave time during that period.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0016_sr_52b25633e6084c4a0cb07e9b.pdf#page=16,low,LEAVE_ACCRUAL_AND_PERIOD_TERMS_IN_DISAB,needs_review
nobs_dd6aba76e9ec43915f8aa11c,cexrem_ca18d39fead57a43fe088075,doc_475c2b49b5189e49a8ead943,ttd_a962a37f8d5ce1e1d408571e,sr_52b25633e6084c4a0cb07e9b,NSCQ-MI-20260720-0021,MI,Troy,CITY OF TROY,police,cba,,,16,healthcare_contributions,Hospitalization insurance continued even if employee utilizes all accrued leave time during the disability period; after,,Employee shall not receive hospitalization insurance paid for by the Employer after further referenced condition (text cut).,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0016_sr_52b25633e6084c4a0cb07e9b.pdf#page=16,low,HEALTH_INSURANCE_CONTINUATION_STATEMENT,needs_review
nobs_a5b90c2340967d0bed86a681,cexrem_105879b22a2ec18dc7ba907e,doc_31f44ae7a17c480c2f862ed1,ttd_9bd8e408bbb49cf12e55cad8,sr_6d84d30f4b85a8817f005839,NSCQ-MI-20260720-0008,MI,Warren,CITY OF WARREN,non_safety,cba,,,12,leave,time off without loss of pay for authorized union representatives who must be absent from work due to being elected or…(,,Authorized union representatives absent from work to attend AFL-CIO convention/meeting.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0438_sr_6d84d30f4b85a8817f005839.pdf#page=12,low,P12_NONBASE_LEAVE_WITHOUT_LOSS_OF_PAY_A,needs_review
nobs_3b6af8514fa4f7d48eec8c99,cexrem_105879b22a2ec18dc7ba907e,doc_31f44ae7a17c480c2f862ed1,ttd_9bd8e408bbb49cf12e55cad8,sr_6d84d30f4b85a8817f005839,NSCQ-MI-20260720-0008,MI,Warren,CITY OF WARREN,non_safety,cba,,,12,leave,without loss of pay (leave of time or pay) to attend the funeral of any member,,"Secretary must not abuse leave; if necessary to leave the work station, Secretary notifies loss of pay to attend funeral.",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0438_sr_6d84d30f4b85a8817f005839.pdf#page=12,low,P12_NONBASE_LEAVE_WITHOUT_LOSS_OF_PAY_B,needs_review
nobs_988e0c4c22147faeaacdd6c0,cexrem_641f4f0b0546decb1b072fb1,doc_3821e78f989a6cd56e1494fd,ttd_22d4eb7619a090ef9a90de1b,sr_2bbfb1e9836d8f60eb3de4f0,NSCQ-MI-20260720-0138,MI,Wixom,CITY OF WIXOM,police,cba,,,11,uniform_or_equipment,standard uniform provided by the City not to exceed $400; 60-day advance notice for major uniform changes effective the ,first day of the next fiscal year,Employees required to wear uniforms; new hires initially provided a standard uniform,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0411_sr_2bbfb1e9836d8f60eb3de4f0.pdf#page=11,medium,UNIFORM_ALLOWANCE_RULES_WITH_DOLLAR_CAP,provisional_unverified
nobs_fcf60e83b52b0035002b17c3,cexrem_641f4f0b0546decb1b072fb1,doc_3821e78f989a6cd56e1494fd,ttd_22d4eb7619a090ef9a90de1b,sr_2bbfb1e9836d8f60eb3de4f0,NSCQ-MI-20260720-0138,MI,Wixom,CITY OF WIXOM,police,cba,,,11,uniform_or_equipment,Cleaning allowance (uniformed employees/officers assigned to duty) includes provision referencing 'thirty (30) ... 1/12',,Uniformed employees/officers assigned to work; includes allowance usage rule,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0411_sr_2bbfb1e9836d8f60eb3de4f0.pdf#page=11,low,UNIFORM_CLEANING_ALLOWANCE_TEXT_PARTIAL,needs_review
nobs_57383ff97bb7eec563fe955f,cexrem_641f4f0b0546decb1b072fb1,doc_3821e78f989a6cd56e1494fd,ttd_22d4eb7619a090ef9a90de1b,sr_2bbfb1e9836d8f60eb3de4f0,NSCQ-MI-20260720-0138,MI,Wixom,CITY OF WIXOM,police,cba,,,11,reimbursements,Optical: complete eye examination reimbursed up to $30; lenses/frames or contact lenses reimbursed up to $150,,Reimbursements for optical services at specified maximums,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0411_sr_2bbfb1e9836d8f60eb3de4f0.pdf#page=11,high,MEDICAL_REIMBURSEMENT_MAXIMUMS_PRESENT,provisional_unverified
nobs_bc3887168daf686d09049009,cexrem_641f4f0b0546decb1b072fb1,doc_3821e78f989a6cd56e1494fd,ttd_22d4eb7619a090ef9a90de1b,sr_2bbfb1e9836d8f60eb3de4f0,NSCQ-MI-20260720-0138,MI,Wixom,CITY OF WIXOM,police,cba,,,11,benefits,Dental plan referenced: Appendix 'A' (Delta Dental Plan of Michigan); Class III Benefits - Orthodontics at 50%,,Dental benefits administered through referenced appendix; orthodontics at 50%,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0411_sr_2bbfb1e9836d8f60eb3de4f0.pdf#page=11,medium,DENTAL_PLAN_BENEFIT_AND_ORTHODONTICS_PCT,provisional_unverified
nobs_da39d2e5c672a22ff07c62b0,cexrem_641f4f0b0546decb1b072fb1,doc_3821e78f989a6cd56e1494fd,ttd_22d4eb7619a090ef9a90de1b,sr_2bbfb1e9836d8f60eb3de4f0,NSCQ-MI-20260720-0138,MI,Wixom,CITY OF WIXOM,police,cba,,,11,overtime,Compensated at time and one-half (1 1/2) for all time spent in court; minimum guarantee of two (2) hours pay per day,,Applies in cases involving Workmen's Compensation/Sickness and Accident context and/or court time provision shown in excerpt,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0411_sr_2bbfb1e9836d8f60eb3de4f0.pdf#page=11,medium,TIME_AND_ONE_HALF_AND_MINIMUM_HOURS_PAY,provisional_unverified
nobs_e0ab5e59aeac89b4eb055379,cexrem_69fc5e8c372308dfeab01937,doc_7041422a86babce68e8f455e,ttd_e84ba18399f30c3bdba5abec,sr_425ec1c96a65ced8db58c100,NSCQ-MN-20260720-0036,MN,Apple Valley,CITY OF APPLE VALLEY,non_safety,cba,,,10,leave,Accrued unused annual leave balance of 160+ hours allows an irrevocable election annually by Dec 31 to receive cash in-l,,Election to receive cash compensation in lieu of up to 16 hours of annual leave earned in the subsequent year; cash-out paid at the employee's base pay rate on either (1) one regular pay check in the calendar year after election upon the 1),tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0174_sr_425ec1c96a65ced8db58c100.pdf#page=10,low,LEAVE_CASHOUT_ELECTION_AND_BASE_PAY_RATE,needs_review
nobs_0fdbfedc14fbc6a334b3d477,cexrem_69fc5e8c372308dfeab01937,doc_7041422a86babce68e8f455e,ttd_e84ba18399f30c3bdba5abec,sr_425ec1c96a65ced8db58c100,NSCQ-MN-20260720-0036,MN,Apple Valley,CITY OF APPLE VALLEY,non_safety,cba,,,10,leave,"Cash-out timing includes: (2) the first pay check in December of the year after the election, or (3) upon separation of",,Applies when election is made; also provides that employees leaving employment in good standing are compensated for all accrued and unused annual leave at separation; prohibits waiving annual leave for double pay.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0174_sr_425ec1c96a65ced8db58c100.pdf#page=10,low,LEAVE_CASHOUT_TIMING_AND_SEPARATION_COMP,needs_review
nobs_4b8b9bf18414f33de27065ac,cexrem_01153898e2ab36319d9c1a75,doc_e18e2d48a0a727ce9cb80011,ttd_861db6a4e1848c04fe9d0bdc,sr_55bdc3d4dad1ccf66dd114e4,NSCQ-MN-20260720-0028,MN,Burnsville,CITY OF BURNSVILLE,police,cba,,,1,benefits,Same benefits as non-union employees,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0010_sr_55bdc3d4dad1ccf66dd114e4.pdf#page=1,low,BENEFIT_PARITY_STATEMENT_NO_DETAIL_LEVEL,needs_review
nobs_7683ccef03914c83cf78450f,cexrem_92ba89ca4429c3c9fb75cdcc,doc_7cede47789f345313523aa86,ttd_8c631122f8e850f6f829aa2b,sr_dcb684936b222ae04877da0e,NSCQ-MN-20260720-0116,MN,Crystal,CITY OF CRYSTAL,police,cba,,,5,overtime,Overtime is work performed at the express authorization of the Employer in excess of the Employee's scheduled shift; for,,"Police Lieutenants are only eligible for overtime pay for specific non-City payroll special projects (e.g., Drug Task Force, safe & sober grant and DWI projects); otherwise Police Lieutenants are ineligible for overtime.",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0449_sr_dcb684936b222ae04877da0e.pdf#page=5,medium,OT_DEFINITION_AND_ELIGIBILITY_RULES_IN_G,provisional_unverified
nobs_04a9b383f777af3239a206b5,cexrem_c643d99030e4662aa1f2b597,doc_45cae9acac70a142ffeeaa1e,ttd_c03a9b63dea16c16cce60662,sr_c40ef0b5b5d00b2e25dc7cb7,NSCQ-MN-20260720-0015,MN,Duluth,CITY OF DULUTH,non_safety,cba,,,20,overtime,Standby Pay: two (2) hours of pay at current Basic Hourly Rate for each Shift duty Mon-Fri; three (3) hours for Sat-Sun;,,"Employees on standby duty receive the standby pay amounts per shift, with different hour amounts for Mon-Fri, weekends, and holidays.",tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0080_sr_c40ef0b5b5d00b2e25dc7cb7.pdf#page=20,medium,ARTICLE_18_3_STANDBY_PAY_HOURS_ON_BASIC,provisional_unverified
nobs_a4944da508bf5fbef5e8ceab,cexrem_e9d8aa1f3bae9526d2cb56f9,doc_94e922ee81465aab8bb5628e,ttd_25ce4d4a63e4ed5142c666e7,sr_aa71b6a79ff83ab87793ac48,NSCQ-MN-20260720-0070,MN,Elk River,CITY OF ELK RIVER,police,cba,,,5,overtime,"Time off a regularly Scheduled Shift with pay in lieu of Overtime pay, taken with prior approval of the Employer.",,Taken with prior approval of the Employer; used as time off in lieu of overtime pay.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0367_sr_aa71b6a79ff83ab87793ac48.pdf#page=5,medium,COMP_TIME_DEFINED_AS_PAY_IN_LIEU_OF_OVT,provisional_unverified
nobs_ef5e20b0def6a5581d3ec181,cexrem_2c84fe0e5fe1af8ea631ae4b,doc_89479a8c034862dbe2b09c90,ttd_e1caf48ba06dc95bb36152f9,sr_72cd3e8454a377b258bdad2b,NSCQ-MN-20260720-0097,MN,Forest Lake,CITY OF FOREST LAKE,police,cba,,,61,leave,Funeral leave will be at the Employee’s regular rate of pay and shall not be counted against the Employee’s accrued sick,,"Funeral leave is allowed for specified family member categories; Upon approval of the supervisor, the Employee may choose to use sick or vacation leave to extend the funeral leave.",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0410_sr_72cd3e8454a377b258bdad2b.pdf#page=61,medium,FUNERAL_LEAVE_REQUIRES_REGULAR_RATE_AND_,provisional_unverified
nobs_b51cf5dbb7a7132ac917c1ae,cexrem_2c84fe0e5fe1af8ea631ae4b,doc_89479a8c034862dbe2b09c90,ttd_e1caf48ba06dc95bb36152f9,sr_72cd3e8454a377b258bdad2b,NSCQ-MN-20260720-0097,MN,Forest Lake,CITY OF FOREST LAKE,police,cba,,,61,other,"$50,000.00 life insurance",,Employer provides fifty thousand dollars in life insurance.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0410_sr_72cd3e8454a377b258bdad2b.pdf#page=61,high,ARTICLE_26_LIFE_INSURANCE_DOLLAR_AMOUNT,provisional_unverified
nobs_c5c17ba69992e32f199db791,cexrem_2c84fe0e5fe1af8ea631ae4b,doc_89479a8c034862dbe2b09c90,ttd_e1caf48ba06dc95bb36152f9,sr_72cd3e8454a377b258bdad2b,NSCQ-MN-20260720-0097,MN,Forest Lake,CITY OF FOREST LAKE,police,cba,,,61,stipend,Employer will pay officers P.O.S.T. license fee,,Applies to officers for the P.O.S.T. license fee.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0410_sr_72cd3e8454a377b258bdad2b.pdf#page=61,medium,ARTICLE_27_POST_LICENSE_FEE_PAID_BY_EMP,provisional_unverified
nobs_ad90b469452248187462cb06,cexrem_2c84fe0e5fe1af8ea631ae4b,doc_89479a8c034862dbe2b09c90,ttd_e1caf48ba06dc95bb36152f9,sr_72cd3e8454a377b258bdad2b,NSCQ-MN-20260720-0097,MN,Forest Lake,CITY OF FOREST LAKE,police,cba,,,61,reimbursements,reimburse Employees for long-term disability insurance premiums,,Employer reimburses Employees for long-term disability insurance premiums.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0410_sr_72cd3e8454a377b258bdad2b.pdf#page=61,medium,ARTICLE_28_LONG_TERM_DISABILITY_PREMIUMS,provisional_unverified
nobs_2db3c8e569dfa7ff09cb3f58,cexrem_2c84fe0e5fe1af8ea631ae4b,doc_89479a8c034862dbe2b09c90,ttd_e1caf48ba06dc95bb36152f9,sr_72cd3e8454a377b258bdad2b,NSCQ-MN-20260720-0097,MN,Forest Lake,CITY OF FOREST LAKE,police,cba,,,60,healthcare_contributions,Employer will contribute toward the cost of a Medicare contribution towards the health insurance premium,,"After thirty (30) years of employment with the City of Forest Lake, Employee’s group medical-hospitalization insurance coverage is discontinued at end of the month after ten (10) years; Medicare contribution is provided in lieu of group rec",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0410_sr_72cd3e8454a377b258bdad2b.pdf#page=60,low,ARTICLE_23_MEDICARE_CONTRIBUTION_HEALTH,needs_review
nobs_c8881a122d28f4a285ee31e5,cexrem_1fa85375962fc7d7be12fd0c,doc_f3825e5a0f17202f02c05e09,ttd_84a4ccc01e4e5980aded83c2,sr_b4df1666789787325784fb66,NSCQ-MN-20260720-0092,MN,Lino Lakes,CITY OF LINO LAKES,non_safety,cba,,,6,leave,Vacation schedule (Per pay period hours): Start through 4th Year 3.08; Beginning 5th Year 4.62; Beginning 11th Year 4.92,,Applies to all full-time employees; granted upon employee request with approval of conflicts; departmental seniority may be considered if resolution unworkable.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0386_sr_b4df1666789787325784fb66.pdf#page=6,medium,ARTICLE_8_1_VACATION_SCHEDULE_HOURS_PER_,provisional_unverified
nobs_1642212947acb8f9a880e825,cexrem_1fa85375962fc7d7be12fd0c,doc_f3825e5a0f17202f02c05e09,ttd_84a4ccc01e4e5980aded83c2,sr_b4df1666789787325784fb66,NSCQ-MN-20260720-0092,MN,Lino Lakes,CITY OF LINO LAKES,non_safety,cba,,,6,leave,Vacation schedule (Per pay period hours): Beginning 12th Year 5.23; Beginning 13th Year 5.54; Beginning 14th Year 5.85; ,,Applies to all full-time employees under Article 8 vacation schedule by years of continuous service.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0386_sr_b4df1666789787325784fb66.pdf#page=6,medium,ARTICLE_8_1_VACATION_SCHEDULE_HOURS_PER_,provisional_unverified
nobs_8c0e5bdd355fa3fe4d124a3c,cexrem_1fa85375962fc7d7be12fd0c,doc_f3825e5a0f17202f02c05e09,ttd_84a4ccc01e4e5980aded83c2,sr_b4df1666789787325784fb66,NSCQ-MN-20260720-0092,MN,Lino Lakes,CITY OF LINO LAKES,non_safety,cba,,,6,leave,Vacation schedule (Per pay period hours): Beginning 15th Year 6.15; Beginning 16th Year 6.46; Beginning 17th Year 6.77;,,Applies to all full-time employees under Article 8 vacation schedule by years of continuous service.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0386_sr_b4df1666789787325784fb66.pdf#page=6,medium,ARTICLE_8_1_VACATION_SCHEDULE_HOURS_PER_,provisional_unverified
nobs_c3ee1c52d832de52112a5db4,cexrem_1fa85375962fc7d7be12fd0c,doc_f3825e5a0f17202f02c05e09,ttd_84a4ccc01e4e5980aded83c2,sr_b4df1666789787325784fb66,NSCQ-MN-20260720-0092,MN,Lino Lakes,CITY OF LINO LAKES,non_safety,cba,,,6,leave,Vacation schedule (Per pay period hours): Beginning 18th Year 7.08; Beginning 19th Year 7.38; Beginning 20th Year 7.69,,Applies to all full-time employees under Article 8 vacation schedule by years of continuous service.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0386_sr_b4df1666789787325784fb66.pdf#page=6,medium,ARTICLE_8_1_VACATION_SCHEDULE_HOURS_PER_,provisional_unverified
